idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, 1927,1927,0.05043816566467285,5.902080297470093,1.0,1.0,1.0
1," Leslie Dixon, Bruna Papandrea, Arnon Milchan, Reese Witherspoon, Ceán Chaffin, and Joshua Donen.","John Marcus ""Scoot"" McNairy",0.0548701286315918,8.716915369033813,0.2580447793006897,0.0,0.0
2, Musician.,singer,0.0690007209777832,5.9106667041778564,0.6593619585037231,0.0,0.0
3, The Todd Bertuzzi–Steve Moore incident.,The Todd Bertuzzi–Steve Moore incident,0.051226139068603516,6.516480207443237,0.9854790568351746,1.0,1.0
4, Steve,Lester,0.05413937568664551,5.688961744308472,0.3208656311035156,0.0,0.0
5, Vinny Appice.,Heaven & Hell,0.05527663230895996,6.129673719406128,0.17996397614479065,0.0,0.0
6," No, they are not both from Great Britain. Gloria is a Croatian magazine, and Chat is a British magazine.",no,0.12172555923461914,7.953215837478638,0.1183975338935852,0.1,0.1
7, Richard Hagopian was a musician.,Richard Avedis Hagopian,0.049787044525146484,6.317805767059326,0.75977623462677,0.5,0.5
8, Max Brooks.,Max Brooks,0.06097865104675293,5.9210474491119385,0.9824567437171936,1.0,1.0
9," February 11, 1802",February 11,0.05148625373840332,6.325075626373291,0.5787043571472168,0.8,0.8
10, Lamiaceae.,Lamiaceae,0.07228875160217285,6.029396295547485,0.9799255132675171,1.0,1.0
11, 1995,"November 6, 1979",0.04915022850036621,5.920520782470703,0.434626966714859,0.0,0.0
12, United States,Sweden,0.07565140724182129,5.791803359985352,0.5180052518844604,0.0,0.0
13, Wonder Girls,Wonder Girls,0.05140042304992676,5.800592660903931,1.0000001192092896,1.0,1.0
14, The Night Of,The Night Of,0.04722237586975098,5.898697853088379,1.0000001192092896,1.0,1.0
15, Yes.,yes,0.048592329025268555,5.806195259094238,0.836855947971344,1.0,1.0
