idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,"Puthiya Thalaimurai is owned by New Generation Media, which is part of the SRM Group.",SRM Group,0.0052967071533203125,2.8493423461914062,0.46490034461021423
1,"""Boogie"" was based on the Argentine character Boogie, the oily by Roberto Fontanarrosa, and directed by Gustavo Cova.",Boogie,0.0010805130004882812,1.5473148822784424,0.5291261672973633
2,American.,American,0.0008478164672851562,0.3793833255767822,0.9135115146636963
3,Leaves.,leaves,0.0008101463317871094,0.3746337890625,0.9458242654800415
4,World War II.,World War II,0.0008573532104492188,0.45165181159973145,0.9605373740196228
5,2005.,1976,0.0009129047393798828,0.4824223518371582,0.5520569086074829
6,Cindy Stein.,Cindy Stein,0.0008764266967773438,0.4668760299682617,0.9790729880332947
7,EmArcy Records.,CBS Records,0.0008831024169921875,0.5247881412506104,0.4148338735103607
8,Canadian.,Canadian,0.0008969306945800781,0.4103977680206299,0.9105005264282227
9,Andrew Haigh.,Cary Fukunaga,0.0009360313415527344,0.5051078796386719,0.23403212428092957
10,The Sun Bowl.,"El Paso, Texas",0.0008919239044189453,0.5025234222412109,0.2443227767944336
11,Warren Beatty.,Warren Beatty,0.0009486675262451172,0.48749542236328125,0.9734181761741638
12,All Nippon Airways.,All Nippon Airways,0.0008585453033447266,0.5589611530303955,0.9873772263526917
13,Kuwait in the aftermath of Operation Desert Storm.,oil field service,0.0009388923645019531,0.6966538429260254,0.260898232460022
14,Experimental metal.,metal band,0.0008642673492431641,0.44861912727355957,0.5801879167556763
15,"There is no information about the style of music associated with The Chicago Black Renaissance. It was a creative movement that included famous African-American writers and musicians, but the text does not mention a specific style of music.",jazz,0.0008697509765625,1.919097661972046,0.22715842723846436
16,Bobby Hauck.,Bobby Hauck,0.0008783340454101562,0.4820246696472168,0.9846826791763306
17,Roberto Vittori.,Roberto Vittori,0.0008471012115478516,0.44522929191589355,0.9874432682991028
18,Pesnya goda,Song of the Year,0.0008950233459472656,0.49953269958496094,0.13873963057994843
19,Crossing Borders.,Crossing Borders,0.0009503364562988281,0.4599630832672119,0.9491644501686096
20,The Embraer E-Jet family and the Embraer E-Jet E2 family are narrow-body medium-range twin-engine jet airliners.,narrow-body medium-range twin-engine jet airliners,0.0008516311645507812,1.4167916774749756,0.6236299276351929
21,Paul Allen.,Paul Allen,0.0008797645568847656,0.46526336669921875,0.9817759394645691
22,"Richard Spencer prefers to be called an ""identitarian"" rather than a white supremacist.",identitarian,0.0009000301361083984,0.9733881950378418,0.5130832195281982
23,"Guiyang has a larger population with 4,324,561 people, while Tacheng has an estimated population of 56,400.",Guiyang,0.0008146762847900391,1.3319380283355713,0.5253322124481201
24,Rose Hill voiced the mother in Footfalls.,Rose Hill,0.0009000301361083984,0.6904385089874268,0.5799772143363953
25,3 June 2016.,3 June 2016,0.0008952617645263672,0.5615541934967041,0.9809061288833618
26,Australia.,Australia,0.0010578632354736328,0.428133487701416,0.9376925826072693
27,Chino Moreno.,Chino Moreno,0.000858306884765625,0.5051150321960449,0.9844379425048828
28,Jim Dial.,Jim Dial,0.000888824462890625,0.4693429470062256,0.9793756008148193
29,London.,London,0.0008656978607177734,0.4006314277648926,0.9624133110046387
30,"Istanbul, Turkey.",Tokyo,0.0008041858673095703,0.4738023281097412,0.4013232886791229
31,Yes.,yes,0.000873565673828125,0.40727686882019043,0.836855947971344
