KVcache prepared in 19.571473836898804 seconds
[0]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.6411147117614746
[0]: [Cumulative]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.6411147117614746
[1]: Semantic Similarity: 0.84656,	 cache time: 2.384185791015625e-07,	 generate time: 3.6538193225860596
[1]: [Cumulative]: Semantic Similarity: 0.92328,	 cache time: 2.384185791015625e-07,	 generate time: 2.647467017173767
[2]: Semantic Similarity: 0.98968,	 cache time: 2.384185791015625e-07,	 generate time: 0.8915061950683594
[2]: [Cumulative]: Semantic Similarity: 0.94541,	 cache time: 2.384185791015625e-07,	 generate time: 2.0621467431386313
[3]: Semantic Similarity: 0.47763,	 cache time: 0.0,	 generate time: 5.551110506057739
[3]: [Cumulative]: Semantic Similarity: 0.82847,	 cache time: 1.7881393432617188e-07,	 generate time: 2.934387683868408
[4]: Semantic Similarity: 0.98849,	 cache time: 2.384185791015625e-07,	 generate time: 1.5796334743499756
[4]: [Cumulative]: Semantic Similarity: 0.86047,	 cache time: 1.9073486328125e-07,	 generate time: 2.663436841964722
[5]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.8912386894226074
[5]: [Cumulative]: Semantic Similarity: 0.88373,	 cache time: 1.986821492513021e-07,	 generate time: 2.3680704832077026
[6]: Semantic Similarity: 0.67459,	 cache time: 2.384185791015625e-07,	 generate time: 0.8894031047821045
[6]: [Cumulative]: Semantic Similarity: 0.85385,	 cache time: 2.0435878208705356e-07,	 generate time: 2.15683228628976
[7]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.5447654724121094
[7]: [Cumulative]: Semantic Similarity: 0.87212,	 cache time: 2.384185791015625e-07,	 generate time: 1.9553239345550537
[8]: Semantic Similarity: 0.5787,	 cache time: 2.384185791015625e-07,	 generate time: 0.5613884925842285
[8]: [Cumulative]: Semantic Similarity: 0.83952,	 cache time: 2.384185791015625e-07,	 generate time: 1.8004422187805176
[9]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7809469699859619
[9]: [Cumulative]: Semantic Similarity: 0.85557,	 cache time: 2.384185791015625e-07,	 generate time: 1.698492693901062
[10]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.4051246643066406
[10]: [Cumulative]: Semantic Similarity: 0.8687,	 cache time: 2.384185791015625e-07,	 generate time: 1.580913782119751
[11]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.968548059463501
[11]: [Cumulative]: Semantic Similarity: 0.87964,	 cache time: 2.384185791015625e-07,	 generate time: 1.5298833052317302
[12]: Semantic Similarity: 0.50986,	 cache time: 2.384185791015625e-07,	 generate time: 3.9666686058044434
[12]: [Cumulative]: Semantic Similarity: 0.85119,	 cache time: 2.384185791015625e-07,	 generate time: 1.717328328352708
[13]: Semantic Similarity: 0.97949,	 cache time: 2.384185791015625e-07,	 generate time: 1.3415606021881104
[13]: [Cumulative]: Semantic Similarity: 0.86036,	 cache time: 2.384185791015625e-07,	 generate time: 1.6904877764838082
[14]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.5277047157287598
[14]: [Cumulative]: Semantic Similarity: 0.86967,	 cache time: 2.384185791015625e-07,	 generate time: 1.6796355724334717
[15]: Semantic Similarity: 0.9316,	 cache time: 2.384185791015625e-07,	 generate time: 0.593804121017456
[15]: [Cumulative]: Semantic Similarity: 0.87354,	 cache time: 2.384185791015625e-07,	 generate time: 1.6117711067199707
[16]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7797939777374268
[16]: [Cumulative]: Semantic Similarity: 0.88098,	 cache time: 2.384185791015625e-07,	 generate time: 1.5628312756033504
[17]: Semantic Similarity: 0.97959,	 cache time: 2.384185791015625e-07,	 generate time: 1.158320426940918
[17]: [Cumulative]: Semantic Similarity: 0.88646,	 cache time: 2.384185791015625e-07,	 generate time: 1.5403584506776598
[18]: Semantic Similarity: 0.11248,	 cache time: 2.384185791015625e-07,	 generate time: 2.2812700271606445
[18]: [Cumulative]: Semantic Similarity: 0.84572,	 cache time: 2.384185791015625e-07,	 generate time: 1.579353796808343
[19]: Semantic Similarity: 0.97161,	 cache time: 2.384185791015625e-07,	 generate time: 1.3457362651824951
[19]: [Cumulative]: Semantic Similarity: 0.85201,	 cache time: 2.384185791015625e-07,	 generate time: 1.5676729202270507
[20]: Semantic Similarity: 0.25154,	 cache time: 2.384185791015625e-07,	 generate time: 3.970581531524658
[20]: [Cumulative]: Semantic Similarity: 0.82342,	 cache time: 2.384185791015625e-07,	 generate time: 1.6820971398126512
[21]: Semantic Similarity: 0.92298,	 cache time: 4.76837158203125e-07,	 generate time: 0.5915801525115967
[21]: [Cumulative]: Semantic Similarity: 0.82795,	 cache time: 2.492557872425426e-07,	 generate time: 1.6325281858444214
[22]: Semantic Similarity: 0.98149,	 cache time: 2.384185791015625e-07,	 generate time: 1.5320441722869873
[22]: [Cumulative]: Semantic Similarity: 0.83462,	 cache time: 2.487846042798913e-07,	 generate time: 1.6281593156897503
