KVcache prepared in 19.581968545913696 seconds
[0]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.6889526844024658
[0]: [Cumulative]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.6889526844024658
[1]: Semantic Similarity: 0.84656,	 cache time: 2.384185791015625e-07,	 generate time: 3.867727041244507
[1]: [Cumulative]: Semantic Similarity: 0.92328,	 cache time: 2.384185791015625e-07,	 generate time: 2.7783398628234863
[2]: Semantic Similarity: 0.98968,	 cache time: 4.76837158203125e-07,	 generate time: 0.9557530879974365
[2]: [Cumulative]: Semantic Similarity: 0.94541,	 cache time: 3.178914388020833e-07,	 generate time: 2.1708109378814697
[3]: Semantic Similarity: 0.47763,	 cache time: 2.384185791015625e-07,	 generate time: 5.9502623081207275
[3]: [Cumulative]: Semantic Similarity: 0.82847,	 cache time: 2.980232238769531e-07,	 generate time: 3.115673780441284
[4]: Semantic Similarity: 0.98849,	 cache time: 2.384185791015625e-07,	 generate time: 1.694671630859375
[4]: [Cumulative]: Semantic Similarity: 0.86047,	 cache time: 2.86102294921875e-07,	 generate time: 2.8314733505249023
[5]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.9577336311340332
[5]: [Cumulative]: Semantic Similarity: 0.88373,	 cache time: 2.7815500895182293e-07,	 generate time: 2.519183397293091
[6]: Semantic Similarity: 0.67459,	 cache time: 2.384185791015625e-07,	 generate time: 0.9561426639556885
[6]: [Cumulative]: Semantic Similarity: 0.85385,	 cache time: 2.724783761160714e-07,	 generate time: 2.2958918639591763
[7]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.585559606552124
[7]: [Cumulative]: Semantic Similarity: 0.87212,	 cache time: 2.682209014892578e-07,	 generate time: 2.0821003317832947
[8]: Semantic Similarity: 0.5787,	 cache time: 2.384185791015625e-07,	 generate time: 0.5857205390930176
[8]: [Cumulative]: Semantic Similarity: 0.83952,	 cache time: 2.6490953233506946e-07,	 generate time: 1.9158359103732638
[9]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7729470729827881
[9]: [Cumulative]: Semantic Similarity: 0.85557,	 cache time: 2.6226043701171877e-07,	 generate time: 1.8015470266342164
[10]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.40087270736694336
[10]: [Cumulative]: Semantic Similarity: 0.8687,	 cache time: 2.600929953835227e-07,	 generate time: 1.6742129976099187
[11]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.9578518867492676
[11]: [Cumulative]: Semantic Similarity: 0.87964,	 cache time: 2.582867940266927e-07,	 generate time: 1.6145162383715312
[12]: Semantic Similarity: 0.50986,	 cache time: 2.384185791015625e-07,	 generate time: 3.922948122024536
[12]: [Cumulative]: Semantic Similarity: 0.85119,	 cache time: 2.567584698016827e-07,	 generate time: 1.7920879217294545
[13]: Semantic Similarity: 0.97949,	 cache time: 2.384185791015625e-07,	 generate time: 1.3271732330322266
[13]: [Cumulative]: Semantic Similarity: 0.86036,	 cache time: 2.5544847760881696e-07,	 generate time: 1.7588797296796526
[14]: Semantic Similarity: 1.0,	 cache time: 0.0,	 generate time: 1.5113754272460938
[14]: [Cumulative]: Semantic Similarity: 0.86967,	 cache time: 2.384185791015625e-07,	 generate time: 1.7423794428507486
[15]: Semantic Similarity: 0.9316,	 cache time: 2.384185791015625e-07,	 generate time: 0.5872447490692139
[15]: [Cumulative]: Semantic Similarity: 0.87354,	 cache time: 2.384185791015625e-07,	 generate time: 1.6701835244894028
[16]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7739229202270508
