idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score
0, Maxim Viktorovich Marinin is older than Tatiana Ivanovna Totmianina.,Maxim Viktorovich Marinin,0.14603734016418457,11.403011083602905,0.7027305960655212
1, No,no,0.1365516185760498,9.159615993499756,1.0
2, Cape Girardeau.,Southeast Missouri State University,0.1463029384613037,9.760351419448853,0.4146478772163391
3, South America,Brazil,0.1172633171081543,9.338891506195068,0.573782205581665
4, Will Beall.,James Wan,0.1172935962677002,9.563253402709961,0.1925918161869049
5, Yes.,yes,0.11506247520446777,9.242989778518677,0.836855947971344
6, Out of the Past.,Miracle on 34th Street,0.13344430923461914,9.686775207519531,0.15743467211723328
7, Justin Kurzel,Justin Kurzel,0.13215994834899902,9.393929243087769,1.000000238418579
8, Indian.,Indian,0.11522150039672852,9.274747610092163,0.9428892731666565
9," The United States, Germany, and the United Kingdom.","the United States, Germany and the United Kingdom",0.11364889144897461,10.542943954467773,0.904600977897644
10, Billboard Hot 100,"The ""Billboard"" Hot 100",0.1413283348083496,9.60875654220581,0.9681364297866821
11, Houston Rockets.,Houston Rockets,0.12209296226501465,9.408999681472778,0.9581079483032227
12, Magazines,magazine,0.13319826126098633,9.243104219436646,0.9055758714675903
13," Pixar's ""Cars 3""",Pixar,0.1402904987335205,9.98759126663208,0.6524481773376465
14, 1981,1981,0.13643288612365723,9.376701593399048,1.0000001192092896
15,.357 Magnum revolver.,.357 Magnum,0.15333318710327148,9.68337631225586,0.9171973466873169
