idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,Film.,film,0.29846882820129395,1.7317109107971191,0.8702664375305176
1,The beverage Gatorade was first developed at the University of Florida. Gary Shore directed commercials for Gatorade.,University of Florida,0.4029276371002197,1.1595652103424072,0.39513781666755676
2,Lando Calrissian.,Lando Calrissian,0.3246729373931885,0.5292665958404541,0.980243444442749
3,"Rodolfo ""Corky"" Gonzales is considered a founder of the Chicano Movement, but there is no information in the given context that he wrote a famous epic poem.","Rodolfo ""Corky"" Gonzales",0.2579843997955322,1.6948111057281494,0.7175126075744629
4,"Yes, XXL is a hip hop magazine.",no,0.3299136161804199,0.5908994674682617,0.1795538365840912
5,Massachusetts.,Massachusetts,0.29421091079711914,0.27976083755493164,0.9563392400741577
6,E. Lipson and R. H. Tawney.,E. Lipson and R. H. Tawney,0.2869994640350342,0.7683107852935791,0.9930128455162048
7,United States.,U.S.,0.3397095203399658,0.31505656242370605,0.8812195062637329
8,Film director and writer.,"film director, writer, and producer",0.2902390956878662,0.4525260925292969,0.9392002820968628
9,1971.,1971,0.3121919631958008,0.29534101486206055,0.9627463817596436
10,Over two and a half millennia.,two and a half millennia,0.2956416606903076,0.531461238861084,0.8580237030982971
11,Space Cowboys (2000),Space Cowboys,0.3318629264831543,0.49167418479919434,0.845802366733551
12,American Academy of Arts and Sciences and American Physical Society.,"American Academy of Arts and Sciences, the American Physical Society",0.39550280570983887,0.6858212947845459,0.9464349746704102
13,1915,1915,0.27296972274780273,0.3509950637817383,0.9999999403953552
14,Czech.,Czech,0.24217486381530762,0.33656764030456543,0.968377411365509
15,"There is no information about the second season of the political thriller series ""Scandal"" in the given context.",22,0.30957603454589844,1.1133794784545898,0.050852447748184204
