idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score
0, 2004,2013,0.0005433559417724609,0.5666518211364746,0.6782132983207703
1, Tarzan,Tarzan,0.0005300045013427734,0.37264585494995117,1.0000001192092896
2, Viti Levu,Viti Levu,0.0004928112030029297,0.606999397277832,1.0000001192092896
3, Tennis.,tennis,0.0005011558532714844,0.37218141555786133,0.9499958753585815
4, Hungary,Hungary,0.0005042552947998047,0.29463696479797363,1.0
5, 1979,1979,0.0004966259002685547,0.49878501892089844,0.9999999403953552
6, The Birthday Massacre.,The Birthday Massacre,0.0004951953887939453,0.7273852825164795,0.9855844378471375
7, Huguenots.,Huguenots,0.0004973411560058594,0.7379865646362305,0.987716555595398
8," ""Den Pobedy""",Den Pobedy,0.0005049705505371094,0.8523750305175781,0.9420446157455444
9, Luc Jacquet,Luc Jacquet,0.00048542022705078125,0.4902610778808594,1.0
10, 10 May 1955,24 August 1946,0.0005095005035400391,0.8439464569091797,0.6170569658279419
11, Allegiant Air,"3,700 employees",0.00049591064453125,0.49961042404174805,0.05379285663366318
12, The A Word.,The A Word,0.0004911422729492188,0.6189119815826416,0.9411864280700684
13, Mel Tillis,Mel Tillis,0.0004980564117431641,0.4922623634338379,1.0
14, They both have a connection to the leisure industry.,company,0.0005133152008056641,1.3131434917449951,0.26462462544441223
15," ""201""",201,0.0004992485046386719,0.5012490749359131,0.8568878173828125
