idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,"""Measuring the World""","""Die Vermessung der Welt"" (translated into English by Carol Brown Janeway as ""Measuring the World"", 2006)",0.3115694522857666,2.3269948959350586,0.6179003715515137
1,"Rick Leach won more Grand Slams with 5 titles, Michaël Llodra won 3.",Rick Leach,0.27248597145080566,1.7663085460662842,0.5136629343032837
2,University of Göttingen.,University of Göttingen,0.2741837501525879,0.8845663070678711,0.9855244755744934
3,1994.,1 February 1994,0.38338351249694824,0.8078582286834717,0.7586880922317505
4,Bolliger & Mabillard.,Bolliger & Mabillard,0.8340432643890381,1.018752098083496,0.9837570786476135
5,"Kaitlin Olson, who plays Deandra ""Sweet Dee"" Reynolds.","Deandra ""Sweet Dee"" Reynolds",0.3603212833404541,1.2860181331634521,0.7844369411468506
6,Borussia Dortmund.,"Dortmund, North Rhine-Westphalia",0.566460371017456,0.6920464038848877,0.6422228813171387
7,Martina Hingis.,Martina Hingis,0.25208139419555664,0.9464802742004395,0.9884171485900879
8,Roger Vadim is French.,Roger Vadim Plemiannikov,0.7244832515716553,0.910452127456665,0.6206861734390259
9,Yes.,yes,0.3099853992462158,0.7106273174285889,0.836855947971344
10,Saturday Night Live.,Saturday Night Live,0.2926523685455322,0.7297873497009277,0.9659030437469482
11,The Chicago Bears.,Chicago Bears,0.3162374496459961,0.684239387512207,0.9498018026351929
12,"Kurt Cobain was part of more bands, as he was the lead singer of Nirvana, and also played in other bands before Nirvana, such as Fecal Matter. Keith Buckley is the vocalist and lyricist of the metalcore band Every Time I Die and the heavy metal supergroup The Damned Things.",Keith Buckley,0.41367173194885254,3.7310988903045654,0.4907824993133545
13,Climbing and scrambling.,climbing and scrambling.,15.194602727890015,0.7882320880889893,1.0000001192092896
14,1983.,1983,1.1018528938293457,0.6644635200500488,0.9709889888763428
15,"Sidney Morgan is known for directing silent films, and William Friedkin is known for directing films like ""The French Connection"" and ""The Exorcist"".",film director,0.5346689224243164,2.080169200897217,0.512946605682373
