idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score
0, NY 174,County Route 41,0.0005009174346923828,0.6704297065734863,0.3241909146308899
1, Mrs. Danvers,Mrs. Danvers,0.0005388259887695312,0.7264649868011475,1.0
2, Dan Simmons,Dan Simmons,0.0004906654357910156,0.46045637130737305,1.0
3," March 12, 1938",12 March 1938,0.0004992485046386719,1.154792308807373,0.9816451668739319
4, 1946,1944,0.0005009174346923828,0.590397834777832,0.7189364433288574
5, Nutella,Nutella,0.0004878044128417969,0.4465305805206299,1.0000001192092896
6," Istanbul, Turkey",Los Angeles,0.0004999637603759766,0.5900299549102783,0.28747978806495667
7," Jack Horner is a character in the comic book series ""Fables"" and is based on the character from the fairy tale ""Jack and the Beanstalk"".",Jack,0.0004966259002685547,4.687176942825317,0.48892995715141296
8, Italy,Italy,0.0004947185516357422,0.31421852111816406,0.9999998807907104
9," No, they are public universities.",no,0.0004909038543701172,1.153517246246338,0.19832207262516022
10, Astronaut,astronaut,0.0004975795745849609,0.44827699661254883,1.0000001192092896
11, The Atlanta Falcons.,the Atlanta Falcons,0.0004913806915283203,0.7316374778747559,0.9822517037391663
12, The Tulsa race riot of 1921.,Tulsa race riot,0.0004913806915283203,1.4402070045471191,0.8325825929641724
13, Maryland,Maryland,0.0004928112030029297,0.31622314453125,0.9999999403953552
14, 1956,1946,0.0004909038543701172,0.618772029876709,0.6513184309005737
15, Pickelhaube (spiked combat helmet),boiled leather Pickelhaube,0.0004878044128417969,1.6351423263549805,0.52944016456604
