idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score
0, 1780s,1780s,0.11812782287597656,8.02002215385437,1.0
1, 70/30 Productions,70/30 Productions,0.1287243366241455,8.179793357849121,1.000000238418579
2, DJ Maphorisa,DJ Maphorisa,0.12488579750061035,8.116199970245361,1.0
3, Ewald O. Stiehm,Kevin Wilson,0.12485837936401367,8.448660850524902,0.14471644163131714
4, Katarina Srebotnik,Katarina Srebotnik,0.1318960189819336,8.463366985321045,1.0
5, Film directors.,film director,0.1318039894104004,7.91258430480957,0.8726288080215454
6, Adam Lazzara,Adam Lazzara,0.12290382385253906,8.015241861343384,1.0
7, 1894,1902,0.13693737983703613,7.864070415496826,0.6958054304122925
8, United States.,United States,0.13343381881713867,7.957345962524414,0.9286460876464844
9, Texas Tech Red Raiders and Lady Raiders.,Texas Tech Red Raiders and Lady Raiders,0.1662914752960205,8.569664716720581,0.9858345985412598
10, One57,One57,0.13420724868774414,7.7850306034088135,1.0000001192092896
11, Carl Lewis.,Carl Lewis,0.14417147636413574,7.8788135051727295,0.9684199690818787
12, Shishapangma,Shishapangma,0.14447283744812012,8.15984320640564,1.000000238418579
13, Barq's,Barq's,0.13838553428649902,7.8851282596588135,1.0000001192092896
14, Henry County,Patrick Henry,0.13158035278320312,7.747777700424194,0.4732956290245056
15, K. V. Anand,K. V. Anand,0.13672614097595215,8.329116582870483,1.0
