idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,Nestlé.,Nestlé,0.596980094909668,1.862290859222412,0.9636209011077881
1,Johnny English Reborn.,Johnny English Reborn,1.0387282371520996,0.5103592872619629,0.9853265881538391
2,Hillclimb racing.,Hillclimbing,0.33511972427368164,0.3917090892791748,0.7676893472671509
3,Portland.,Portland,0.4102005958557129,0.3624546527862549,0.9690173864364624
4,Uday Shankar.,Uday Shankar,0.39191246032714844,0.5109939575195312,0.982620120048523
5,The Newbery Honor.,Newbery Honor,0.31297802925109863,0.5092570781707764,0.9639567136764526
6,"The 2006 film ""The Fountain"" directed by Darren Aronofsky presents similar premises to the novel ""Tomorrow and Tomorrow"".",Darren Aronofsky,0.31504321098327637,1.4847593307495117,0.2627101242542267
7,"Steve Zahn played Rosencrantz in the 2000 film ""Hamlet 2000"", which is a modern adaptation of Shakespeare's ""Hamlet"".",Rosencrantz and Guildenstern,0.33558034896850586,1.9232027530670166,0.46343517303466797
8,"No, they are not. Princeton University is in New Jersey, but the University of Missouri System is in Missouri.",no,0.3223874568939209,1.4199318885803223,0.06905704736709595
9,Robert Hardy.,Robert Hardy,0.4102146625518799,0.41257262229919434,0.9800140857696533
10,Philip Brandon.,Walter Forde,0.3401029109954834,0.3569505214691162,0.422627329826355
11,1 volume.,two,0.2490999698638916,0.3451991081237793,0.38887840509414673
12,"""In da Club"".",In da Club,0.3044164180755615,0.4791133403778076,0.8543446063995361
13,Emma Thompson.,Emma Thompson,0.43625378608703613,0.41106557846069336,0.978293776512146
14,"""Wanted Dead or Alive""","""Livin' on a Prayer""",0.2528805732727051,0.6124918460845947,0.31072941422462463
15,The Manson Family.,The Manson Family,0.3625311851501465,0.45877647399902344,0.9808281660079956
