idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,Skien.,Skien,0.2535269260406494,2.186413049697876,0.9767805337905884
1,Conservative Party.,Conservative Party,0.32247233390808105,0.6689150333404541,0.9572744965553284
2,"Cedartown, Georgia.",Polk County,0.3671410083770752,0.9175634384155273,0.40655213594436646
3,The Bitterroot Range.,The Bitterroot Range,0.4149951934814453,0.8829278945922852,0.9860705137252808
4,Riyadh.,Riyadh,0.30884504318237305,0.6211509704589844,0.9860498309135437
5,Rodion Shchedrin.,Lenin Prize,0.29151010513305664,0.8221333026885986,0.11255093663930893
6,19th century.,17th-century,0.769688606262207,0.6967577934265137,0.725013792514801
7,The Trial (1962),The Trial,0.4202566146850586,0.7827486991882324,0.717503547668457
8,Kamala Harris.,Kamala Devi Harris,0.4552183151245117,0.7719037532806396,0.8738969564437866
9,Germany.,Germany,0.4879176616668701,0.5808722972869873,0.9486981630325317
10,"""Boiler""",Boiler,0.5436925888061523,0.7095379829406738,0.9449654221534729
11,"Suffolk County, New York.",Suffolk County,0.479095458984375,0.9526419639587402,0.8849520683288574
12,Wicomico County.,Wicomico County,0.2366313934326172,0.8266987800598145,0.9826347827911377
13,Ramón Novarro.,Ramón Novarro,0.3678717613220215,0.741241455078125,0.9840908646583557
14,Stroh's.,Stroh Brewery Company,0.34971046447753906,0.777930736541748,0.6393830180168152
15,Luis Buñuel.,Luis Buñuel.,0.2870488166809082,0.7593247890472412,1.0000001192092896
