idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,"Max Mirnyi is from Belarus, which is closer to New Zealand compared to Margaret Court from Australia.",Margaret Court,0.28892993927001953,3.254140615463257,0.37191399931907654
1,"U2 was formed in 1976, while The White Stripes was formed in 1997.",U2,0.43271613121032715,2.0920448303222656,0.6060272455215454
2,"""Red"" by Taylor Swift.",Red,0.30384135246276855,1.3243656158447266,0.4714404046535492
3,"No, Patty Fendick is a former tennis player and coach, while Eugenia Maniokova is a former professional tennis player.",no,0.24835991859436035,2.1744813919067383,0.14087772369384766
4,1921.,1921,0.4640679359436035,0.8761045932769775,0.9686108827590942
5,"Yes, both Family Health and ROCKRGRL were targeted to female audiences.",yes,0.34254932403564453,1.7427921295166016,0.13968533277511597
6,Idi Amin.,Idi Amin,0.3247990608215332,1.3702888488769531,0.9853611588478088
7,"Memphis, Tennessee.","Memphis, Tennessee,",0.25726914405822754,1.1889383792877197,0.9756803512573242
8,Victoria Sinitsina won the 2016 Russian national silver medal with Nikita Katsalapov.,Nikita Gennadyevich Katsalapov,0.354217529296875,1.8895587921142578,0.41058605909347534
9,British.,She is British by birth,0.25348377227783203,0.915679931640625,0.42913705110549927
10,2 years.,II,0.2431960105895996,1.1823406219482422,0.307567834854126
11,They are both film directors.,film director and screenwriter.,1.6081030368804932,1.3480489253997803,0.8152737617492676
12,Chris Evans.,Christopher Robert Evans,0.4359304904937744,1.1572966575622559,0.7319194078445435
13,"Ubba, a Viking chieftain and commander of the Great Army.",Viking chieftain,0.5544703006744385,1.7562556266784668,0.6198679804801941
14,October Sky.,October Sky,0.40283966064453125,1.211498737335205,0.974246621131897
15,"January 17, 1991.",on 17 January 1991,0.44141197204589844,1.361379861831665,0.9149274826049805
