idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,Hollywood.,Hollywood,0.24261021614074707,2.4470343589782715,0.9482766389846802
1,Olav V of Norway.,Olav V of Norway,0.3317291736602783,1.1531782150268555,0.9856383800506592
2,"""The Cat Returns"".",The Cat Returns,0.31470298767089844,1.425957202911377,0.8735716938972473
3,Trent Dilfer played in the 1992 Freedom Bowl and went on to play 13 seasons in the National Football League.,Trent Dilfer,0.2556643486022949,2.1397314071655273,0.6891165971755981
4,Billy Zane.,"William George ""Billy"" Zane, Jr.",0.338942289352417,1.1331160068511963,0.7943658232688904
5,Greece,Bactria,0.3008108139038086,1.044435739517212,0.24585065245628357
6,"Ruby in ""Dames at Sea"".",portrayal of Ruby,0.291029691696167,1.3276991844177246,0.6558284759521484
7,"Columbia University was founded in 1754, while George Washington University was founded in 1821.",Columbia University,0.24677729606628418,1.9557647705078125,0.56078040599823
8,1982.,released in April 1982,0.24520373344421387,1.1243782043457031,0.7472512722015381
9,Dubai.,Dubai,0.3041560649871826,1.0847482681274414,0.9387878775596619
10,Navstar GPS.,originally Navstar GPS,0.3170490264892578,1.038620948791504,0.9089787602424622
11,Michael Žygimantaitis.,Sigismund Kęstutaitis,0.3146088123321533,1.181274652481079,0.2861711382865906
12,"No, only El Nuevo Cojo Ilustrado began as a magazine whose target audience were Venezuelans living in the United States.",no,0.3643209934234619,2.1845741271972656,0.1332777440547943
13,Documentaries.,film,0.32460761070251465,0.984799861907959,0.6202580332756042
14,1806.,1765 and 1783,0.3224825859069824,0.9834544658660889,0.3875105381011963
15,UEFA Euro 2000 Final.,The UEFA Euro 2000 Final,0.33553218841552734,1.192493200302124,0.9759998321533203
