idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Roberto Benigni,Roberto Remigio Benigni,0.000868797302246,2.276430130004883,0.8793120980262756,0.8,0.8,"Which director is older, Ringo Lam or Roberto Benigni?"
1," ""Tie a Yellow Ribbon""","""Tie a Yellow Ribbon Round the Ole Oak Tree""",0.0009355545043945,3.272347450256348,0.7477940320968628,0.6153846153846153,0.6153846153846153,What is the name of the song that both Johnny Carver and Michael Anthony Orlando Cassavitis both sang?
2, Sidney Morgan,Sidney Morgan,0.0009019374847412,1.2659714221954346,1.0,1.0,1.0,"Who appeared in the Alfred Hitchcock film ""Juno and the Paycock"", Michelangelo Antonioni or Sidney Morgan ?"
3, Eru Ilúvatar,Húrin,0.0008642673492431,2.872191905975342,0.2685910761356354,0.0,0.0,Who was the hero of the book by J.R.R. Tolkien published in 1977?
4, Pierre Bouvier,Pierre Charles Bouvier,0.0008730888366699,1.6686153411865234,0.9619107246398926,0.8,0.8,who has more entertainment prowell Pierre Bouvier:or Jello Biafra
5, Composer,composer,0.0008766651153564,0.8663487434387207,1.0,1.0,1.0,What were Vincent McEveety and Peer Raben known for?
6, The National Amateur Body-Builders' Association (NABBA).,National Amateur Body-Builders' Association (NABBA),0.0008745193481445,6.090566396713257,0.9875801205635072,0.923076923076923,0.923076923076923,"The Universe Championships are annual worldwide bodybuilding events organised by which organization, notable previous winners include bodybuilder, actor, and former governor of California Arnold Schwarzenegger and bodybuilder and actor Steve Reeves?"
7, Honolulu International Center (now known as the Neal S. Blaisdell Center),Ward Estate,0.0009045600891113,7.28322696685791,0.1445890516042709,0.0,0.0,On which former estate was the venue of Aloha from Hawaii Via Satellite located?
8, 2000,2000,0.0008726119995117,1.6659128665924072,1.0,1.0,1.0,"Stags' Leap Winery in California, was purchased by Australian beer group with interests in brewing and soft drinks in what year?"
9, Kellie Bright,Natalie Gumede,0.0008726119995117,2.0812408924102783,0.4620313048362732,0.0,0.0,"Tyrone Dobbs, the character from ""Coronation Street"", had a storyline with what actress who was a runner-up in the 2013 series of ""Strictly Come Dancing"" on BBC One?"
10, Tampa at the Amalie Arena.,Tampa Bay Lightning,0.0008666515350341,3.2694270610809326,0.5491539835929871,0.25,0.25,What hockey team is Wesley Walz the former assistant coach and has one Stanley Cup championship?
11, No,yes,0.0008747577667236,0.8663244247436523,0.7334951162338257,0.0,0.0,Can Fraxinus and Onoclea both be found in North America?
