idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Eric Lange,Eric Lange,0.0567271709442138,8.401893377304077,1.0000001192092896,1.0,1.0,What actor was teacher in a Nickelodeon sitcom about two girls who become roommates and start a babysitting service?
1, Pink,Pink,0.0498111248016357,8.229411125183105,1.0,1.0,1.0,"Which singer of ""So What"" married Carey Hart in 2006?"
2, Disney Television Animation,Disney Television Animation,0.0460195541381835,8.524703741073608,1.0,1.0,1.0,What company produced the series in which Daniel Ross plays Donald Duck?
3, The River Irwell.,River Irwell,0.0462133884429931,8.776113271713257,0.9548237323760986,0.8,0.8,What river is Simister near?
4," Geoff Rickly was part of more bands, including Thursday, United Nations, and No Devotion, whereas Mick Jagger was the lead singer of The Rolling Stones.",Rickly is also a member of hardcore punk band United Nations,0.0513882637023925,12.303974151611328,0.6244909763336182,0.2777777777777778,0.2777777777777778,"Who was apart of more bands, Mick Jagger or Geoff Rickly?"
5, Head N.V.,sports equipment manufacturer,0.046682596206665,8.647250890731812,0.1479635834693908,0.0,0.0,"What is the Dutch company who specializes in sports, clothing, and is known for developing the Shock Stop system classified as?"
6," July 19, 2009.",19 July 2009,0.0505962371826171,9.135490655899048,0.9448079466819764,1.0,0.6666666666666666,When did Herny Surtees pass away?
7, Zoë Foster Blake,Zoë Foster Blake,0.0464210510253906,8.653408288955688,1.0000001192092896,1.0,1.0,Which Australian author and columnist is the author of the book on which Australian television series The Wrong Girlis based?
8, Kentucky.,Kentucky,0.0562849044799804,8.43259572982788,0.9605529308319092,1.0,1.0,"William R. Vance, was the seventh mayor of Louisville, Kentucky from 1847 to 1850, during his administration, he conveyed the tract of land that became Cave Hill Cemetery, a Victorian era National Cemetery and arboretum located at 701 Baxter Avenue, Louisville, in which U.S. state?"
9, Phillip Noyce,Phillip Noyce,0.051180362701416,8.649717569351196,1.0,1.0,1.0,Who was the director of the 2014 US social science fiction film in which Cameron Monaghan played the role of Asher?
10, Piano Man,Piano Man,0.0469241142272949,8.39435076713562,1.0,1.0,1.0,"Which single by Billy Joel was released first, The Entertainer or Piano Man?"
11, Kickboxing.,kickboxer,0.0598294734954834,8.517523288726807,0.7709454298019409,1.0,1.0,"Babylon A.D. is a 2008 English-language science fiction action film, based on the novel ""Babylon Babies"" by Maurice Georges Dantec, it stars Jérôme Philippe ""Geronimo"" Le Banner, a French former what, and K-1 fighter, famous for his aggressive fighting style and knockout power?"
12, Pacific Ocean,northeastern Pacific Ocean,0.1156392097473144,8.373985290527344,0.7934956550598145,0.8,0.8,Templar Channel which is of the west coast of Vancouver Island is near to which Ocean
13, Yes.,yes,0.0470261573791503,8.39580774307251,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
14, Elektra has more acts.,From the House of the Dead,0.0590946674346923,9.03890609741211,0.0305355917662382,0.0,0.0,"Which has more acts, Elektra or From the House of the Dead?"
15, 1970,1970,0.0477457046508789,8.52564001083374,1.0,1.0,1.0, Ronald de Boer is the older twin brother of this Dutch former footballer born in what year?
