idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, C.S. Lewis,C. S. Lewis,0.0005266666412353,2.427894353866577,1.0,1.0,1.0,"Susan Pevensie is a fictional character in ""The Chronicles of Narnia"" series, of seven fantasy novels, by who?"
1, The Selective Service Act of 1917,Hugh S. Johnson,0.0005381107330322,4.239513874053955,0.1401285827159881,0.0,0.0,Who drafted the Act which lead to the imprisonment and deaths of Joseph and Michael Hofer?
2, 1923,7 September 1923,0.0005128383636474,1.7338473796844482,0.8314409255981445,0.5,0.5,"1962 film, Sergeants 3, featured British actor, producer, and socialite, born when?"
3, United States,United States,0.0005097389221191,1.3283576965332031,1.0000001192092896,1.0,1.0,Where is the owner of Next big sound provides analytics for online music available?
4, 1604,1604,0.0005021095275878,1.8393282890319824,1.0,1.0,1.0,"Saint Croix Island, long known to locals as Dochet Island, is a small uninhabited island in Maine near the mouth of the Saint Croix River that forms part of the Canada–United States border separating Maine from New Brunswick, the island was the site of an early attempt at French colonization by Pierre Dugua, Sieur de Mons in which year, Pierre Dugua de Mons, was a French merchant, explorer and colonizer?"
5, Ivanoe Bonomi,Ivanoe Bonomi,0.0004961490631103,2.1522793769836426,0.9999999403953552,1.0,1.0,Who was the 25th Presidente del Consiglio?
6, Sevilla Atlético,Sevilla Atlético,0.0005004405975341,1.7380733489990234,1.0000001192092896,1.0,1.0,In which reserve team of Sevilla Federico San Emeterio Díaz played as a central midfielder?
7, 1991,1973,0.0004973411560058,1.7474710941314695,0.6390088796615601,0.0,0.0,What year was the incumbent Associate Attorney General born ?
8, SAS Group,SAS Group,0.0005052089691162,1.3159286975860596,1.0,1.0,1.0,What company owns Snowflake and has a minority ownership in Air Greenland?
9," MBC's ""We Got Married""",Infinite Challenge,0.0004999637603759,3.823907852172852,-0.0372268110513687,0.0,0.0, Saturday Freedom was a show that competed against which highest-rated Saturday evening show?
10, Oghur,Hunno-Bulgarian,0.0005052089691162,1.7486200332641602,0.3334596753120422,0.0,0.0,"What is the name of the language group that includes those of the Onogurs, Bulgars, Khazars, and one of the languages spoken within the Hun empire?"
11, Harvard Business Review,SERVO Magazine,0.000528335571289,1.7336444854736328,0.2220747172832489,0.0,0.0,Which is published more often Harvard Business Review or SERVO Magazine?
12, Frozen,Frozen,0.0005037784576416,0.9080545902252196,1.0,1.0,1.0,What is the cover song on the release of Sara Jezebel Deva's second album that was at one time banned in Belgium?
