idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,"1821, after Mexico's War of Independence from Spain.",After the Mexican War of Independence from Spain,0.0010645389556884,4.537079572677612,0.827423095703125,0.7058823529411765,0.7058823529411765,When did other states become part of Mexico?
1,"No, it is a nominally civilian government, but former military leaders still wield significant power.",Opinions differ whether the transition to liberal democracy is underway,0.0010669231414794,1.3302969932556152,0.2754400372505188,0.08,0.08,Is Burma now a democratic nation?
2,1740,"In 1740, the Mon of Lower Myanmar founded the Restored Hanthawaddy Kingdom",0.0009584426879882,0.6511101722717285,0.2022314369678497,0.1538461538461538,0.1538461538461538,In what year was one of the original Myanmar kingdoms restored?
3,Eötvös Prize.,"Eötvös Prize, a national prize for mathematics",0.0009994506835937,0.7775015830993652,0.8212054967880249,0.6153846153846153,0.6153846153846153,What prize did Von Neuman win at the conclusion of his gymansium formal education?
4,"No, the country still faces challenges and controversies, including human rights abuses, ethnic conflicts, and restrictions on media and civil liberties.","Aung San Suu Kyi's party won a majority in both houses, ending military rule.",0.0010707378387451,1.6107749938964844,0.0774872824549675,0.0,0.0,Has the country been able to overcome the problems of government with the previous regime?
5,"Yes, New Mexico's Spanish dialect is distinct due to its geographical isolation and unique history, retaining elements from 16th- and 17th-century Spanish and incorporating words from Nahuatl and Pueblo languages.",", New Mexico Spanish, and in particular the Spanish of northern New Mexico and Colorado has retained many elements of 16th- and 17th-century Spanish",0.0010650157928466,2.308912754058838,0.7337460517883301,0.4285714285714285,0.3928571428571428,Is New Mexico's language different than from other Spanish dialect 
6,New Mexico's laws are promulgated bilingually in Spanish and English.,The State of the Union Addresses and other presidential speeches are translated to Spanish,0.0010437965393066,1.1897332668304443,0.4372572600841522,0.2399999999999999,0.16,What political speaches are delivered in English and Spanish?
7,"New York City, Orlando, Philadelphia, and other areas of the Eastern United States.","many Puerto Ricans have migrated to New York City, Orlando, Philadelphia, and other areas of the Eastern United States",0.0009686946868896,1.229987382888794,0.547042727470398,0.8125000000000001,0.8125000000000001,Where are the biggest population of Puerto Ricans on the mainland?
8,There is no information in the given context about groups representing workers being allowed to express their opinions in protest in Burma.,new labour laws that permit labour unions and strikes,0.0009703636169433,1.4810237884521484,0.2820426225662231,0.0,0.0,Are groups who represent workers allowed to express their opinions in protest in Burma?
9,The lingering resentment over the violence that occurred during the Japanese occupation of Burma in World War II.,lingering resentment over the violence that occurred during the Japanese occupation,0.0009987354278564,1.3162741661071775,0.8153930902481079,0.7586206896551725,0.7586206896551725,What may have caused negative feeling to still linger among the different races of the Burmese people ?
10,The emergence of iron-working settlements in an area south of present-day Mandalay around 500 BC.,with the emergence of iron-working settlements in an area south of present-day Mandalay,0.0010533332824707,1.3565356731414795,0.9340511560440063,0.8749999999999999,0.8749999999999999,What events punctuate the beginning of the Iron Age?
11,"No, the extent and pace of reforms were uneven and ultimately proved insufficient to stem the advance of British colonialism.",pace of reforms were uneven and ultimately proved insufficient,0.0009610652923583,1.483785629272461,0.6844479441642761,0.6206896551724138,0.6206896551724138,Did changes move along at a uniform pace for the Burmese people?
12,Armed Forces Special Weapons Project (AFSWP),Armed Forces Special Weapons Project,0.0009918212890625,0.9168500900268556,0.8412832021713257,0.9090909090909092,0.9090909090909092,What military organization did von NEumann also consult with for military aspect of nuclear weapons?
13,"He felt that if freedom and civilization were to survive, the US would have to triumph over totalitarianism.","felt that, if freedom and civilization were to survive, it would have to be because the US would triumph over totalitarianism",0.0010449886322021,1.4045414924621582,0.8759414553642273,0.8717948717948718,0.7692307692307692,Why did von Neumann join government work?
14,"Yes, it was highly successful, leading to a front-page story in The New York Times.","proving that the growth rate equals the interest rate were remarkable achievements, even for von Neumann",0.0009524822235107,1.317370891571045,0.2582021355628967,0.0625,0.0625,Was the economic model successful?
15,"Yes, the visit to the United States by President Thein Sein in May 2013 led to an agreement to release more political prisoners.",leaders discussed to release more political prisoners,0.0010619163513183,1.742302179336548,0.7176663279533386,0.3333333333333333,0.3333333333333333,Did the visit to the United States result in the release of political prisoners in Burma ? 
16,"Mali's highest court is the Supreme Court, which has both judicial and administrative powers.",Supreme Court,0.0010263919830322,1.2319953441619873,0.5803179740905762,0.2352941176470588,0.2352941176470588,What is Liberia's highest judicial authority? 
17,Second Incompleteness Theorem.,second incompleteness theorem,0.0009810924530029,0.858680009841919,0.9913143515586852,1.0,1.0,"Upon revising the theory of incompleteness, what was the name of the new Godel theory?"
18,Von Neumann's digital computers.,von Neumann's digital computers,0.0010504722595214,0.8169167041778564,0.9621000289916992,1.0,1.0,Where were the computations for hydrogen bomb worked out?
19,"Approximately 800,000.","800,000",0.0009534358978271,0.7372004985809326,0.7480473518371582,0.8,0.8,how many members did the America First Committee have?
20,"Yes, many European immigrants went to Venezuela between the 18th and early 19th centuries and later migrated to the United States.","Between the 18th and early 19th centuries, there were many European immigrants who went to Venezuela",0.0009279251098632,1.592773675918579,0.8388296365737915,0.7027027027027026,0.4324324324324324,Does Venezuela have immigrates from other countries?
21,"No, the languages of Myanmar are not widely used by other nations.",many of them are known only within small tribes around the country,0.0009379386901855,1.0987961292266846,0.3648785352706909,0.25,0.1666666666666666,Are the languages of Myanmar widely used by other nations  ?
22,1949.,1949,0.0010535717010498,0.6901538372039795,0.9726004600524902,1.0,1.0,In what year was the Auto-Sembly process created?
23,The fall of the Songhai Empire marked the end of the region's role as a trading crossroads.,Saharan trade routes lost significance.,0.0010538101196289,1.3970036506652832,0.4691976010799408,0.0869565217391304,0.0869565217391304,What major impact did the falling of the Songhai Empire have?
24,"People in parts of northern Rakhine State, Kachin State, and Kayin State, and those who were out of the country at the time of the census.","an estimated 1,206,353 persons in parts of northern Rakhine State, Kachin State and Kayin State who were not counted.",0.000993013381958,2.006697654724121,0.7355272769927979,0.5531914893617021,0.5531914893617021,Who may have been left out of the 2014 census in Burma ?
25,Ava.,king Tabinshwehti,0.0009479522705078,0.610131025314331,0.149026945233345,0.0,0.0,"Who was the ruling monarchy when Taungoo, was vassal?"
26,The Niger River.,Niger River,0.0010552406311035,0.6997313499450684,0.9721992015838624,0.8,0.8,Flooding of what river is typical during these months?
27,The Jewish community in Rangoon had a synagogue but no resident rabbi to conduct services.,a synagogue but no resident rabbi to conduct services,0.0010335445404052,1.2774271965026855,0.7722150683403015,0.7499999999999999,0.7499999999999999,What problem presented itself to the Jewish locale in Rangoon ?
28,The Union of Myanmar.,Union of Myanmar,0.0009591579437255,0.7410359382629395,0.972445011138916,0.8571428571428571,0.8571428571428571,What is the name that Burma held before 2010? 
29,"Sino-Tibetan, Tai–Kadai, Austro-Asiatic, and Indo-European.","Pali, the liturgical language of Theravada Buddhism, and English",0.0010201930999755,1.529855728149414,0.354917824268341,0.1111111111111111,0.1111111111111111,What are the primary languages of Europe that are used in Burma ?
30,1955,1955,0.0010347366333007,0.6096048355102539,0.9999999403953552,1.0,1.0,When did Tribhuvan die?
