idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, 1965,1967,0.0004827976226806,0.5561397075653076,0.8575846552848816,0.0,0.0,What year was the ice hockey team who defeated the Nashville Predators in the 2017 Stanley Cup Finals established?
1, 1945,5 July 1945,0.000511884689331,0.4864692687988281,0.8305239081382751,0.5,0.5,John Sandeman Allen was part of the South Norfolk constituency in the UK general election held on what date?
2, 8 September 2010,8 September 2010,0.0004923343658447,0.8364753723144531,1.0,1.0,1.0,"Senior is the fourth studio album by Norwegian electronic music duo Röyksopp, released on which date?"
3, Lisbon.,Lisbon,0.0004928112030029,0.3680160045623779,0.9658610820770264,1.0,1.0,Hi Fly Malta is a subsidiary of a charter airline headquartered in what city?
4, Yes.,no,0.0004925727844238,0.3691527843475342,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?
5, Mitsubishi A5M,The Mitsubishi A5M,0.0004951953887939,0.6022131443023682,0.9678868651390076,0.8,0.8,"Which Japanese fighter was the predecessor of the ""Reisen?"""
6, Geoffrey Chaucer,Geoffrey Chaucer,0.0004971027374267,0.6081736087799072,1.0,1.0,1.0,"Which person Derek Pearsall wrote about was also known as ""the Father of English literature""?"
7, Lloyd Noble Center,Lloyd Noble Center,0.0004947185516357,0.4943885803222656,1.0,1.0,1.0,What is the name of the college basketball stadium that opened in 1975 and whose university's current athletic director is Joe Castiglione?
8, Tulips originated in Turkey and Central Asia.,Tulips,0.0004947185516357,1.1856458187103271,0.6692765951156616,0.25,0.25,"Which, or both, originated in Turkey and Central Asia; Tulips or Virgilia trees?"
9, 1793,1795,0.0004816055297851,0.48360276222229,0.5736445188522339,0.0,0.0,What was the birth year of the founder of the spiritualistic philosophy codified in the 19th century?
10, Cléo from 5 to 7,Cléo from 5 to 7,0.0004999637603759,1.067408323287964,1.0000001192092896,1.0,1.0,What is the name of the 1962 French film starring Corinne Marchand which portarys the actress waiting to hear of a medical diagnosis?
11, Hong Kong Stock Exchange,The Stock Exchange of Hong Kong Limited,0.0004868507385253,0.6074912548065186,0.9342178702354432,0.7272727272727273,0.3636363636363636,What is the name of the third largest East Asian stock exchange that once featured the New World Department Store China?
12, Dungeons & Dragons,Dungeons & Dragons,0.0004987716674804,0.4913053512573242,1.0000001192092896,1.0,1.0,The Gates of Firestorm Peak was an adventure written by the author who worked on which game series for Wizards of the Coast?
13, Hong Kong,English,0.0004844665527343,0.3739731311798095,0.338150680065155,0.0,0.0,What language is spoken at both Lipscomb University and University of Debrecen?
14, Peter Daou,Peter Daou,0.000483751296997,0.4907994270324707,1.0,1.0,1.0,Which Clinton campaign adviser is the creator of the website Verrit? 
15, Judd Hirsch,Judd Hirsch,0.0004961490631103,0.6096088886260986,1.0000001192092896,1.0,1.0,"The American television series Delvecchio starred what actor, known for playing Alex Rieger on Taxi, as the title character?"
