idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,The Great Boston Fire.,The Great Boston Fire of 1872,0.0010335445404052,7.510468482971191,0.8494278192520142,0.8,0.8,What famous disaster happened in Boston in 1872?
1,3%,3%,0.0008509159088134,0.2562997341156006,1.0000001192092896,1.0,1.0,How many Namibian's speak English?
2,Berkeley belonged to the school of absolute idealism.,Subjective Idealism,0.0007102489471435,0.5152246952056885,0.5487136244773865,0.2,0.2,What school of thought did Berkeley belong to?
3,The Back Bay.,the Back Bay,0.0007262229919433,0.29121994972229,0.9847224354743958,1.0,1.0,The Boston Public Library is located in what part of Boston?
4,There is no information in the provided context about the percentage of Boston residents who did not claim to belong to any religion in 2014.,33%,0.0007970333099365,1.1920051574707031,0.2117803990840912,0.0,0.0,What percent vertical resolution increase did Squeeze LDs feature over regular widescreen LDs?
5,Kierkegaard.,Kierkegaard,0.000723123550415,0.3269407749176025,0.9753344655036926,1.0,1.0,"Along with Hegel, who also argued for human incompleteness?"
6,The EPA determined that the air quality was unhealthy on those 4 days.,the EPA,0.0006995201110839,0.6982786655426025,0.416577398777008,0.2666666666666667,0.2666666666666667,Who sponsored the Green Power Partnership?
7,Yiddish.,Yiddish,0.0007684230804443,0.2914538383483886,0.965530812740326,1.0,1.0,What other language besides French and German are part of the Aslation-French dialect of today?
8,There is no mention of the demolition of the West End in the provided context.,with vociferous public opposition.,0.0007798671722412,0.7369089126586914,0.131831869482994,0.0,0.0,How did the people of Boston react to the demolition of the West End?
9,The 11th century.,11th century,0.0007719993591308,0.3652863502502441,0.9593385457992554,0.8,0.8,In what century had mills such as gristmills and sawmills dominate the Islamic world?
10,The text does not provide the total population of Boston in 2014.,"655,884",0.0006861686706542,0.700814962387085,-0.0286377742886543,0.0,0.0,What was the population of Boston in 2014
11,45,45,0.0007264614105224,0.2156870365142822,1.0000001192092896,1.0,1.0,How old was Yongzheng when he took over?
12,Approximately one-third.,one-third,0.0007171630859375,0.2889137268066406,0.7768433094024658,0.8,0.8,During the height of the Cretaceous transgression how much of the earths land mass was under water?
13,160.,160,0.0007147789001464,0.2539794445037842,0.9365608096122742,1.0,1.0,How many square kilometers is Richmond?
14,The cradle of Germanic tribes.,cradle of Germanic tribes,0.000694990158081,0.4405755996704101,0.9749271869659424,0.888888888888889,0.888888888888889,"Ashkenaz is linked to Scandza/Scanzia, which is viewed as what?"
15,Boston.,Boston,0.0007531642913818,0.2140364646911621,0.9526292085647584,1.0,1.0,What city does San Diego come in second to in the biotech industry?
16,The Syrian Jewish community.,Syrian Jewish community,0.0007271766662597,0.3264427185058594,0.974006712436676,0.8571428571428571,0.8571428571428571,"Most people with the surname Ashkenazi, hail from which particular community?"
17,The abolitionist movement.,the abolitionist movement,0.0007832050323486,0.3271150588989258,0.9832311868667604,1.0,1.0,What movement did Boston become the center of after it stopped slave trade?
18,Bank of America.,Bank of America,0.0007460117340087,0.2893035411834717,0.9741100072860718,1.0,1.0,Who bought FleetBoston Financial?
19,The late 19th century.,in the later 19th century,0.0007474422454833,0.403458833694458,0.9403705596923828,0.6666666666666665,0.6666666666666665,When did the idea that the Ashkenazi may have come from Khazar stock come about?
20,"175,000+","175,000+",0.0007216930389404,0.3248891830444336,1.0,1.0,1.0,How many Puerto Rican hispanics live in greater Boston?
21,Back Bay at the Mother Church (1894).,Back Bay,0.0006985664367675,0.5132579803466797,0.5766634941101074,0.4444444444444445,0.4444444444444445,Where do Amtrack's Northeast corridor and Chicago lines end?
22,The City of Boston.,a city,0.0006992816925048,0.3263607025146484,0.6033048033714294,0.3333333333333333,0.3333333333333333,Boston was chartered as what in 1822?
23,New England.,Massachusetts,0.0007493495941162,0.2527503967285156,0.622697114944458,0.0,0.0,What was Elbridge Gerry's constituency? 
24,There is no specific information in the text about how long Boston has been a religious center.,from its earliest days,0.0006930828094482,0.8115794658660889,0.1216358691453933,0.0,0.0,How long has Boston been a religious center?
25,1750.,1750,0.0007712841033935,0.290508508682251,0.9622660875320436,1.0,1.0,Prior to what year was the Patterson-Schutte House built?
26,There is no information about Faneuil Hall in the given context.,20 million,0.0007081031799316,0.6647768020629883,0.1109556630253791,0.0,0.0,How many copies worldwide has Queen's 1995 album sold?
27,36th worldwide in 2011.,high,0.0007517337799072,0.4767582416534424,0.2287765741348266,0.0,0.0,What is hunting pressure from?
28,The city's ethnic composition.,the city's ethnic composition,0.0007598400115966,0.3668420314788818,0.9908846616744996,1.0,1.0,The first Europen immigrants arrival changed what in Boston?
29,state politics.,state politics,0.0007636547088623,0.2525496482849121,0.9563447833061218,1.0,1.0,"As the state capital, Boston plays a large role in what?"
30,The Theater District is located south of Boston Common.,south of Boston Common,0.0006844997406005,0.5130085945129395,0.7115889191627502,0.6153846153846153,0.6153846153846153,Where is the theater District located?
31,The text does not mention the total area of Boston.,89.6 square miles,0.0007266998291015,0.5561039447784424,0.2581447958946228,0.0,0.0,What is the total area of Boston?
32,Every 4 years.,every fourth year,0.0008163452148437,0.3309426307678222,0.8580735921859741,0.6666666666666666,0.6666666666666666,How often are elections for mayor held in Boston?
33,"The School Committee, which is appointed by the mayor.",The School Committee,0.0007226467132568,0.5621907711029053,0.781391441822052,0.5,0.5,Who oversees the Boston Public Schools?
34,Venture capital investment.,venture capital investment,0.0007634162902832,0.2932772636413574,0.9535571336746216,1.0,1.0,Route 128 and Greater Boston are centers for what type of investment?
35,Sakanoue no Tamuramaro.,Sakanoue no Tamuramaro,0.0007195472717285,0.5116276741027832,0.9813929796218872,1.0,1.0,What was the name of the new commander Kanmu appointed in the year 797?
36,The text does not provide the exact number of students in Boston Public schools.,"57,000",0.000690221786499,0.6956143379211426,0.1203655004501342,0.0,0.0,How many students are in Boston Public schools?
37,10.1%,10.1%,0.0007407665252685,0.3261721134185791,1.0,1.0,1.0,What percentage of the City of Boston's residents are over 65?
38,The Levant.,the Levant,0.000751256942749,0.2900962829589844,0.9739600419998168,1.0,1.0,Recent studies have found that contemporary Jews (excluding Indian and Ethiopian Jews) have a close genetic relationship to the people of what area?
39,Beverly Municipal Airport.,Beverly Municipal Airport,0.0006661415100097,0.2878258228302002,0.977632999420166,1.0,1.0,What airport is North of Logan Airport?
40,The language of Ashkenaz and the country of Ashkenaz.,both the language of Ashkenaz and the country of Ashkenaz,0.0006804466247558,0.6576685905456543,0.979971408843994,0.9473684210526316,0.9473684210526316,"In the latter half of the 11th century, Rashi refers to what two things?"
41,"McTaggart believes space, time, and matter to be unreal.",unreal,0.0007038116455078,0.6581528186798096,0.209538534283638,0.1999999999999999,0.1999999999999999,What does McTaggart believe space and time to be?
42,Weekly.,weekly,0.0007188320159912,0.2157797813415527,0.9526283144950868,1.0,1.0,How often does Friday Cheers take place on Brown's Island?
43,Hermann Lotze.,Hermann Lotze,0.0007438659667968,0.3246932029724121,0.986084282398224,1.0,1.0,"What notable idealist was responsible for a ""world ground"" theory?"
