idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, The Mozilla Foundation.,Mozilla Foundation,0.0004904270172119,0.7174661159515381,0.9259703159332277,0.8,0.8,What did Netscape launch in 1998?
1, 2009,January 2009,0.0005018711090087,0.4011261463165283,0.8469776511192322,0.6666666666666666,0.6666666666666666,When did the European Commission say they would investigate the bundling?
2, Transistors.,transistors,0.0004708766937255,0.4957430362701416,0.9459264278411864,1.0,1.0,Vacuum tubes in early computers were replaced by what?
3, A byte.,a byte,0.000497817993164,0.400278091430664,0.9634421467781068,1.0,1.0,A group of 8 bits is called what?
4, Quantum computers can potentially break some modern encryption algorithms quickly through quantum factoring.,quantum factoring,0.0004785060882568,1.5532169342041016,0.6707552075386047,0.2666666666666667,0.2666666666666667,By what method do quantum computers solve encryption algorithms quickly?
5, Richard Braithwait,Richard Braithwait,0.0004816055297851,0.4969923496246338,1.0,1.0,1.0,"Who was the author of the book, The Yong Mans Gleanings?"
6, The Z3.,the Z3,0.0004770755767822,0.4976437091827392,0.983423113822937,1.0,1.0,"What was the first automatic, digital, programmable computer created by Konrad Zuse?"
7, 5,a record five,0.0004923343658447,0.3048470020294189,0.642279863357544,0.0,0.0,How many consecutive losses has the Liberal party faced since the 2002 election?
8, The United States Navy.,the United States Navy,0.0004775524139404,0.5941011905670166,0.9767524600028992,1.0,1.0,What part of the US military developed an electromechanical analog computer to use on a submarine?
9, World War II,"World War II,",0.0004811286926269,0.3997859954833984,0.9658671021461488,1.0,1.0,During what war were computers first used for military applications?
10, The computer.,programmer error or an oversight made in the program's design,0.0005624294281005,0.3997862339019775,0.2348547428846359,0.1538461538461538,0.1538461538461538,Bugs are usually the fault of whom or what?
11, Persia (modern-day Iran),Persia,0.0004785060882568,0.788884162902832,0.8773918747901917,0.4,0.4,What has the West historically referred Iran as?
12, Silicon,photolithographed semiconductors,0.0004770755767822,0.2074244022369384,0.3447767198085785,0.0,0.0,Transistors are typically made up of what today?
13, The 1967 Referendum.,1967 Referendum,0.000481367111206,0.785358190536499,0.9671088457107544,0.8,0.8,Which Referendum allowed Indigenous Australians to be counted in the Census?
14, September 1947,September 1947,0.0004725456237792,0.4964048862457275,1.0,1.0,1.0,When was Grace Hopper's Hardvard Mark II shorted by a moth?
15, The University of Pennsylvania.,University of Pennsylvania,0.0004904270172119,0.5935361385345459,0.9653996229171752,0.8571428571428571,0.8571428571428571,Where was ENIAC located?
16, SAGE system,SAGE system,0.0004830360412597,0.4079480171203613,1.000000238418579,1.0,1.0,What system of the U.S. military's was the first large-scale system to coordinate information between several locations?
17, Max Newman,Flowers,0.0004804134368896,0.3049123287200928,0.1279065012931823,0.0,0.0,Who built the first Colossus in 1943?
18, 1936,1936,0.000497817993164,0.4018237590789795,1.0000001192092896,1.0,1.0,In what year was Studio Misr founded?
19, problems with interoperability.,problems with interoperability,0.0004880428314208,0.5918784141540527,0.9787808060646056,1.0,1.0,Non-standard dialects led to what?
20, The early 1980s recession and a severe drought.,a severe drought,0.0004739761352539,1.2665109634399414,0.6627810597419739,0.5454545454545454,0.5454545454545454,What environmental consequence affected the Australian economy by 1983?
21," AND, OR, XOR, and NOT.","AND, OR, XOR, and NOT",0.0004823207855224,0.9762041568756104,0.9921127557754515,1.0,1.0,Boolean logic consists of what?
22, 1770s,In the 1770s,0.0004944801330566,0.4977824687957763,0.8282670974731445,0.5,0.5,When did Pierre Jaquet-Droz build a mechanical doll that could hold a pen?
23, Derek J. de Solla Price.,Derek J. de Solla Price.,0.0004763603210449,0.8819243907928467,1.0000001192092896,1.0,1.0,The Antikythera mechanism was thought to be the first computer according to whom?
24, 1888,1888,0.0004839897155761,0.3994870185852051,1.0,1.0,1.0,When did NYC buy land for its parks?
25," September 12, 1958",12 September 1958.,0.0004849433898925,0.7832419872283936,0.96490216255188,1.0,0.6666666666666666,When was the first functional IC demonstrated?
26, Bob Hawke,Bob Hawke,0.0004711151123046,0.3996825218200683,1.0,1.0,1.0,Who did Frazer eventually lose to in 1983?
27," The Z2, created by German engineer Konrad Zuse in 1939.",The Z2,0.0004827976226806,1.747190237045288,0.6960930228233337,0.3333333333333333,0.3333333333333333,What is one of the first electromechanical relay computers?
28, Firmware,software,0.0004787445068359,0.2080118656158447,0.4743396043777466,0.0,0.0,What specifically did his son work on?
29, 1950s,50s,0.0005018711090087,0.4971675872802734,0.5666390657424927,0.0,0.0,By what decade were analog computing devices rendered obsolete?
30, Artificial Intelligence and Machine Learning.,artificial intelligence,0.000516653060913,0.6891582012176514,0.7557907104492188,0.5714285714285715,0.5714285714285715,In 1956 the company demonstrated the first example of what?
31, 2004,late 2004,0.0004913806915283,0.4053034782409668,0.896721363067627,0.6666666666666666,0.6666666666666666,When was Firefox released?
32, private networks or files in file systems.,private networks,0.0004827976226806,0.8880913257598877,0.6973172426223755,0.4444444444444445,0.4444444444444445,"In addition to accessing the Internet, browsers can also access info that is put there by web servers in what?"
33, Time-sharing.,"""time-sharing""",0.0004763603210449,0.4015676975250244,0.90303635597229,1.0,1.0,"A method of multitasking that takes a ""slice"" of time in turn is called what?"
34, Internet Explorer,Internet Explorer,0.0004734992980957,0.3039171695709228,1.0,1.0,1.0,What was bundled for free with the Windows OS?
35, Windows operating system.,Windows,0.0004851818084716,0.4953839778900146,0.7984075546264648,0.5,0.5,What was bundled with Internet Explorer?
36, Central Processing Unit,central processing unit,0.0004818439483642,0.3996603488922119,1.0,1.0,1.0,The CPU is an abbreviation for what?
37, Don Chipp,Don Chipp,0.0004746913909912,0.400390625,1.0,1.0,1.0,Which former liberal founded the Australian Democrats in 1977?
38, competition between web browsers.,competition between web browsers,0.0004856586456298,0.593224048614502,0.9714312553405762,1.0,1.0,The Commission felt that bundling the browser with Windows computers harmed what?
39, Gigaflops.,(gigaflops),0.0004949569702148,0.4992945194244385,0.8775871992111206,1.0,1.0,Billions of instructions per second are called what in computer terms?
40, consumer choice.,product innovation,0.000493049621582,0.4001929759979248,0.3475976586341858,0.0,0.0,The Commission felt that the bundling undermined what?
41, The BIOS chip is located on the motherboard of a computer.,the motherboard,0.0004785060882568,1.2667174339294434,0.6296226382255554,0.3076923076923077,0.3076923076923077,A BIOS chip is located where in a computer?
42, The Royal Radar Establishment of the Ministry of Defence.,Royal Radar Establishment of the Ministry of Defence,0.0004887580871582,1.0749976634979248,0.9818160533905028,0.9411764705882352,0.9411764705882352,Where did Geoffrey W.A. Dummer work at?
43, Wheel-and-disc mechanisms.,wheel-and-disc,0.0004961490631103,0.5929019451141357,0.8283181190490723,0.8571428571428571,0.8571428571428571,What type of mechanisms did the differential analyzer use?
44, rendered in the same way.,rendered in the same way,0.0005056858062744,0.6887788772583008,0.9317724704742432,1.0,1.0,HTML and XHTML should be what by all browsers?
45, 2010,2010,0.0004956722259521,0.401895523071289,1.0,1.0,1.0,When was Liberia was granted observer status with the world trade organization>
46, The Liberal Party's ideology stems from the anti-Labor groupings in the first Commonwealth parliaments.,anti-Labor groupings in the first Commonwealth parliaments,0.0005052089691162,2.136897087097168,0.7594171166419983,0.6666666666666666,0.6666666666666666,From where did the ideology of the Liberals stem?
47, He resigned.,he resigned,0.000493049621582,0.4022567272186279,0.9558387398719788,1.0,1.0,"Was Gorton impeached, voted out, or did he resign?"
48," Menzies promised to end rationing of butter, tea, and petrol, and provided a five-shilling endowment for first-born children, as well as for others.","end rationing of butter, tea and petrol and provided a five-shilling endowment for first-born children",0.0004956722259521,3.4839234352111816,0.7690889835357666,0.8095238095238095,0.8095238095238095,What promises did Menzies make in the 1949 election?
49, The flow of control within the program.,the flow of control,0.0004808902740478,0.8813722133636475,0.7617359757423401,0.7272727272727273,0.7272727272727273,What allows a computer to perform repetitive tasks without human intervening?
50," ""jumps""","""jumps""",0.0004713535308837,0.4953699111938476,0.9999999403953552,1.0,1.0,Instructions that change the program counter are called what?
51, 2400 BC,2400 BC,0.0004887580871582,0.4961802959442138,1.0,1.0,1.0,When was the Roman abacus first used?
52, Assembler,a compiler,0.0004818439483642,0.3044543266296386,0.4940385222434997,0.0,0.0,Assembly language that is translated into machine language is done by what type of computer?
53," ""live bookmarks""",live bookmarks,0.0004904270172119,0.4953105449676513,0.9621731042861938,1.0,1.0,Firefox does web feeds as what?
54, Multitasking.,multitasking,0.0004923343658447,0.4989612102508545,0.9548789262771606,1.0,1.0,"In computer terms, when a computer is switching rapidly between running each program in turn, is called what?"
55," ""The forgotten people""","""backbone of Australia""",0.0004796981811523,0.5916988849639893,0.2492492944002151,0.0,0.0,How did Roosevelt refer to the middle class?
56, form and search history.,form and search history,0.0004832744598388,0.5939013957977295,0.9179251790046692,1.0,1.0,"Cache, download history, cookies, browsing and what else can be quickly deleted in browsers?"
57, 20 words (about 80 bytes),ENIAC,0.0004725456237792,0.9758923053741456,0.3160842359066009,0.0,0.0,On what computer was the first numerical weather forecast produced?
58, CPU,CPU,0.000478982925415,0.2082278728485107,1.0000001192092896,1.0,1.0,Processing data from input and output devices is typically done by what?
59, 1947,1947.,0.000474214553833,0.3989441394805908,0.9682352542877196,1.0,1.0,When was the bipolar transistor created?
60, An interrupt.,"an interrupt,",0.0004775524139404,0.4003751277923584,0.9718502759933472,1.0,1.0,A signal that stops a compute executing instructions is called what?
61, SQL.,SQL,0.0004818439483642,0.3031535148620605,0.878853440284729,1.0,1.0,"When customers first tested IBM's system, what computer language had been added? "
62, 1906,1906,0.000500202178955,0.4003450870513916,1.0000001192092896,1.0,1.0,In what year was Swaziland given self governance? 
63, A bit (binary digit) of information.,a bit (binary digit) of information,0.0004842281341552,0.9802350997924804,0.9820475578308104,1.0,1.0,A circuit in a computer part represents what?
