idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Luke Rockhold,Luke Rockhold,0.0695612430572509,7.741559267044067,1.0,1.0,1.0,"What is the name of the American mixed martial artist competing in the UFC, born in 1984, and winning the Middleweight Championship against Chris Weidman?"
1, 1998,1998,0.0544118881225585,7.704616069793701,1.0,1.0,1.0,When was the inception of J. D. Martinez' team?
2, The Brabham BT46.,The Brabham BT46,0.051992654800415,8.168535709381104,0.9849663972854614,1.0,1.0,"Which Formula One car besides the Tyrrell P34 was one of the most radical entries ever to succeed in F1 competition, that used flat panel heat exchangers? "
3, Grey Gardens (1975),Grey Gardens,0.0473592281341552,8.10025429725647,0.8381017446517944,0.8,0.8,"Of Grey Gardens and In the Basement, which was released first?"
4, Jean Eustache was born first.,Jean Eustache,0.1223285198211669,8.330175638198853,0.7651416063308716,0.5714285714285715,0.5714285714285715,"Which filmmaker was born first, Jean Eustache or Valeria Sarmiento?"
5, Emma Thomas,Emma Thomas,0.1417474746704101,7.615125894546509,1.0000001192092896,1.0,1.0,Which British film producer co-produced a film starring Leonardo DeCaprio as a thief?
6, Norwegian,Norwegian,0.0608339309692382,7.450751304626465,1.0000001192092896,1.0,1.0,What nationality is Odds Ballklubb?
7, Hermann Göring,Hermann Göring,0.0547144412994384,7.820496797561645,1.0,1.0,1.0,"Which officer of the World War II with which Karl Bodenschatz was a liaison officer was the last commander of ""Jagdgeschwader"" 1?"
8," ""The Last Starship from Earth""",Michaelmas,0.108774185180664,8.311623334884644,0.1841613352298736,0.0,0.0,"Which science fiction novel was written by a Lithuanian-American science fiction author, editor, and critic"
9, Popalzai,Popalzay,0.1490137577056884,7.837030410766602,0.7176903486251831,0.0,0.0,What is an alternative name for the tribe that Abdul Ahad Karzai belongs to?
10, Shakeel Begg,Shakeel Begg,0.05859375,7.817489624023437,1.0,1.0,1.0,What imam worked to release the hostage whose beheading was the fourth to be videotaped?
11, Islamabad.,Islamabad,0.0573127269744873,7.593890428543091,0.9794905185699464,1.0,1.0,"Where is the head office of the company that developed No issue, lelo tissue located?"
12, flowering plants.,plants,0.051093578338623,7.706297636032104,0.793998658657074,0.6666666666666666,0.6666666666666666,What type of vegetation does Ceratostigma and Crocosmia have in common?
13, Red Hot Chili Peppers.,Red Hot Chili Peppers,0.0869836807250976,8.092535495758057,0.9824649691581726,1.0,1.0,who sings By the way and Universally speaking?
14, Tittenhurst Park.,Tittenhurst Park,0.135061502456665,7.967777252197266,0.9884076118469238,1.0,1.0,Imagine was filmed at which Grade II listed house?
15, C31,C31,0.0513432025909423,7.587532997131348,1.0000001192092896,1.0,1.0,ACE TV was superseded by the station that was previously known as what on analog television?
