idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Guatemala,Guatemala,0.0004832744598388,0.302675724029541,1.0,1.0,1.0,"Which country did Laura Godoy represent in the pageant held on 19 December 2012 at The AXIS, Las Vegas, Nevada, United States?"
1, Los Angeles.,Los Angeles,0.0005013942718505,0.4789023399353027,0.9625944495201112,1.0,1.0, The 12th Annual Honda Civic Tour was a concert tour headlined by an American pop rock band that originated in what city?
2, Island Records,Mercury Records,0.0004732608795166,0.3737390041351318,0.5566964149475098,0.5,0.5,The Vamps released their debut single Can We Dance on what music label?
3, Apocalypto,Apocalypto,0.000472068786621,0.479123592376709,1.0,1.0,1.0,What film with actor Israel Contreras used the Yucatec Maya language?
4, Michelle Kwan,Michelle Kwan,0.0005018711090087,0.4931812286376953,1.0,1.0,1.0,"Artesia, is a city in southeast Los Angeles County, California, and the home of the East West Ice Palace, an ice rink which is co-owned, by which retired figure skater ?"
5, Brother Bear.,Brother Bear,0.0004992485046386,0.4782421588897705,0.975290298461914,1.0,1.0,What was the last movie that Barry Kooser worked as a background artist for?
6, 1965,1963,0.0014584064483642,0.480252742767334,0.7206307649612427,0.0,0.0,Kenlake State Resort Park is part of a United States National Recreation Area that was designated a national recreation area by President John F. Kennedy in what year?
7, Neal Avron,Neal Avron,0.0004823207855224,0.4785137176513672,0.9999999403953552,1.0,1.0,"Who was the producer of 2008 album ""Folie à Deux""?"
8, The Midlands.,Leicestershire,0.0013525485992431,0.4809000492095947,0.733471155166626,0.0,0.0,What region of England did the 1990 480 km of Donington  take place?
9, Churros,churro,0.0004785060882568,0.479055643081665,0.918088674545288,1.0,1.0,"Based in Span and Portugal, which tasty breakfast snack features sprinkled sugar and a mixture of ground cinnamon?"
10," No, they are not country music bands. Clap Your Hands Say Yeah is an indie rock band and Joywave is an indie rock band.",no,0.0004901885986328,3.4671971797943115,0.1339558064937591,0.0799999999999999,0.0799999999999999,Are Chris Marker and Yvonne Rainer American?
11," London, England.","London, England",0.000495433807373,0.5935201644897461,0.9752042889595032,1.0,1.0,"The magazine that voted Right Here, Right Now as the tenth-greatest dance record of all time is published where?"
12," The Wolfgang Press was formed first, in 1983.",The Wolfgang Press,0.0004770755767822,1.51198410987854,0.7456173896789551,0.5454545454545454,0.5454545454545454,"Which band was formed first, The Wolfgang Press or Powerman 5000?"
13, Japan,Japan,0.0004994869232177,0.2524669170379638,0.9999999403953552,1.0,1.0,"MiG Pilot: The Final Escape of Lieutenant Belenko is a 1980 biography by John Barron about the life and 1976 defection of which Soviet Mikoyan-Gurevich MiG-25 fighter pilot, who defected to the West while flying his MiG-25 'Foxbat' jet fighter and landed in Hakodate, in which country?"
14, George I of Greece,George I,0.0004782676696777,0.6245763301849365,0.6978992223739624,0.6666666666666666,0.6666666666666666,James Hudson belongs to an order created by what monarch?
15, Yes.,no,0.00048828125,0.3625662326812744,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?
