idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,Ione Skye.,Ione Skye,0.5838487148284912,1.7051022052764893,0.9851920008659364,1.0,1.0,The Rachel Papers starred which actress who VH1 named #84 on its 100 Greatest Teen Stars list in 2006?
1,France.,France,0.4572653770446777,0.2704660892486572,0.9445564150810242,1.0,1.0,In which country does the singer who co-hosted the2012 Echo Klassik Awards with Nina Eichinger  live ?
2,Missoula,Sanders County,0.656461238861084,0.2896661758422851,0.2201558202505111,0.0,0.0,KZJZ is a radio station airing an Adult Contemporary serves what Montana county?
3,England.,Nigerian,0.4161877632141113,0.2721519470214844,0.360586941242218,0.0,0.0,"The actress who was referred to as the ""Most Beautiful West African Woman"" was a client of a celebrity fashion stylist from which country?"
4,The answer is not available in the given context.,The Journal of Nanoparticle Research,0.3135266304016113,0.5164437294006348,0.0988057255744934,0.1428571428571428,0.1428571428571428,"Mihail Roco is involved with several organizations, but which one has a 2016 impact factor of 2,020 according to the ""Journal Citation Reports""?"
5,"No, only Billy Gibbons released a solo album mentioned in the text.",no,0.2812840938568115,0.7515823841094971,0.1767294704914093,0.1538461538461538,0.1538461538461538,Are Chris Marker and Yvonne Rainer American?
6,"""You Don't Love Me""",You Don't Love Me,0.3935282230377197,0.5102269649505615,0.7698054313659668,1.0,1.0,What song from Dawn Penn’s debut album faced copyright issues preventing national chart success?
7,A steel roller coaster.,steel roller coaster,0.5568597316741943,0.4346849918365478,0.9525734186172484,0.8571428571428571,0.8571428571428571,The Filipino theme park known as EK features the Space Shuttle which is what kind of ride?
8,"The former Wachovia Building is now known as the Wells Fargo Center in Winston-Salem, North Carolina.",Wells Fargo Center,0.309342622756958,1.0969157218933103,0.6464263796806335,0.3,0.3,What is the former Wachovia Building know as now in city where the William Allen Blair House is located at in North Carolina?
9,Tennis player.,tennis player,0.2927508354187011,0.285886287689209,0.9762771129608154,1.0,1.0,"Gabriela Sabatini and Patrick McEnroe, are professionals of which sports occupation?"
10,2 volumes.,two,0.5698926448822021,0.3350958824157715,0.4641576707363128,0.0,0.0,In how many nuclear power projects of Washington Nuclear Project  the Energy Northwest started construction?
11,television programmes.,television programmes,0.2290754318237304,0.3258147239685058,0.9428640604019164,1.0,1.0, Conquest is a 1937 Metro-Goldwyn-Mayer film staring a British character actor for his many roles in British and American films and later in what?
12,Colin Kolles.,Hispania Racing F1 Team,0.3613500595092773,0.3596682548522949,0.1478039920330047,0.0,0.0,"What was the former team principal  managing director of, who was the advisor to a Formula One team based in the United Kingdom which raced under a Malaysian licence?"
