idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Oakland International Airport,Oakland International Airport,0.0004901885986328,0.6015605926513672,1.0000001192092896,1.0,1.0,"Which airport has passenger service to Canada and Japan, Oakland International Airport, or Boise Airport?"
1, Naruto,Naruto,0.0005099773406982,0.2876362800598144,1.0000001192092896,1.0,1.0,What series is written by Masashi Kishimoto and featured the final appearance of Kōji Totani?
2, Wendy Carlos,Wendy Carlos,0.0004792213439941,0.3978726863861084,1.0000001192092896,1.0,1.0,What electronic musician released the album The Well-Tempered Synthesizer in 1969?
3, James Cameron,James Cameron,0.0004892349243164,0.3969271183013916,0.9999999403953552,1.0,1.0,"Richard ""Dick"" Miller, is an American character actor, who has appeared in over 100 films, Miller's main roles have been in films such as The Terminator, a 1984 American science-fiction action film directed by who?"
4, Women,women,0.0004751682281494,0.2724425792694092,1.0,1.0,1.0,Glamour and Conditions are magazines focused to people of which sex?
5, England,English,0.0004904270172119,0.2734010219573974,0.5665608048439026,0.0,0.0,What language is spoken at both Lipscomb University and University of Debrecen?
6, 2005,2005,0.0004751682281494,0.5230376720428467,1.0,1.0,1.0,"In which year was this former Detroit City Council member, with whom Sheila Cockrel had a fractious relationship with, first elected to the council?"
7, Yes,"Kenneth Graham ""Ken"" Hughes",0.0004937648773193,0.2700092792510986,0.0333753451704978,0.0,0.0,"Who is older, Ken Hughes or the Farrelly brothers?"
8," November 28, 2014",28th,0.0004961490631103,1.0331990718841553,0.6068439483642578,0.0,0.0,What day was South Korean professional footballer Son Heung-min awarded the Best Footballer in Asia 2014?
9, Black Inches,Black Inches,0.0005037784576416,0.4202113151550293,1.0000001192092896,1.0,1.0,What is the name of the US based gay pornographic magazinefeaturing African-American man which wasdistributed internationally with another gay Pornographic monthly magazine?
10, Fiona Shaw,Fiona Shaw,0.0004868507385253,0.4028613567352295,1.0,1.0,1.0,"Who was the actor in the British crime drama, Mind Games, and in the ""Harry Potter"" films."
11, Under Pressure: Cooking Sous Vide,The French Laundry,0.0004966259002685,0.9263060092926024,0.1247180104255676,0.0,0.0,"What is the name of the 2008 cookbook, based on a Yountville, California restaurant, written by Thomas Keller and Michael Ruhlman?"
12, Yes.,Welsh,0.0004775524139404,0.395498514175415,0.1862668544054031,0.0,0.0,The Last Nightingale contained cover art done by an artist of what nationality?
13, Max Born,Max Born,0.0004889965057373,0.3978147506713867,1.0000001192092896,1.0,1.0,Stadtfriedhof is a cemetery that is the resting place of which Nobel-winning physicist?
14, Tangled,Tangled,0.0004916191101074,0.3990306854248047,1.0,1.0,1.0,Which Walt Disney Animation Studios' animated feature film has this fictional character whose sidekick is Pascal?
15, Batangas State University was founded first in 1903.,Virginia Commonwealth University,0.0004827976226806,1.866577386856079,0.3637200891971588,0.1818181818181818,0.1818181818181818,"Which univerisity was founded 1838, Virginia Commonwealth University or Stevens Institute of Technology?"
