idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, 1911,1911,0.0004870891571044,0.5764803886413574,1.0,1.0,1.0,"In what year was the wife of the of the, March 14, 1903 born, Barrow Gang member born?"
1, New South Wales,New South Wales,0.0005097389221191,0.5291447639465332,1.0,1.0,1.0,Which state held a by-election in 1979 for the Australian House of Representatives?
2, Media Ventures,Media Ventures,0.0004763603210449,0.4116244316101074,1.0000001192092896,1.0,1.0,What company produced the film score for the 1988 American road comedy-drama film directed by Barry Levinson?
3, British,Gibraltarian,0.00048828125,0.2971653938293457,0.5611711740493774,0.0,0.0,"What is the nationality of the man who wrote ""When I Need You""?"
4," Russell Peters was introduced to the stage by Melle Mel, the lead rapper of Grandmaster Flash and the Furious Five.",Grandmaster Flash and the Furious Five,0.0004761219024658,3.2008485794067383,0.5755392909049988,0.4615384615384615,0.4615384615384615,"Red, White and Brown was by the comedian who was introduced to the stage by the lead rapper for which group?"
5, 1978,1978,0.0004808902740478,0.5296211242675781,1.0,1.0,1.0,When was the interior of the location of the 1997 MTV Video Music Awards declared a city landmark?
6, Leslie Moonves,Leslie Moonves,0.0004801750183105,0.5291688442230225,1.0000001192092896,1.0,1.0,Who is the current CEO of the corporation that Michael H. Jordan headed from 1995-1998?
7, The Shenandoah National Park.,the Blue Ridge Mountains,0.0004935264587402,1.0396020412445068,0.3534914255142212,0.25,0.25,Which mountain range contains the highest rise of the Hazel River?
8, New Jersey.,New Jersey,0.000472068786621,0.5375900268554688,0.9690638780593872,1.0,1.0,What city are both myths located in?
9, Yes.,no,0.0004756450653076,0.4002649784088135,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?
10, David Grisman.,Acoustic Disc,0.0004818439483642,0.663010835647583,0.0117897875607013,0.0,0.0,Mike Marshall is a bluegrass mandolinist who has collaborated with Darol Anger and a musician that started what record label?
11, Lily Rabe,Lily Rabe,0.0004715919494628,0.5290656089782715,1.000000238418579,1.0,1.0,"What actress born June 29, 1982 played in the movie The Veil?"
12," ""Every Breath You Take""","""Just Be Good to Me""",0.0004763603210449,0.9102802276611328,0.2708219885826111,0.0,0.0,What cover by Karmah samples The Police's chart-topping 1983 single?
13, The Dark Knight.,The Dark Knight,0.0004727840423583,0.6567142009735107,0.971114456653595,1.0,1.0,What film was William Fichtner in that also had Heath Ledger in it?
14," ""Bob's Burgers""",Bob's Burgers,0.0004866123199462,0.9092621803283693,0.9606160521507264,1.0,1.0,What American adult animated sitcom has Jenny Sarah Slate appeared in?
15," Julie Wagner was born on October 22, 1965, and Julia Roberts was born on October 28, 1967.",Julie Anne Wagner,0.0004727840423583,3.574183940887451,0.6088622808456421,0.2,0.2,"Who was born first, Julie Wagner or Julia Roberts?"
