idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,The Mozilla Foundation.,Mozilla Foundation,0.0008816719055175,3.5903804302215576,0.9259703159332277,0.8,0.8,What did Netscape launch in 1998?
1,January 2009.,January 2009,0.0008351802825927,0.3137617111206054,0.9733129739761353,1.0,1.0,When did the European Commission say they would investigate the bundling?
2,Electronic circuit elements.,transistors,0.0007286071777343,0.2768340110778808,0.5928360223770142,0.0,0.0,Vacuum tubes in early computers were replaced by what?
3,A byte.,a byte,0.000720739364624,0.2372553348541259,0.9634421467781068,1.0,1.0,A group of 8 bits is called what?
4,Quantum factoring.,quantum factoring,0.0007369518280029,0.2717983722686767,0.9782191514968872,1.0,1.0,By what method do quantum computers solve encryption algorithms quickly?
5,Richard Braithwait.,Richard Braithwait,0.0007185935974121,0.3121092319488525,0.9869220852851868,1.0,1.0,"Who was the author of the book, The Yong Mans Gleanings?"
6,The Z3.,the Z3,0.0007576942443847,0.2778007984161377,0.983423113822937,1.0,1.0,"What was the first automatic, digital, programmable computer created by Konrad Zuse?"
7,5,a record five,0.0007386207580566,0.1966433525085449,0.642279863357544,0.0,0.0,How many consecutive losses has the Liberal party faced since the 2002 election?
8,The United States Navy.,the United States Navy,0.0007469654083251,0.313166856765747,0.9767524600028992,1.0,1.0,What part of the US military developed an electromechanical analog computer to use on a submarine?
9,World War II.,"World War II,",0.0007417201995849,0.277101993560791,0.9625085592269896,1.0,1.0,During what war were computers first used for military applications?
10,Programmer error or an oversight made in the program's design.,programmer error or an oversight made in the program's design,0.0007219314575195,0.5667312145233154,0.9279968738555908,1.0,1.0,Bugs are usually the fault of whom or what?
11,Persia (in 1235),Persia,0.0007357597351074,0.4228911399841308,0.8401327729225159,0.5,0.5,What has the West historically referred Iran as?
12,Silicon.,photolithographed semiconductors,0.0007216930389404,0.2020986080169677,0.2897394895553589,0.0,0.0,Transistors are typically made up of what today?
13,The 1967 Referendum.,1967 Referendum,0.0007293224334716,0.3893115520477295,0.9671088457107544,0.8,0.8,Which Referendum allowed Indigenous Australians to be counted in the Census?
14,September 1947.,September 1947,0.0007343292236328,0.3152251243591308,0.9769178628921508,1.0,1.0,When was Grace Hopper's Hardvard Mark II shorted by a moth?
15,The University of Pennsylvania.,University of Pennsylvania,0.0007333755493164,0.3138272762298584,0.9653996229171752,0.8571428571428571,0.8571428571428571,Where was ENIAC located?
16,SAGE system.,SAGE system,0.000748872756958,0.2756602764129638,0.9579161405563354,1.0,1.0,What system of the U.S. military's was the first large-scale system to coordinate information between several locations?
17,Tommy Flowers.,Flowers,0.0007128715515136,0.2382416725158691,0.5954682230949402,0.6666666666666666,0.6666666666666666,Who built the first Colossus in 1943?
18,1936.,1936,0.0007548332214355,0.2744643688201904,0.9675049185752868,1.0,1.0,In what year was Studio Misr founded?
19,Problems with interoperability.,problems with interoperability,0.0007092952728271,0.3120894432067871,0.9787808060646056,1.0,1.0,Non-standard dialects led to what?
20,There is no mention of an environmental consequence affecting the Australian economy by 1983 in the given context.,a severe drought,0.0007269382476806,0.9102895259857178,0.1568879187107086,0.0,0.0,What environmental consequence affected the Australian economy by 1983?
21,"AND, OR, XOR, and NOT.","AND, OR, XOR, and NOT",0.0007174015045166,0.4520714282989502,0.9921127557754515,1.0,1.0,Boolean logic consists of what?
22,The 1770s.,In the 1770s,0.0007524490356445,0.3477406501770019,0.9207605123519896,0.8,0.8,When did Pierre Jaquet-Droz build a mechanical doll that could hold a pen?
23,Derek J. de Solla Price.,Derek J. de Solla Price.,0.0007224082946777,0.4185233116149902,1.0000001192092896,1.0,1.0,The Antikythera mechanism was thought to be the first computer according to whom?
24,1888.,1888,0.0007236003875732,0.274317979812622,0.9602977633476256,1.0,1.0,When did NYC buy land for its parks?
25,12 September 1958.,12 September 1958.,0.0007464885711669,0.382033109664917,0.9999999403953552,1.0,1.0,When was the first functional IC demonstrated?
26,Bob Hawke led Australian Labor Party.,Bob Hawke,0.0007286071777343,0.4226126670837402,0.738160252571106,0.5,0.5,Who did Frazer eventually lose to in 1983?
27,"The Z2, created by Konrad Zuse in 1939.",The Z2,0.000746726989746,0.6775362491607666,0.7222509980201721,0.4,0.4,What is one of the first electromechanical relay computers?
28,Firmware.,software,0.0007216930389404,0.2021832466125488,0.5430688261985779,0.0,0.0,What specifically did his son work on?
29,1950s.,50s,0.0007293224334716,0.3110253810882568,0.5427883863449097,0.0,0.0,By what decade were analog computing devices rendered obsolete?
30,Artificial intelligence and machine learning.,artificial intelligence,0.0007209777832031,0.3444375991821289,0.7557907104492188,0.5714285714285715,0.5714285714285715,In 1956 the company demonstrated the first example of what?
31,Late 2004.,late 2004,0.0006999969482421,0.31227707862854,0.9786151647567748,1.0,1.0,When was Firefox released?
32,private networks or file systems.,private networks,0.0007572174072265,0.3496181964874267,0.7272402048110962,0.5714285714285715,0.5714285714285715,"In addition to accessing the Internet, browsers can also access info that is put there by web servers in what?"
33,Time-sharing.,"""time-sharing""",0.0007362365722656,0.2419559955596923,0.90303635597229,1.0,1.0,"A method of multitasking that takes a ""slice"" of time in turn is called what?"
34,Internet Explorer.,Internet Explorer,0.0007288455963134,0.2410871982574463,0.7528218030929565,1.0,1.0,What was bundled for free with the Windows OS?
35,Windows.,Windows,0.0006909370422363,0.203986644744873,0.8707177042961121,1.0,1.0,What was bundled with Internet Explorer?
36,Central Processing Unit.,central processing unit,0.0007240772247314,0.2754149436950683,0.9755199551582336,1.0,1.0,The CPU is an abbreviation for what?
37,Don Chipp.,Don Chipp,0.0007252693176269,0.2770605087280273,0.9812923669815063,1.0,1.0,Which former liberal founded the Australian Democrats in 1977?
38,Competition between web browsers.,competition between web browsers,0.0007405281066894,0.3130035400390625,0.9714312553405762,1.0,1.0,The Commission felt that bundling the browser with Windows computers harmed what?
39,Gigaflops.,(gigaflops),0.0007166862487792,0.2767527103424072,0.8775871992111206,1.0,1.0,Billions of instructions per second are called what in computer terms?
40,consumer choice.,product innovation,0.0007195472717285,0.2404320240020752,0.3475976586341858,0.0,0.0,The Commission felt that the bundling undermined what?
41,The motherboard.,the motherboard,0.000725507736206,0.2380499839782714,0.9721852540969848,1.0,1.0,A BIOS chip is located where in a computer?
42,The Royal Radar Establishment of the Ministry of Defence.,Royal Radar Establishment of the Ministry of Defence,0.0007100105285644,0.4942929744720459,0.9818160533905028,0.9411764705882352,0.9411764705882352,Where did Geoffrey W.A. Dummer work at?
43,Wheel-and-disc mechanisms.,wheel-and-disc,0.0007276535034179,0.3129956722259521,0.8283181190490723,0.8571428571428571,0.8571428571428571,What type of mechanisms did the differential analyzer use?
44,rendered in the same way.,rendered in the same way,0.0007166862487792,0.347769021987915,0.9317724704742432,1.0,1.0,HTML and XHTML should be what by all browsers?
45,2010,2010,0.0007226467132568,0.2385280132293701,1.0,1.0,1.0,When was Liberia was granted observer status with the world trade organization>
46,The Liberal Party's ideological ancestry stretched back to the anti-Labor groupings in the first Commonwealth parliaments.,anti-Labor groupings in the first Commonwealth parliaments,0.0007209777832031,0.958799123764038,0.6812436580657959,0.6153846153846153,0.6153846153846153,From where did the ideology of the Liberals stem?
