idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Yes.,no,0.0005161762237548,0.7846231460571289,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?
1, 1973,"November 8, 1973",0.0005261898040771,0.9276220798492432,0.8203380107879639,0.5,0.5,"When was the film released that included the song ""Love""?"
2, Wimbledon Mixed Doubles Champion,Wimbledon Mixed Doubles Champion,0.0005581378936767,1.37428879737854,1.0,1.0,1.0,What title have both Iveta Benešová and Heather Watson won?
3, Pinback,Noir Désir,0.0005216598510742,0.7036325931549072,0.1822824627161026,0.0,0.0,"Which rock band started playing music first, Pinback or Noir Désir?"
4, £180.8 million,£180.8 million,0.0004999637603759,1.382978916168213,1.0000001192092896,1.0,1.0,Professor Martin McLaughlin is a fellow of a constituent college that as of 2014 had an estimated financial endowment of what?
5, Clive Barker.,Clive Barker,0.0005023479461669,1.160902976989746,0.9780853986740112,1.0,1.0,Vincent Cirelli is a special effects supervisor Known for his works in acclaimed films such as a 2008 horror film based on a 1984 short story by who?
6, Nitro,Nitro,0.0005092620849609,0.7049007415771484,1.0,1.0,1.0,"What roller coaster in Mumbai, India features five track turns that put riders upside-down? "
7, Anna Pavlova,Anna Pavlova,0.0004956722259521,1.151794672012329,1.0,1.0,1.0,"The Theater des Westens (Theatre of the West) is one of the most famous theatres for musicals and operettas in Berlin, Germany, here Ballets Russes appeared with which Russian prima ballerina of the late 19th and the early 20th centuries, and was  a principal artist of the Imperial Russian Ballet?"
8, Kortney Wilson.,Kortney Wilson,0.0005021095275878,1.3849904537200928,0.9858534336090088,1.0,1.0,"ich of the Wilsons, husband Dave or wife Kortney, is a country musician and television personality in Nashville, Tennessee with the singing talent and a licensed real estate professional as well?"
9, Phyllis Danaher MBE FRAD,Phyllis Danaher,0.0005388259887695,2.499814033508301,0.8664654493331909,0.6666666666666666,0.6666666666666666,"Who was a former student of the UK based examination board specialising in dance education, who went on to found the Ballet theatre of Queensland in 1937?"
10, Kylie Minogue,Kylie Minogue,0.00050950050354,0.929793119430542,1.0,1.0,1.0,"Which former performer at the Forest National has been recognized as the ""Goddess of Pop""?"
11, Frances Hodgson Burnett,Frances Hodgson Burnett,0.0004940032958984,1.161109209060669,1.0,1.0,1.0,"Who is the British-American novelist and playwright whose novel inspired this Japanese anime series produced by Nippon Animation in 1988 and broadcast on the ""World Masterpiece Theater""?"
12, Flavia Cacace.,Flavia Cacace,0.0004968643188476,1.600074052810669,0.98475182056427,1.0,1.0,"Who was Vincent Simone's dance partner for the BBC's ""Strictly Come Dancing?"""
13," No, they are not defense contractors. Idexx Laboratories is a company that develops and manufactures products for the companion animal veterinary, livestock, and poultry markets, while Harris Corporation is a technology company that produces wireless equipment, tactical radios, and electronic systems for the government, defense, and commercial sectors, but it is not a defense contractor in the classical sense.",no,0.0009093284606933,16.750959873199463,0.0818473696708679,0.0333333333333333,0.0333333333333333,Are Chris Marker and Yvonne Rainer American?
14, Yes.,yes,0.0005059242248535,0.7039453983306885,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
15, 1977,1977,0.0004928112030029,0.9288325309753418,1.0,1.0,1.0,"American Eagle Outfitters, Inc. is an American clothing and accessories retailer, headquartered in the Southside Works Neighborhood of Pittsburgh, Pennsylvania, it was founded in which year, by brothers Jerry and Mark Silverman as a subsidiary of Retail Ventures, Inc.?"
16, Quebec.,Quebec,0.0005042552947998,0.7056469917297363,0.9700080156326294,1.0,1.0,"The director of the 2014 film ""Mommy"" is from what Canadian province?"
17, Tomas Young,Tomas Young,0.0004966259002685,0.7082068920135498,0.9999998807907104,1.0,1.0,Body of War is a 2007 documentary portraying what Iraq War veteran who was paralyzed by a bullet to the spine?
18, Amtrak.,Amtrak,0.0004961490631103,0.9743251800537108,0.9543094635009766,1.0,1.0,"Which train company has a train that for most of its history has run between New Orleans and Los Angeles, over the nation's second transcontinental route?"
19, Big Machine Records,Big Machine Records,0.0005052089691162,0.9339401721954346,0.9999999403953552,1.0,1.0,What label released the album that was recorded by the person who Kanye West interrupted on stage at the MTV music awards in 2009?
20, Seiko,Seiko,0.0005073547363281,0.708960771560669,1.0,1.0,1.0,Alba is a sub-brand of what holding company that makes and sells watches?
21, Felidae.,Felidae,0.0005133152008056,0.9861488342285156,0.9751235842704772,1.0,1.0,The Canada Lynx found at the Koyukuk National Wildlife Refugee is a member of what animal family?
22, Freedom Drive II.,Freedom Drive II,0.0005180835723876,1.1766881942749023,0.9819542169570924,1.0,1.0,What is the name of the four-wheel drive system featured in the Jeep Patriot which was one of Jeep's first crossover SUVs in 2007? 
23, Macbeth,William Shakespeare,0.0004935264587402,0.7237770557403564,0.5378899574279785,0.0,0.0,"Clay is a 2008 Hip-hop musical loosely based on Shakespeare's ""Henry IV, Parts 1 and 2"", the central character, Sir John, is based on Falstaff, a fictional character who is mentioned in five plays by who?"
24, 441 square degrees,441 square degrees,0.0004940032958984,1.16536283493042,1.0,1.0,1.0,What is the area of the constellation of which Epsilon Arietis is a part?
25, Philippines,Philippines,0.0004985332489013,0.4873318672180176,1.0,1.0,1.0,In what country did Alan Richards play in the TriNoma mall?
26, 1986,1999,0.0004997253417968,0.9423463344573976,0.5286545157432556,0.0,0.0,"When was the publishing company founded that produces tabletop role-playing game designed by Robin Laws and published by Pelgrane Press , that is co owned by Simon J Rogers and Cathriona Tobin ?"
27, Turpinite,Turpenite,0.0005106925964355,0.9511423110961914,0.9076630473136902,0.0,0.0,The a German chemist who received the Nobel Prize in Chemistry in 1918 reported the smell of what war gas allegedly developed by the French chemist Eugène Turpin?
28, The London Coliseum.,London Coliseum,0.0005300045013427,1.39859938621521,0.974872589111328,0.8,0.8," Which location from The Who at Kilburn:1977 was described as the ""people's palace of entertainment""?"
29, The King Fahd International Stadium,Pearl Of Stadiums,0.000495433807373,1.622187614440918,0.5950978994369507,0.25,0.25,The 2013 OSN Cup was held at the stadium that has what nickname?
30, Rose Mary Woods worked for President Richard Nixon from 1951 to the end of his political career.,"was Richard Nixon's secretary from his days in Congress in 1951, through the end of his political career.",0.0005195140838623,4.803300142288208,0.6622742414474487,0.5555555555555555,0.5555555555555555,"Rose Mary Woods and Harry Robbins ""Bob"" Haldeman both had ties to President Richard Nixon, how long did Rose Mary Woods work for him?"
31, over 25 countries.,25,0.0005009174346923,1.4093151092529297,0.3433996140956878,0.5,0.5,Dambai is the capital of one of how many districts in the Volta region?
