idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Hanover College,Hanover College,80.20874691009521,84.45058631896973,1.0,1.0,1.0,In which college Stephen Earl attended which was affiliated with the Presbyterian Church?
1, Nancy Walker,Patricia Birch,79.67587971687317,83.4578971862793,0.4820946156978607,0.0,0.0,"Maureen Teefy's films include an American musical romantic comedy that was produced by Allan Carr and Robert Stigwood, and was directed by who?"
2, Foreign Affairs,Foreign Affairs,79.79519295692444,83.61663389205933,1.0,1.0,1.0,"Which magazine was founded the earliest, Foreign Affairs or Amazing Heroes?"
3, Navy Exchange,Navy Exchange,79.75673604011536,83.51335668563843,1.0,1.0,1.0,What is the retail store chain owned and operated by the United States Navy that requires eligibility verification at VetVerify.org?
4, Oklahoma Sooners,Oklahoma Sooners,80.02098226547241,84.21934485435486,1.0000001192092896,1.0,1.0,What football team represented the University of Oklahoma and was featured as  #11 (BCS ranked) on the The 80th annual Sugar Bowl?
5," July 17, 1971",17 July 1971,79.88973331451416,85.7725830078125,0.9722521901130676,1.0,0.6666666666666666,When was the  Australian politician who is  the Minister for the Environment and Energy born
6, real estate company,shopping mall operator,79.13585591316223,83.34202647209167,0.2847894430160522,0.0,0.0,"The non-profit organization, Simon Youth Foundation's parent company is an American commercial real estate company and also the largest what in the United States?"
7, 1956,1908,80.152423620224,84.32595777511597,0.4435688257217407,0.0,0.0,When was the football team became active which was represented by Manfred Eglin in 1956 Summer Olympics?
8, Film director.,film director,79.53940892219543,83.75515842437744,0.9636179208755492,1.0,1.0,What is the occupation of Wang Quan'an and Donald Sawyer?
9, The Dakota,Edward Severin Clark,79.9100661277771,83.73413610458374,0.19996377825737,0.0,0.0,"Who is the owner of the cooperative apartment building located on the northwest corner of 72nd Street and Central Park West in the Upper West Side of Manhattan in New York City, built in 1884?"
10, KBS2,KBS2,79.72559332847595,83.51279973983765,1.0,1.0,1.0,What network aired the series where Kim Woo-bin took on his first leading role?
