idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,1923.,1923,0.3074133396148681,2.440018653869629,0.9702735543251038,1.0,1.0,When did the first Yankee Stadium open?
1,"The text does not mention the specific location of a pub called ""The Vine"".",Brierley Hill,0.355656623840332,1.3952643871307373,0.161496490240097,0.0,0.0,In what settlement is the pub known as The Vine located?
2,Reception statutes are invalid when they are repugnant to domestic law or indigenous conditions.,repugnant to domestic law or indigenous conditions,0.3953204154968261,1.440540075302124,0.503777027130127,0.6666666666666666,0.6666666666666666,When are reception statutes invaild?
3,"When both the federal and state governments have regulations that overlap, the federal law generally takes precedence, but the state law may still be applicable in certain situations, such as when the state law is more stringent or when the federal law is silent on a particular issue.",coexist with each other,0.3036162853240967,3.0286548137664795,0.2094249278306961,0.0,0.0,What happens when both the federal and state governments have regulations that overlap?
4,"46,000.","46,000",0.2850387096405029,0.8980112075805664,0.9719740152359008,1.0,1.0,How many production-level jobs were lost?
5,The U.S. Supreme Court can reverse an unconstitutional court ruling through a petition for writ of certiorari.,the Supreme Court,0.3851747512817383,1.666215896606445,0.5162597894668579,0.2857142857142857,0.2857142857142857,Any court that enforces an unconstitutional statute will be overturned by what court?
6,Tuva.,Tuva,0.4210498332977295,0.8052518367767334,0.9671318531036376,1.0,1.0,"Which place in Russia could Feynman not visit, but wished to do so?"
7,a slip law.,a slip law,0.3307499885559082,0.5631723403930664,0.9758548140525818,1.0,1.0,"After being given a law number, a new law is prepared for publication as what?"
8,"Approximately 33,000 people.","33,000",0.2619588375091553,0.9758343696594238,0.6166876554489136,0.6666666666666666,0.6666666666666666,How many dock workers were the Thames River Police policing?
9,ITV.,ITV,0.4465727806091308,0.7638256549835205,0.980247437953949,1.0,1.0,What channel is home to the soap opera Emmerdale?
10,Pickled cockles and mussels.,pickled cockles and mussels,0.2302181720733642,0.8791065216064453,0.9778863191604614,1.0,1.0,What seafood can often be purchased in jars at pubs?
11,"The Magdala in South Hill Park, Hampstead.",The Magdala,0.4216301441192627,1.214956283569336,0.5799645185470581,0.4444444444444445,0.4444444444444445,Outside what pub was David Blakely shot?
