idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0," No, they do not have the same drummer.",no,0.0518078804016113,9.567349433898926,0.1592845916748047,0.2222222222222222,0.2222222222222222,Are Chris Marker and Yvonne Rainer American?
1, Adelaide.,Playford,0.0955030918121337,8.57027816772461,0.3882395625114441,0.0,0.0,The Electoral district of Napier includes a northern suburb of Adelaide in what city?
2, Rahm Emanuel,Rahm Emanuel,0.0515952110290527,8.67589783668518,1.0,1.0,1.0,"mHUB is Chicago’s innovation center for physical product development and manufacturing, which American politician who is the 44th and current mayor of Chicago, kickstarted mHUB in early 2017?"
3," January 12, 1979","January 12, 1979",0.211864948272705,9.188729763031006,1.000000238418579,1.0,1.0,"Ballad of Seodong is a South Korean television series starring Jo Hyun-jae, Ryu Jin and Lee Bo-young, a South Korean actress, born when?"
4, Croatia.,Croatia,0.0508029460906982,8.574420928955078,0.9537026882171632,1.0,1.0,"The 2012–13 FC Bayern Munich season was the 114th season in the club's history and the 48th consecutive season in the top flight of German football, the Bundesliga, before the start of the season, Bayern signed Mario Mandžukić, a Croatian professional footballer who plays as a forward for Italian club Juventus and the national team of which country?"
5, parliamentary representation.,parliamentary representation,0.0568387508392334,8.651973009109497,0.9578546285629272,1.0,1.0,The Sir Ralph Abercromby is the only structure remaining in St Peter's Field after cavalry charged into a crowd had gathered to demand the reform of what? 
6, Fox8,Fox8,0.1275286674499511,8.529684782028198,1.0,1.0,1.0,What television channel did Melissa Juratowitch win Australia's Next Top Model?
7, Al Unser and Bobby Rahal.,Bobby Rahal,0.0951526165008544,9.337505578994753,0.672402560710907,0.5714285714285715,0.5714285714285715,What 3 time champion podiumed at Mosport in 1981?
8, Yes.,yes,0.0508899688720703,8.53768515586853,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
9, Pernod Ricard.,pastis,0.1095943450927734,9.094623804092407,0.2360074520111084,0.0,0.0,Allied Domecq PLC has been acquired by a French company that produces several other types of what?
10, Soulja Boy,Soulja Boy,0.0964663028717041,8.642210245132446,1.0,1.0,1.0,Who worked with Rico Beats and also had a number-one hit for seven non-consecutive weeks in the United States?
11, Mickey's Once Upon a Christmas.,Mickey's Once Upon a Christmas,0.0490133762359619,9.18330717086792,0.9844093918800354,1.0,1.0,Which 1999 Animated Feature Film winner at the 5th Kecskemet Animation Film Festival featured the voice of American voice actress Diane Michelle?
12, Rumkale,Rumkale,0.0527729988098144,8.694453001022339,1.0,1.0,1.0,"The word qalat (kalata) is Persian and qal'at (qal‘a) is Arabic for 'fortified place', Qalats can range from castles like which location, to Adobe, a building material made from earth and often organic material?"
13, 2008,2008,0.0954253673553466,8.641353130340576,1.0,1.0,1.0,Lee Jang-woo became popular after being paired with Ham Eun-jung in a show that was first broadcast in what year?
14, Recipes for Disaster: An Anarchist Cookbook,Recipes for Disaster,0.1310546398162841,9.431728839874268,0.8054523468017578,0.6666666666666666,0.6666666666666666,Which anarchist book was  written by the CrimethInc 
15, Cybill Shepherd,Cybill Shepherd,0.1081247329711914,8.746361494064331,1.0,1.0,1.0,"Which star of ""The Last Picture Show"" (1971) also starred in a film based on the the short story ""A Change of Plan"", written by Bruce Jay Friedman?"
