idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,Northeastern State University.,Northeastern State University,0.002979040145874,2.6572840213775635,0.9759487509727478,1.0,1.0,What university has the largest Native American enrollment in the US?
1,Four times.,four times,0.0013477802276611,1.3034088611602783,0.9555034041404724,1.0,1.0,How much more efficient as standard incandescents was the white LED commercially available in 2003?
2,"1,600 civilians were casualties, with around 400 killed.",around 400,0.0012130737304687,1.8404991626739504,0.4087463617324829,0.3636363636363636,0.3636363636363636,How many were killed in the bombing of the Thames Estuary?
3,Incendiary Fields.,Brandbombenfelder (Incendiary Fields),0.0013461112976074,1.3963415622711182,0.6490362882614136,0.8,0.8,The Feuerleitung (Blaze Control) tactic led to what creation for marking targets?
4,7 September 1940.,7 September 1940,0.0012104511260986,1.5072073936462402,0.978657603263855,1.0,1.0,What was the beginning date of the aerial raids on Great Britain?
5,168 people died in the Oklahoma City bombing.,168,0.0012109279632568,1.6545984745025637,0.2120770514011383,0.2222222222222222,0.2222222222222222,How many people died in the Oklahoma City Bombing?
6,"Tension, noise, cold, and vibration of bombers.","Bombers were noisy, cold, and vibrated badly",0.0013551712036132,1.8000431060791016,0.8083888292312622,0.5714285714285714,0.4285714285714285,What contributed to the exhaustion of crews flying extra sorties?
7,Walter Bradford Cannon.,Walter Bradford Cannon,0.0013675689697265,1.3611526489257812,0.9863770008087158,1.0,1.0,Who argued that physiological responses were insufficient to explain emotional experiences?
8,"The ""Bible Belt"".","the ""Bible Belt""",0.0012357234954833,1.4649856090545654,0.9758330583572388,1.0,1.0,What is the conservative Evangelical Christian region called?
9,"The second recording that is of note is John Cormack's interview, who survived eight days trapped beneath rubble on Clydeside.","Herbert Morrison's famous ""Britain shall not burn"" appeal for more fireguards in December 1940.",0.0012180805206298,2.510194778442383,0.1475642323493957,0.0555555555555555,0.0555555555555555,What is a second recording that is of note?
10,Scherer's components processing model of emotion.,components processing model,0.0012266635894775,1.5986220836639404,0.4189494550228119,0.6,0.6,What model of emotion was developed by Scherer?
11,The University of Oklahoma campus.,the south oval of the University of Oklahoma campus,0.0011889934539794,1.4339659214019775,0.8458245992660522,0.7142857142857143,0.7142857142857143,Where was the Medieval Fair of Norman held for its first 2 years?
12,Anthropology.,anthropology,0.0012342929840087,1.3018088340759275,0.9676189422607422,1.0,1.0,"In addition to linguistics and genetics, what field of study researches Samoan origins?"
13,AD 850-1450.,between AD 850 and 1450,0.0012125968933105,1.527194261550903,0.8826918601989746,0.7499999999999999,0.7499999999999999,When did Spiro Mounds flourish?
14,"150,000 people slept in the Underground per night in mid-September 1940, which was about 1% of London's population.",4%,0.001232624053955,2.713442087173462,0.2333099842071533,0.0,0.0,In 1940 what percentage used the Tube for a sleeping shelter?
15,Energy.,energy,0.0012390613555908,1.253265380859375,0.8861300349235535,1.0,1.0,The first law of thermodynamics asserts that what is always conserved and that heat flow is a form of energy transfer?
16,Dr. R. V. Jones,Dr. R. V. Jones,0.0012340545654296,1.5190999507904053,1.0,1.0,1.0,Which RAF technical advisor was the conversation passed onto?
17,The Pioneer Corps.,Pioneer Corps,0.0012450218200683,1.366594314575195,0.966135025024414,0.8,0.8,The Royal Army Pay Corps and what other group were in charge of salvage and clean-up?
18,Airborne radar.,airborne radar,0.0011992454528808,1.3530142307281494,0.9006347060203552,1.0,1.0,What concept eventually became successful?
19,"December, 1969.","December, 1969",0.0012214183807373,1.4587819576263428,0.9825912714004515,1.0,1.0,When was the Endangered Species Conservation Act passed?
20,The Tulsa Port of Catoosa in Oklahoma is the furthest-inland oceangoing port in the US.,Tulsa,0.0011904239654541,2.4206857681274414,0.4178298413753509,0.1176470588235294,0.1176470588235294,Where is the furthest-inland oceangoing port in the US?
