idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0," ""The Ballad of Jed Clampett""",The Ballad of Jed Clampett,85.5435242652893,92.47508883476256,0.9810752868652344,1.0,1.0,"Jerry Scoggins sang what that was written and composed by Paul Henning, and sung by Jerry Scoggins, who was accompanied by bluegrass musicians Lester Flatt and Earl Scruggs?"
1, Geronimo Pratt.,Geronimo Pratt,85.46661639213562,90.6740698814392,0.9871575832366944,1.0,1.0,"The Brink's robbery of 1981 was an armed robbery and three related murders committed on October 20, 1981, which were carried out by six Black Liberation Army members, including Mutulu Shakur, he was a close friend of who?"
2, Aladdin's Dragons,Aladdin's Dragons,85.26823878288269,90.04233741760254,1.0000001192092896,1.0,1.0,"Which board game was introduced first, Aladdin's Dragons or CirKis?"
3, Billy Corgan,Billy Corgan,84.89290928840637,89.23574376106262,1.0,1.0,1.0,Which producer of Zeitgeist was also the lead singer?
4, George Martin,George Martin,84.99162316322327,88.93097186088562,1.0,1.0,1.0,"What English composer/musician, known as the ""Fifth Beatle,"" produced two records by British vocal group, The Master Singers?  "
5, MTM Enterprises,Warner Bros.,84.95277976989746,89.30339360237122,0.1422671377658844,0.0,0.0,"What company release the album the contained ""Final Masquerade""?"
6, American,American,85.64438700675964,89.13153052330017,1.0,1.0,1.0,Kerry Remsen is the daughter of an actor with what ethnicity?
7, 1990,1949,85.01864218711853,89.38216018676758,0.5664154291152954,0.0,0.0,Which year was the author of Lord of Scoundrels born? 
8, 1964,"December 16, 1964",84.97352600097656,89.32671046257019,0.8560158014297485,0.5,0.5,When was the composer of the song Myths and Hymns born?
9," Martina Navratilova was born on October 18, 1956, and Kevin Curren was born on March 2, 1958.",Martina Navratilova,85.72575211524963,102.89903855323792,0.6669567823410034,0.2105263157894736,0.2105263157894736,"Who is a considered a better tennis player, Martina Navratilova or Jack Sock?"
10, Canada,British,85.61594462394714,89.1131763458252,0.6146423816680908,0.0,0.0,Of which nationality is the co-designer of the Sea Truck?
11, 1992,1992,85.28655123710632,89.63953137397766,1.0,1.0,1.0,The most recent person to win the Crystal Palace F.C. Player of the Year for the second time is a footballer who was born in what year?
12, 15 seasons,16 seasons,85.10381531715393,89.4651038646698,0.8940812945365906,0.5,0.5,How many seasons did a retired NBA player who was traded for Shaquille O'Neal play?
13, They are both film titles.,documentary film,84.83048367500305,90.48840308189392,0.3948478698730469,0.2857142857142857,0.2857142857142857,"Call + Response and Transparent, are what type and genre of media?"
14," Joan Didion was an American author, and Aleister Crowley was an English occultist.","Aleister Crowley ( ; born Edward Alexander Crowley; 12 October 1875 – 1 December 1947) was an English occultist, ceremonial magician, poet, painter, novelist, and mountaineer.",85.1710684299469,95.9235339164734,0.7190603017807007,0.3888888888888889,0.3333333333333333,Who were Joan Didion and Aleister Crowley?
15, CuriosityStream,CuriosityStream,85.34939908981323,89.71076512336731,1.0,1.0,1.0,"The first Canadian space walker hosts the show ""Miniverse"" which airs on what on demand service?"
16, 1978,31 October 1783,85.74907231330872,90.08364868164062,0.2848319411277771,0.0,0.0,When did the first titleholder of the title in the Peerage of Great Britain that was created in 1965 die?
17," September 13, 1996","1971September 13, 1996",85.80282878875732,91.86800146102904,0.6323814392089844,0.6666666666666666,0.6666666666666666,"Andre Romelle Young (born February 18, 1965), better known by his stage name Dr. Dre, is an American rapper, record producer, and entrepreneur, he has produced albums for and overseen the careers of many rappers, including Tupac Amaru Shakur, also known by his stage name 2Pac, was an American rapper and actor, died on which date?"
18, Home Alone.,Home Alone,85.05488395690918,89.39529991149902,0.9572392106056212,1.0,1.0,Casseurs Flowters is a duo whose name came from which 1990 Christmas comedy film?
19, They are both musicians.,lead singer,85.62844276428223,90.79680371284483,0.4239349067211151,0.0,0.0,"What musical role do Kevin Cronin of REO Speedwagon, and Jimmy Gestapo of Murphy's Law share in their respective bands?"
20, Koningsdag (King's Day) on April 27.,27 April,85.30214619636536,93.931964635849,0.6506694555282593,0.4444444444444445,0.2222222222222222,Oranjegekte takes place during the holiday celebrated on what day?
21, Rockefeller Plaza's Comcast Building,Rockefeller Plaza's Comcast Building,85.38326668739319,90.58402895927428,1.0,1.0,1.0,"iVillage, Inc. was owned by a media conglomerate headquartered in what building?"
22," 2,144.","2,144",84.95388579368591,90.17978596687315,0.978161871433258,1.0,1.0,"What was the 2015 population of the largest settlement and administrative centre of Svalbard, Norway, which is also located around Isfjorden, the second longest fjord in the Norwegian archipelago?"
23, Versailles,Versailles,85.31392192840576,89.2380313873291,1.0,1.0,1.0,"What is the name of the 90,000 square-foot house that is under construction for David Siegel in Orange County, Florida?"
24, Daddy Yankee,Daddy Yankee,85.40922355651855,89.32466244697571,1.0,1.0,1.0,"What Puerto Rican singer, songwriter, rapper, actor and record producer sung Mayor Que Yo?"
25, Barq's,Barq's,85.32479214668274,89.70270204544067,1.0000001192092896,1.0,1.0,Ramblin' Root Beer was made by the Coca-Cola Company until which brand of root beer was purchased by them in 1995?
26, India,India,85.33889126777649,88.8376522064209,1.0,1.0,1.0,What country is home to both Don and Priyanka Chopra?
27, Ulster Defence Association (UDA),Ulster Freedom Fighters (UFF),85.67167234420776,91.73901295661926,0.6067042946815491,0.25,0.25,"Alan McCullough (July 1981 – 28 May 2003) was a leading Northern Irish loyalist and a member of the Ulster Defence Association (UDA), he served as the organisation's military commander for the West Belfast Brigade's notorious C Company which was then headed by Jonathan Adair, better known as Johnny Adair or Mad Dog Adair, is an Ulster loyalist and the former leader of the ""C Company"", 2nd Battalion Shankill Road, West Belfast Brigade of which organization?"
28, Moonrunners,The Dukes of Hazzard,85.38880109786987,89.73461985588074,0.1602454483509063,0.0,0.0,"What is the name of an american action-comedy television series Sig Haig appeared in that also inspired the 1975 film ""Moonrunners""?"
29, George Segal.,George Segal,85.66584181785583,90.43469500541688,0.9795596599578856,1.0,1.0,"Which of the actors featured in ""Look Who's Talking"" became popular in the 1960s and 1970s for playing both dramatic and comedic roles?"
30, Shakespeare in Action,Shakespeare's plays,85.02400946617126,89.36700868606567,0.8326754570007324,0.3333333333333333,0.3333333333333333,Which plays have been translated into every major language and have been brought to children by a theatre company founded in 1988 in Toronto?
31, Grigori Rasputin,Grigori Rasputin,85.26810765266418,90.88416028022766,1.0,1.0,1.0,Whose assassination did the son of Yusupov Palace participate in?
32, Paris Hilton,Paris Hilton,85.42558026313782,89.34604382514954,1.0,1.0,1.0,"Who was featured as a guest contribution in ""Press Play"" and in a leaked sex tape with Rick Salomon?"
33, They are both genera of flowering plants.,genus of flowering plants,85.65575242042542,92.15135526657104,0.7500672340393066,0.5454545454545454,0.5454545454545454,What is similar about Chilopsis and Lenophyllum? 
34, Yes.,yes,85.31543302536011,89.23406672477722,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
35, Paul McGuigan,Paul McGuigan,85.71893239021301,90.0672836303711,1.0000001192092896,1.0,1.0,Who directed this 2004 American psychological drama/romantic mystery film in which Gilles Mimouni acted as executive producer?
36, Both are magazines.,magazine,85.48555111885071,90.2648150920868,0.6944794654846191,0.5,0.5,"Moves and Heavy Metal, are which type of publication?"
37," Duncan Hines was born first, on March 26, 1880.",Duncan Hines,85.29327607154846,95.24316143989564,0.6662118434906006,0.3636363636363636,0.3636363636363636,"Who was born first, Phila Hach or Duncan Hines?"
38, INXS,INXS,85.0325276851654,88.95030570030212,1.0000001192092896,1.0,1.0,"Which of these bands were formed in Australia, Lilys or INXS?"
39, 2006,2006,85.74711322784424,90.0841588973999,1.0000001192092896,1.0,1.0,"What year was the band that released ""That Kiss"" formed?"
40, North Korea,Workers' Party of Korea,85.75569462776184,89.68925762176514,0.5773475170135498,0.3333333333333333,0.3333333333333333," ""On-the-spot guidance"" is a practice which has been made use of by the Chairman of what?"
41, Ashlee Simpson,Gwen Stefani,85.032235622406,89.37844395637512,0.3215731084346771,0.0,0.0,"Which American singer, songwriter, fashion designer, actress, and television personality of the band No Doubt wrote the song ""Happy Now?""?"
