idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,The Rock and Roll Hall of Fame.,Rock and Roll Hall of Fame,0.303779125213623,2.7148277759552,0.9602616429328918,0.923076923076923,0.923076923076923,Where was the guitarist whose song became a hit by Santana inducted into?
1,Both are documentaries.,documentary,0.3885643482208252,1.188615798950195,0.6318737268447876,0.5,0.5,WHat genre are both Game Face and Junket Whore?
2,"Sai Zhenzhu, which is the Chinese name of Pearl S. Buck.",Sai Zhenzhu,0.3705463409423828,1.7398383617401123,0.6803302764892578,0.3076923076923077,0.3076923076923077,"What is the Chinese name of the wife of the editor of the popular American magazine ""Asia"" who spent a significant portion of her life in Zhenjiang, China?"
3,The spotted hyena.,spotted hyena,0.2920334339141845,1.0983872413635254,0.9482872486114502,0.8,0.8,Ngong Forest is home to which sole member of the genus Crocuta?
4,Robert Conrad.,Robert Conrad Falk,0.2896814346313476,1.13334059715271,0.7785621285438538,0.8,0.8,"Who may be best known for his role in the 1965–69 television series ""The Wild Wild West"" who also starred in an action 1977 film costarring Thayer David?"
5,"There is no information about the average elevation of the sandstone plateau upon which the community of Beaty Crossroads, Alabama is built.",1500 ft above sea level,0.2523367404937744,2.273897886276245,0.1719234585762024,0.0,0.0,"What is the average elevation of the sandstone plateau upon which the community of Beaty Crossroads, Alabama is built?"
6,Gene Wilder has written more songs.,Gene Wilder,0.3331375122070312,1.360454559326172,0.6457269191741943,0.5,0.5,"Who has written more songs, Gene Wilder or Ken Annakin?"
7,2016.,2016,0.5619151592254639,1.0403592586517334,0.9577949643135072,1.0,1.0,In what year was the choreographer with whom Laz Brotherston has collaborated knighted?
8,"The New Jewel Movement (NJM) led by Maurice Bishop in Grenada involved areas of socio-economic development, education, and Black liberation.",New JEWEL Movement,0.3033392429351806,2.3874900341033936,0.6393616199493408,0.25,0.25,"What movement led by Maurice Bishop in Grenada involved areas of socio-economic development, education and Black liberation?"
9,Burgundy and France.,France,0.2612073421478271,1.0910439491271973,0.6237205266952515,0.5,0.5,In which country does the singer who co-hosted the2012 Echo Klassik Awards with Nina Eichinger  live ?
10,Dean Holden took over Lee Johnson's management position with Oldham Athletic.,Dean Thomas John Holden,0.2841856479644775,1.774134397506714,0.6067725419998169,0.25,0.25,What footballer took over Lee Johnsons management position with Barnsley and Oldham Athletic?
11,1929.,"April 6, 1929",0.2490694522857666,1.1511225700378418,0.7995979189872742,0.5,0.5,The music for Coco was by a man born when?
12,"""Romeo and Juliet"" is another hit single by Dire Straits.",Romeo and Juliet,1.0729601383209229,1.6443111896514893,0.5772966742515564,0.4615384615384615,0.4615384615384615,What ballet by Sergei Prokofiev was also used in the theme music for Chambers?
13,"Arne Nordheim lived in the Norwegian government's honorary residence, Grotten, next to the Royal Palace in Oslo.",Grotten,0.3381681442260742,2.164409637451172,0.3904169797897339,0.1052631578947368,0.1052631578947368,"A Norwegian composer who received numerous awards, lived in what residence that is located in the capital of Norway?"
14,Naval Air Station South Weymouth.,Naval Air Station South Weymouth,0.4025897979736328,1.4998652935028076,0.9738793969154358,1.0,1.0,VR-62 was originally stationed at which former Navy blimp base?
15,John Cena.,John Felix Anthony Cena,0.3190610408782959,1.149970769882202,0.7857916951179504,0.6666666666666666,0.6666666666666666,"American Grit is an American reality television series that premiered on Fox, the series stars which American professional/ WWE wrestler?"
16,Louis L'Amour.,Louis Dearborn L'Amour,0.3709924221038818,1.1468212604522705,0.8582996129989624,0.8571428571428571,0.8571428571428571,"Which writer, P. C. Wren or Louis L'Amour, wrote books consisted primarily of Western novels?"
17,28 medals.,28,0.3401813507080078,1.1617305278778076,0.5319094061851501,0.6666666666666666,0.6666666666666666,How many stage musicals were written by the songwriting partnership who wrote Dearest Enemy?
18,The Battle of Gettysburg.,the war's turning point,0.2479932308197021,1.355825424194336,0.3652432262897491,0.2222222222222222,0.2222222222222222,How is the battle represented in the game Cemetery Hill often described?
19,2006.,between 2019 and 2022,0.3205358982086181,1.0391473770141602,0.5422050952911377,0.0,0.0,When will the current class of Australian multiple unit cars operated by NSW Trainlink in New South Wales enter service?
20,Arsenal F.C.,Arsenal Football Club,0.2706277370452881,1.165656566619873,0.7741560339927673,0.3333333333333333,0.3333333333333333,For what team did Fred Davis play that went 38-match league season unbeaten?
21,Diego Milito.,Diego Milito,0.3935816287994385,1.0952870845794678,0.9866578578948976,1.0,1.0,Which Argentine national team footballer also received the Italian Footballers' Association's (AIC) Serie A Footballer of the Year award in 2010?
22,Higher education and research.,research,0.3409798145294189,1.1816558837890625,0.6119449138641357,0.4,0.4,What type of university are both University of Massachusetts Lowell and New Mexico State University?
23,"Lana and Lilly Wachowski and J. Michael Straczynski created the television series ""Sense8"" where Brian J. Smith plays Will Gorski.",Lana and Lilly Wachowski and J. Michael Straczynski,0.3136396408081054,2.423234701156616,0.449514240026474,0.5714285714285715,0.5714285714285715,Who created the television series where Brian J. Smith plays Will Gorski?
24,Haleakalā National Park.,Haleakalā National Park,0.2621569633483886,1.1750144958496094,0.9885157346725464,1.0,1.0,"WHich national park is home to the Pipiwai Trail and covers an area of 33,265 acres?"
25,"The Cove calls for action to halt mass dolphin kills, change Japanese fishing practices, and inform the public about the risks of mercury poisoning from dolphin meat.",The Cove,0.260404109954834,2.489888429641724,0.4035860598087311,0.1379310344827586,0.1379310344827586,Which of the documentaries The Birth of Saké and The Cove call for political action?
26,Wilhelm II.,Wilhelm II,0.300199031829834,1.0528230667114258,0.9853872656822203,1.0,1.0,The Army Group German Crown Prince was a group that was under the command of the eldest child of which future German emperor?
27,Thomas Watson.,Thomas John Watson Sr.,0.2844347953796386,1.0780692100524902,0.8963991403579712,0.6666666666666666,0.6666666666666666,Who died in 1956 and was a founder of the Netherland-America Foundation?
28,Joseph Sobran.,Pat Buchanan,0.3797323703765869,1.034057378768921,0.2874788343906402,0.0,0.0,"Which of the  high-profile candidates vied for the Reform Party presidential primaries, 2000 was a senior advisor to U.S. Presidents Richard Nixon? "
29,The IBF and WBO.,four,0.2741279602050781,1.4460945129394531,0.152986079454422,0.0,0.0,"This 2011 comedy film stars an American actress who won how many Golden Globes for her roll in ""Sex and the City""?"
30,"Alec Berg, David Mandel, and Jeff Schaffer directed the 2004 American teen comedy adventure film ""EuroTrip"".",Schaffer,0.3241834640502929,2.234490156173706,0.2744219899177551,0.1176470588235294,0.1176470588235294,Who directed the 2004 American teen comedy adventure film in which Jacob Pitts has His most notable performance?
31,Susana Ferrari Billinghurst,Susana Ferrari Billinghurst,0.3026769161224365,1.3717796802520752,1.0000001192092896,1.0,1.0,"What is the name of this Argentine aviator of Italian, English, and Irish descent, who was the grandmother of Luciana Pedraza?"
32,62 miles.,62 miles,0.2691435813903808,1.2219560146331787,0.972565770149231,1.0,1.0,Terrington St Clement is located on the road that stretches for a distance of what length?
33,Muhammad.,Muhammad,0.3351776599884033,1.094074010848999,0.9533736705780028,1.0,1.0,Prince Faisal bin Hussein belongs to the royal family descended from what prophet?
34,127,127,0.2733826637268066,0.930880069732666,1.0000001192092896,1.0,1.0,How many caps did Helen Svedin's husband win?
35,Zack Snyder.,Zack Snyder,0.296426773071289,1.2468726634979248,0.964963972568512,1.0,1.0,"Born March 1, 1966 who directed a film written by Chris Terrio and Joss Whedon"
36,The Democratic Party.,Democratic Party,0.2910244464874267,0.994347333908081,0.9210675954818726,0.8,0.8,The next woman elected to Congress from massachusetts after the defeat of Margaret Heckler belongs to what political party?
37,"ABBA's ""Happy New Year"" is a holiday song similar to Tarja Turunen's ""Heinillä Härkien"".",ABBA,1.8768653869628904,2.4887795448303223,0.4394291937351227,0.1111111111111111,0.1111111111111111,Juan Pablo Di Pace appeared in a musical with music from what successful pop group?
38,"""Bad Fog of Loneliness"" is a song written by Neil Young.",Bad Fog of Loneliness,0.7121121883392334,1.6426661014556885,0.6637464761734009,0.5333333333333333,0.5333333333333333,"What  is a song written by a Canadian singer-songwriter who formed Buffalo Springfield with Stephen Stills, Richie Furay and others ?"
39,American.,American,0.2984774112701416,0.911785364151001,0.9135115146636964,1.0,1.0,Kerry Remsen is the daughter of an actor with what ethnicity?
40,"Maurice Ravel was born first, on March 7, 1875. Béla Bartók was born on March 25, 1881.",Maurice Ravel,0.4471697807312011,2.6112828254699707,0.5663881301879883,0.1904761904761905,0.1904761904761905,John Cox's directing debut has music written by whom?
41,Return to Oz (1985) came out before The Wild (2006).,Return to Oz,0.3010103702545166,1.8334159851074217,0.5617353320121765,0.4615384615384615,0.4615384615384615,"Which fantasy film was released earlier, Return to Oz or Tuck Everlasting? "
42,George IV.,Hanover,0.2912759780883789,1.0767641067504885,0.3711400628089905,0.0,0.0,Which New Hampshire city did H.J. Shen attend graduate school in?
43,Yes.,yes,0.370058536529541,1.1614391803741455,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
44,University of Alabama.,University of Alabama,0.4009702205657959,1.0883629322052002,0.9757550954818726,1.0,1.0,"For which University did the player, who beat Toby Gerhart to win the 2009 Heisman Trophy, play ?"
45,Kansas.,Kansas,0.2876718044281006,0.9371018409729004,0.949862778186798,1.0,1.0,"The Mexican Kickapoo also have a tribe in this state, home to one of three Federally recognized tribes of Kickapoo people?"
46,Home computers.,home computer,0.3399055004119873,1.052844524383545,0.8543409109115601,1.0,1.0,Pecom 32 and Gradiente Expert are both what?
47,Chinese.,Chinese,0.3146743774414062,1.0883917808532717,0.9442561864852904,1.0,1.0,Bestgore.com received media attention in 2012 for hosting a video of the murder of an international student of what nationality?
48,"No, Porcupine Tree was formed in 1987 and Skinny Puppy was formed in 1982.",no,0.2967557907104492,2.047461748123169,0.1933377385139465,0.1333333333333333,0.1333333333333333,Are Chris Marker and Yvonne Rainer American?
49,Baroque.,opera,0.2699389457702636,1.1015877723693848,0.4572198987007141,0.0,0.0,What type of dramatic work does From the House of the Dead and Il re pastore have in common?
