idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,"The enlisted force of the US Air Force has been seen as primarily a rear echelon support force, with officers often being the ones who fought, not the enlisted personnel.",primarily a rear echelon support force,0.0012316703796386,2.828444004058838,0.5589823722839355,0.3333333333333333,0.3333333333333333,How have the enlisted forces of the US Air Force been seen?
1,E-1.,E-1 (entry level),0.0010695457458496,0.4906487464904785,0.8359647989273071,0.6666666666666666,0.6666666666666666,What is the lowest pay grade in the USAF?
2,"The imperial family and Manchu nobility controlled the ""Inner Court"".",imperial family and Manchu nobility,0.0009243488311767,0.8681900501251221,0.8103435039520264,0.6666666666666666,0.6666666666666666,"Who controlled the ""Inner Court""?"
3,"The population explosion in 18th century China was due to a long period of peace and stability, the import of new crops from the Americas (peanuts, sweet potatoes, and maize), and an increase in rice production from new species from Southeast Asia.",peace and stability in the 18th century and the import of new crops,0.0009787082672119,2.2968790531158447,0.6005994081497192,0.4727272727272727,0.3272727272727272,What were the reasons for the population explosion during the 18th century?
4,"Wu Sangui and Dorgon, with the help of the Manchu Banners, defeated Li Zicheng's rebel forces on May 27, 1644.",Wu and Dorgon,0.0010335445404052,1.679922580718994,0.4862048327922821,0.25,0.25,Who beat Li Zicheng's army?
5,2007.,2007,0.0010702610015869,0.5024571418762207,0.9553945660591124,1.0,1.0,When was 'The Grand Concourse' published?
6,Michael Wynne.,Michael Wynne,0.0009505748748779,0.4834287166595459,0.98463773727417,1.0,1.0,What US Secretary of the Air Force resigned following a nuclear weapons problem ?
7,"Active defense is ""the employment of limited offensive action and counterattacks to deny a contested area or position to the enemy"" (JP 1-02).",employment of limited offensive action and counterattacks,0.0008823871612548,1.5188887119293213,0.5136146545410156,0.4516129032258064,0.4516129032258064,"What is active defense, according to the functions of the DCA? "
8,"The Eight Banners were recognized as a military organization in 1637, with the first two Han Banners created, and expanded to eight in 1642.",color,0.0010230541229248,1.5930423736572266,0.0082721933722496,0.0,0.0,How were the 8 banners recognized?
9,The Uxbridge Blue dress uniform was developed at the former Bachman-Uxbridge Worsted Company.,former Bachman-Uxbridge Worsted Company,0.0009546279907226,1.138331174850464,0.6662857532501221,0.5263157894736842,0.5263157894736842,Where was the Uxbridge Blue dress uniform developed?
10,1971.,1971,0.000988483428955,0.4874143600463867,0.9627463817596436,1.0,1.0,In what year was the Taragaon Museum built?
11,There is no mention of the Chinese getting paid for their goods in the provided context.,silver,0.0009644031524658,1.0039441585540771,0.0302991960197687,0.0,0.0,What did the Chinese get paid for their goods?
12,The front of the battle line.,front of the battle,0.001047134399414,0.6172361373901367,0.8778273463249207,0.8,0.8,What part of a battle line are the precision strike aircraft of the USAF deployed?
13,World War I and World War II.,Second World War,0.000960350036621,0.6391904354095459,0.7871930599212646,0.4,0.4,France has become a more ethnically diverse country since the end of which war?
14,1947.,1947,0.0009281635284423,0.4811160564422607,0.9682352542877196,1.0,1.0,"When was the centrality of the ""separation"" concept to the Religion Clauses of the Constitution made explicit?"
15,September 1643.,September 1643,0.0008504390716552,0.5162086486816406,0.9809446334838868,1.0,1.0,When did Hong Taiji die?
16,8 years old.,eight,0.0009067058563232,0.5398919582366943,0.6039744019508362,0.0,0.0,How many rivers travel through Kathmandu?
17,Provincial coffers and funds from regional commanders.,provincial coffers,0.0009131431579589,0.6764316558837891,0.7317396402359009,0.4444444444444445,0.4444444444444445,Who paid for the Yongying?
18,1520.,1520,0.0008003711700439,0.4818112850189209,0.9772352576255798,1.0,1.0,In what year did the Stockholm Bloodbath take place?
19,October 26.,October 26,0.0010313987731933,0.5020956993103027,0.97698712348938,1.0,1.0,"In 2008, what month and day did Western Australia change their clocks?"
20,Peiwen Yunfu.,Peiwen Yunfu,0.0009162425994873,0.5761280059814453,0.984608829021454,1.0,1.0,What was the rhyme dictionary called that was published by Kangxi?
21,"The text does not mention Prince Chun's age. However, it does mention that his son, Puyi, was appointed successor at the age of 2.",two,0.0009539127349853,1.5895588397979736,0.0687507688999176,0.0,0.0,How many types are Nepali works of art typically divided into?
22,Rural areas were more strongly opposed to DST in Australia.,rural,0.0010545253753662,0.7705533504486084,0.3877890408039093,0.1818181818181818,0.1818181818181818,Where does a majority of Namibia's people live?
23,16%,one-sixth,0.000967264175415,0.464822769165039,0.3221174478530884,0.0,0.0,What proportion of bannerman were Manchu by 1648?
24,Commissioned officers.,commissioned officers,0.0010383129119873,0.5009181499481201,0.9841893315315248,1.0,1.0,What are these enlisted positions in the USAF complimented by?
25,1995.,1995,0.0008389949798583,0.4815304279327392,0.9562497138977052,1.0,1.0,When did Sheptycki write about global policing?
26,"The Shunzhi Emperor was invested as the ""Son of Heaven"" on October 30, 1644.",Fulin,0.0009303092956542,1.2479465007781982,0.0005943477153778,0.0,0.0,Who became the emperor?
27,"""Daylight Slaving Time""",Daylight Slaving Time,0.0009784698486328,0.5977702140808105,0.9195666909217834,1.0,1.0,What nickname have people in opposition to DST given it?
28,Manchuria.,Manchuria,0.0008590221405029,0.5013411045074463,0.9792227149009703,1.0,1.0,Where did Hans go to to find land?
29,"Destroy, disrupt, or neutralize enemy aircraft, missiles, and their supporting structures and systems.",suppression/destruction of enemy air defense,0.0009310245513916,1.0531432628631592,0.6292089223861694,0.1052631578947368,0.1052631578947368,What is one of the important functions of the OCA in dealing with attacks? 
30,Trust-based relationships for mutual benefit.,cross-cultural,0.0009801387786865,0.5951406955718994,0.252838522195816,0.0,0.0,What sort of inter-personal relationships does Building Partnerships encourage? 
31,Winter.,winter,0.0009613037109375,0.4245429039001465,0.9490090608596802,1.0,1.0,Which season is the most dry in Oklahoma?
32,U.S. ground forces.,U.S. ground forces,0.0008127689361572,0.5786011219024658,0.9669700264930724,1.0,1.0,What are the ground-attack aircraft in the USAF usually deployed in support for? 
33,hora tertia.,hora tertia,0.0010316371917724,0.4842967987060547,0.9840041399002076,1.0,1.0,What did the Romans call the third hour before sunrise?
34,80%,80%,0.0009243488311767,0.4458060264587402,1.0,1.0,1.0,What percent of the population in Manchuria was Han?
35,The C-NAF coordinates with Joint Force Commanders (JFC) on ACEE missions.,JFC,0.0009882450103759,1.0957393646240234,0.349282443523407,0.1538461538461538,0.1538461538461538,Who does the C-NAFF coordinate with on ACEE missions?
36,They provide close air support.,rescue downed or isolated personnel,0.0010697841644287,0.5612566471099854,0.1899450272321701,0.0,0.0,What do some of these special missions in the USAF who deploy with the infantry do?
37,"Computer Network Defense (CND) is the protection of computer networks from unauthorized access, use, disclosure, disruption, modification, or destruction.",computer network defense,0.0010180473327636,1.402308225631714,0.6581113934516907,0.2727272727272727,0.2727272727272727,What is the definition of CND?
38,The 1689 Treaty of Nerchinsk gave the Russians control of the far eastern outpost of Albazin.,territory and trading rights,0.0009667873382568,1.203556776046753,0.1494160443544387,0.0,0.0,What did the treaty give to the Russians?
39,The British.,British,0.00101900100708,0.4480478763580322,0.8172317147254944,0.6666666666666666,0.6666666666666666,What nationality will the new international school in Brasilia be?
40,"Fulin, his five-year-old son, was installed as the Shunzhi Emperor.",without a designated heir,0.0009293556213378,1.0638830661773682,0.2729832828044891,0.0,0.0,Who was his heir?
41,QF-4 and QF-16 aircraft.,F-4 Phantom II,0.0009906291961669,0.7499101161956787,0.4699093699455261,0.2,0.2,What kind of aircraft is utilized by the USAF in Full Scale Aerial Targets?
42,Those in favor of DST argue that it saves energy.,saves energy,0.0009877681732177,0.7678751945495605,0.5871438980102539,0.3333333333333333,0.3333333333333333,Would those in favor of DST argue that it causes people to use more electricity or saves energy?
43,Robert Gates.,Robert Gates,0.0009939670562744,0.4633324146270752,0.9749785661697388,1.0,1.0,What US Secretary of Defense accepted resignations of top US Air Force officials in June of 2009?
44,$30 million.,$30 million,0.0010194778442382,0.4858627319335937,0.9744817018508912,1.0,1.0,How much extra money from DST did Fortune predict for 7-Eleven on account of DST?
45,They are slightly more than 2 hours ahead of the sun in summer.,three,0.0009713172912597,0.9212450981140136,-0.00232470408082,0.0,0.0,"Before Hindus are cremated, how many times are their bodies placed in the Bagmati?"
46,Weather reconnaissance.,weather reconnaissance aircraft,0.000953197479248,0.4618012905120849,0.8161193132400513,0.8,0.8,What did the USAF use the WC-130H aircraft for before they converted them for transport missions? 
47,Humanitarian Assistance Operations.,Humanitarian Assistance Operations,0.0008566379547119,0.5239088535308838,0.9862823486328124,1.0,1.0,What are programs that are designed to help with natural or manmade disaters? 
48,Nurhaci.,Nurhaci,0.0010278224945068,0.5014083385467529,0.9823832511901855,1.0,1.0,Who created the Eight Banners?
49,The 1990s.,1990s,0.0010125637054443,0.5638792514801025,0.9253845810890198,0.6666666666666666,0.6666666666666666,When did NYC begin splitting up the large Bronx high schools?
50,Explosive Ordnance Disposal (EOD) is one of the most dangerous jobs for USAF personnel.,Tactical Air Control Party,0.0010097026824951,1.2119150161743164,0.2507816851139068,0.0,0.0,What is one of the most dangerous jobs for USAF personnel?
51,The mast of the sailing boat Puma's Mar Mostro.,mast,0.0009517669677734,0.8272924423217773,0.4546799957752228,0.1818181818181818,0.1818181818181818,what was broken/damaged on the boat?
52,"Over 3,400 books.","3,400 books",0.0009565353393554,0.5913889408111572,0.8887165784835815,0.8571428571428571,0.8571428571428571,How many books were in the Siku Quanshu?
53,By the end of the 17th century.,end of the 17th century,0.0009911060333251,0.7313916683197021,0.874983012676239,0.8333333333333333,0.8333333333333333,When did the Chinese economy finally recover after the wars with the Mings?
54,"Dorgon declared the ""haircutting order"" in July 1645, forcing adult Han Chinese men to shave the front of their heads and wear the queue hairstyle.","the ""haircutting order"")",0.0010373592376708,1.666853904724121,0.646370530128479,0.2142857142857142,0.2142857142857142,What did Dorgon declare in July of 1645?
55,North and south of the tropics.,North and south of the tropics,0.0010089874267578,0.6548810005187988,0.9794982671737672,1.0,1.0,In what part of the world is daytime shorter in winter and longer in summer?
56,1976.,1976,0.0010080337524414,0.5042328834533691,0.9464104771614076,1.0,1.0,"When was the suffix ""in St. Louis"" added to Washington University?"
57,1850-1864.,(1850–64),0.0009512901306152,0.6038107872009277,0.7671228647232056,0.5,0.5,When was the Taiping rebellion?
58,Zhu Zhiliang was inducted into the Chinese Plain White Banner in the Eight Banners and was tasked with performing rituals at the Ming tombs.,perform rituals,0.0008087158203125,1.476095199584961,0.3118793368339538,0.1538461538461538,0.1538461538461538,What was Zhu's job?
59,A properly designated commander.,commander in planning,0.0009381771087646,0.5190258026123047,0.6631872653961182,0.2857142857142857,0.2857142857142857,Who is in charge of the Command and Control operations? 
60,Almost three centuries.,"2,000 years",0.0009574890136718,0.4821295738220215,0.5800265669822693,0.0,0.0,How long did Imperial China last for?
61,2001.,2001,0.000922679901123,0.4835186004638672,0.9585505723953248,1.0,1.0,When was vaccination used to prevent the spread of the foot-and-mouth virus?
62,Han Chinese and Mongol.,Manchu and Mongol,0.0010490417480468,0.5624158382415771,0.8211072087287903,0.5714285714285715,0.5714285714285715,Which two ethnicities made up the majority of the Banner Armies?
63,1723.,1723,0.0009968280792236,0.4849715232849121,0.9604822397232056,1.0,1.0,When did Yongzheng ban christianity?
64,Liaodong.,Liaodong,0.0009562969207763,0.489307165145874,0.9869499802589417,1.0,1.0,Where did a Han revolt occur?
65,Cows.,cows,0.0009655952453613,0.4647977352142334,0.9690115451812744,1.0,1.0,What animal on dairy farms is affected by timing?
