idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,The American Left.,New Left,0.7169444561004639,2.2484774589538574,0.653143048286438,0.4,0.4,What was the term for the liberal groups appearing at this time?
1,Cotton yarn can be used for knitting and crochet.,crochet and knitting,0.2227120399475097,0.8356549739837646,0.7738410830497742,0.5,0.1666666666666666,For what can cotton yarn be used?
2,"""Superheroes in the real world"" approach.","""superheroes in the real world""",2.227219820022583,1.102541208267212,0.9100666046142578,0.9090909090909092,0.9090909090909092,The emphasis on relatable settings and character motivations in Marvel's 1960s comics is called what?
3,The late 18th and early 19th centuries.,late 18th and early 19th,0.25616455078125,1.1921520233154297,0.8297454714775085,0.8333333333333333,0.8333333333333333,During what centuries did British rule effect Indian cotton production?
4,The FBI and CIA had a lack of cooperation.,"FBI, CIA",0.319434642791748,1.10370135307312,0.5228074193000793,0.3636363636363636,0.3636363636363636,What two agencies had a lack of co-operation?
5,"42,094.","42,094",0.247704267501831,0.8002679347991943,0.9812428951263428,1.0,1.0,Between August 24th and October 26th how many German's left the Oblast to the Soviet Occupation zone?
6,The FBI.,real-life cities,0.4181125164031982,0.5227992534637451,0.1867833435535431,0.0,0.0,Fictional placements within this setting are modeled off what?
7,Egypt.,Egyptian,0.413729190826416,0.5276556015014648,0.8043161630630493,0.0,0.0,What religious life was the Ptolemaic Kingdom?
8,6000-5000 BCE.,Neolithic,0.2916033267974853,0.7776081562042236,0.4285635948181152,0.0,0.0,What geologic period came after the Mesolithic period in India?
9,The U.S Supreme Court.,Supreme Court,0.2811393737792969,0.7926039695739746,0.8750542402267456,0.5714285714285715,0.5714285714285715,What is Liberia's highest judicial authority? 
10,"Ladybirds, lacewings, and spiders.","ladybirds, lacewings and spiders",0.2952527999877929,1.0031843185424805,0.9756391048431396,1.0,1.0,What did the 2012 study say was doubled by the use of GM cotton?
11,"Some of Marvel's genre titles, such as horror (The Tomb of Dracula), martial arts (Shang-Chi: Master of Kung Fu), sword-and-sorcery (Conan the Barbarian, Red Sonja), satire (Howard the Duck), and science fiction (2001: A Space Odyssey, ""Killraven"" in Amazing Adventures, Battlestar Galactica, Star Trek), were published in larger-format black and white magazines under its Curtis Magazines imprint.","larger-format black and white magazines, under its Curtis Magazines imprint",0.2459650039672851,5.047037601470947,0.4257766008377075,0.3013698630136986,0.3013698630136986,How were some of Marvel's genre titles published in the 1970s?
12,"The United States Department of Health, Education, and Welfare asked Marvel Comics to create a comic book story about drug abuse.",drug abuse,0.528900146484375,1.74153470993042,0.4311291575431824,0.1739130434782608,0.1739130434782608,What issue was Marvel asked to tackle for this agency?
13,The FBI is a law enforcement agency.,FBI is primarily a domestic agency,0.3343522548675537,0.7694737911224365,0.8399896621704102,0.6153846153846153,0.6153846153846153,What kind of agency is the FBI?
14,"""Seekers of the Weird""","""Seekers of the Weird""",0.30682373046875,0.9762804508209229,0.9999998807907104,1.0,1.0,What was the first title published in that joint line of comics?
15,Guardians of the Galaxy.,Guardians of the Galaxy,0.3864061832427978,0.4949789047241211,0.972819209098816,1.0,1.0,What Marvel movie featured Star-Lord and Gamora?
16,"Four men were allowed to be convicted of the 1965 gangland murder of Edward ""Teddy"" Deegan.",four,0.2870326042175293,1.5610220432281494,0.214777410030365,0.1176470588235294,0.1176470588235294,In how many directions does the Buddha of Swayambhu look?
17,"The US government reacted by passing legislation to limit the tenure of future FBI Directors to 10 years, and also by investigating and addressing the FBI's past mistakes and controversies, such as the COINTELPRO and RICO Act issues.","The country was ""jolted""",0.3381645679473877,2.7448205947875977,0.1028771549463272,0.0465116279069767,0.0465116279069767,How did the US react to these discoveries?
18,Pocket Books.,Pocket Books,0.2752697467803955,0.6574065685272217,0.9722139835357666,1.0,1.0,"In 2005, Marvel dropped it's own publishing rights for novelization and instead partnered with what publisher?"
19,1764 (James Hargreaves' spinning jenny),1738,0.4011456966400146,1.0085880756378174,0.359862744808197,0.0,0.0,When was a new spinning machine patented that boosted cotton production?
