idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,"2,956","2,956",0.0010292530059814,2.443122148513794,0.9999999403953552,1.0,1.0,"How many hotel rooms are in the hotel where Wayne Newton performed his May 23, 1989 Pay-Per-View concert?"
1,Edgar Kaiser.,Edgar Kaiser,0.0011084079742431,0.647557258605957,0.9837488532066344,1.0,1.0,Ted Sundquist was promoted to GM of the Denver Broncos in 2001 by the family who purchased the team from which former owner in 1984?
2,"""Master of Complications""",Master of Complications,0.0009851455688476,0.7377293109893799,0.955991804599762,1.0,1.0,"What slogan does this Swiss watchmaker and his company carry, who purchased 80% of the Minsk Watch Plant in 2010?"
3,"It's Okay, That's Love, which aired from July 23 to September 11, 2014.","July 23 to September 11, 2014",0.001063585281372,1.4422006607055664,0.4257347285747528,0.5714285714285715,0.5714285714285715,"What was the air date of this 2014 South Korean television series starring Jo In-sung, whose soundtrack was by Punch?"
4,The 1970s.,1970s,0.001014232635498,0.8014788627624512,0.9295619130134584,0.6666666666666666,0.6666666666666666,Leonora Mary Grosvenor's father was the richest man in Britain in what decade?
5,Trussed Concrete Steel Company.,Trussed Concrete Steel Company,0.0009999275207519,0.7001152038574219,0.9707152843475342,1.0,1.0,"What company was founded by Julius Kahn in Detroit, Michigan?"
6,Alessandro Scarlatti (1660) is older than Philip Glass (1937).,Pietro Alessandro Gaspare Scarlatti,0.0009346008300781,1.220656156539917,0.6393991708755493,0.3076923076923076,0.3076923076923076,"Between Franz Schreker and Alessandro Scarlatti, who was born earlier?"
7,They are both documentary films.,documentary,0.0009500980377197,0.7815663814544678,0.631668210029602,0.3333333333333333,0.3333333333333333,WHat genre are both Game Face and Junket Whore?
8,AVN Adult Entertainment Expo.,AVN Adult Entertainment Expo,0.0009639263153076,0.7716460227966309,0.988517165184021,1.0,1.0,"Which of the publication of AVN Media Network is an adult entertainment convention and trade show held each January in Las Vegas, Nevada and is sponsored by ""AVN"" magazine?"
9,The Los Angeles Memorial Coliseum.,Los Angeles Memorial Coliseum,0.0010104179382324,0.778278112411499,0.9766395092010498,0.888888888888889,0.888888888888889,"Exposition Park, Los Angeles includes which NFL football stadium?"
10,New Holland.,New Holland,0.0009748935699462,0.641305685043335,0.9772232174873352,1.0,1.0,"What North Lincolnshire, England village contains the Humber Ferry?"
11,Amar'e Stoudemire.,Amar'e Carsares Stoudemire,0.0010015964508056,0.826514482498169,0.8606484532356262,0.8571428571428571,0.8571428571428571,What NBA veteran was a 2005 all star along with his team mates Steven Nash and Shawn Marion?
12,Hozier.,Hozier,0.0010299682617187,0.7068474292755127,0.967622935771942,1.0,1.0,"""From Eden"" is a number 2 song from the Irish Singles Chart that came from what album that was released on September 19th?"
13,The Central Landfill.,Central Landfill,0.0010244846343994,0.7295613288879395,0.9638691544532776,0.8,0.8,"What landfill located in the town of Johnston in Providence County, Rhode Island, United States is owned by Rhode Island Resource Recovery Corporation?"
14,VfB Stuttgart has won the national championship 5 times.,five times,0.0009927749633789,1.031064510345459,0.3674339950084686,0.1818181818181818,0.1818181818181818,How many times during the season in which Manchester United recorded Lift it High did they lose?
15,Zydrunas Ilgauskas.,Zydrunas Ilgauskas,0.0010836124420166,0.866943359375,0.9916270971298218,1.0,1.0,"The 1997–98 NBA season was the 28th season of the National Basketball Association in Cleveland, Ohio, which Lithuanian retired professional basketball center of the National Basketball Association (NBA), and played for the Cleveland Cavaliers from 1996 to 2010, was selected to the All-Rookie First Team?"
16,Blues rock and jazz.,rock and blues,0.0010099411010742,0.7385239601135254,0.8425790071487427,0.8571428571428571,0.5714285714285715,Essential Montreux is a box-set by a singer known for being a guitar virtuoso in what two genres?
17,"Essie Davis played Elizabeth Woodville in the TV series ""The White Princess"" on Starz.","Esther ""Essie"" Davis",0.0009722709655761,1.321040391921997,0.567065954208374,0.2352941176470588,0.2352941176470588,Which Australian actress played Elizabeth Woodville in the TV series The White Princess which aired on Starz?
