idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, 1961,1961,0.0005359649658203,1.0978751182556152,0.9999998807907104,1.0,1.0,Racing with the Moon starred an American actress born in what year?
1, Taubman Centers,Taubman Centers,0.0005562305450439,1.2154991626739502,1.0,1.0,1.0,"What company is the owner of regional malls in the United States, headquartered in Bloomfield Hills, Michigan and developed Westfarms?"
2, Penn State,University of Oklahoma,0.0005490779876708,0.7399520874023438,0.4833247661590576,0.0,0.0,Where was the coach of the 1996 Dallas Cowboys team a college coach?
3, Philippe I. Reines,Philippe Reines,0.0005509853363037,1.4461846351623535,0.9796333909034728,0.8,0.8,Which Senior Advisor to Hillary Clinton was a co-founder of Beacon Global Strategies?
4, Amorpha,Amorpha,0.0005397796630859,0.9779107570648192,1.0,1.0,1.0,"What is is a genus of plants in the pea family, Fabaceae, Tansy or Amorpha ?"
5, United States,United States,0.0005264282226562,0.7903742790222168,1.0000001192092896,1.0,1.0,Where is the owner of Next big sound provides analytics for online music available?
6, The Cove,The Cove,0.0013582706451416,0.7399039268493652,1.0,1.0,1.0,Which of the documentaries The Birth of Saké and The Cove call for political action?
7, Fallen,Fallen,0.0005650520324707,0.5142199993133545,1.0,1.0,1.0,"Which album, recorded between August and December 2002 in several locations, including Conway Recording Studios in Hollywood, California, features a track with uncredited guest vocals from Paul McCoy?"
8, 2003,the early 1990s,0.0005545616149902,0.9737553596496582,0.5051297545433044,0.0,0.0,When did the highly experimental musical style on the album Quixotic originate?
9, The Robie House.,Frederick C. Robie House,0.0006959438323974,1.4939229488372805,0.7055401802062988,0.5714285714285715,0.5714285714285715,"The Wright 3 is a 2006 children's mystery novel written by Blue Balliett, it chronicles how Calder, Petra, and Tommy strive to save which U.S. National Historic Landmark on the campus of the University of Chicago in the South Side neighborhood of Hyde Park in Chicago, Illinois, at 5757 S. Woodlawn Avenue?"
10, Composers.,composer,0.0005624294281005,1.2069218158721924,0.7743871212005615,1.0,1.0,What were Vincent McEveety and Peer Raben known for?
