idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,27 million.,27 million,0.3038396835327148,2.2504541873931885,0.9667468667030334,1.0,1.0,How many Germans are members of sports clubs?
1,"There is no mention of ""Lynx"" in the provided context.",text based web browser,0.4562065601348877,1.3620319366455078,0.2626938223838806,0.0,0.0,What kind of software is Lynx?
2,Pope Gregory VII,"chancery of Pope Gregory VII,",0.2906084060668945,0.806663990020752,0.802065908908844,0.7499999999999999,0.7499999999999999,"Who coined the phrase ""king of the Germans"""
3,The city management and urban policy program was ranked first in the nation by U.S. News & World Report's 2016 rankings.,city management and urban policy,0.7829322814941406,1.558014154434204,0.5579134225845337,0.3703703703703703,0.3703703703703703,What program at the University of Kansas was rated highest among its peers?
4,Chest pain.,Chest pain,0.5203001499176025,0.3347489833831787,0.9313799142837524,1.0,1.0,What is the most common symptom of MI?
5,30,30,0.2905054092407226,0.756127119064331,1.0000001192092896,1.0,1.0,How many ajzā cover the entire Quran?
6,Auswanderer.,Auswanderer,0.2577278614044189,0.6546576023101807,0.9820905923843384,1.0,1.0,What are people called who have left Germany but still speak German?
7,Yes.,United States never developed bilingualism as Canada did.,0.4025487899780273,0.6190087795257568,-0.0295449458062648,0.0,0.0,Is Canada bilingual?
8,Political instability and the Sandinista revolution in the late 1970s and 1980s.,the economic collapse of the country many more Nicaraguans migrated to the United States amongst other countries.,1.1455626487731934,1.6018264293670654,0.338203877210617,0.1379310344827586,0.1379310344827586,Was there a specific reason many Nicaraguans fled to the U.S.?
9,"The English-speaking American settlers entering the Southwest established their language, culture, and law as dominant, displacing Spanish in the public sphere.",the convention's English-speaking participants felt that the state's remaining minority of Spanish-speakers should simply learn English,0.2780475616455078,1.406360387802124,0.6088175177574158,0.238095238095238,0.238095238095238,Why didn't California officially become  bilingual?
10,2.4%,2.4,0.3669993877410888,0.8919668197631836,0.6556990146636963,1.0,1.0,"In March 2007, what percentage of Southampton residents claimed job seeker's allowance?"
11,There is no mention of the V-12 program in the provided context.,World War II,0.3187217712402344,1.3489646911621094,0.1263293772935867,0.0,0.0,The dead of what war were the first to be commemorated by the Virginia War Memorial?
12,"1821, after Mexico's War of Independence from Spain.","A large influx of Americans soon followed, originally with the approval of Mexico's president. In 1836",0.2737021446228027,1.0905296802520752,0.5143998861312866,0.2307692307692307,0.1538461538461538,When did the Americans come to Texas?
13,1888.,1888,0.307814359664917,0.8423752784729004,0.9602977633476256,1.0,1.0,When did NYC buy land for its parks?
14,There is no mention of a branch of the Department for Transport having its headquarters in Southampton.,Marine Accident Investigation Branch,0.2980449199676513,1.4928710460662842,0.1694504767656326,0.0952380952380952,0.0952380952380952,What branch of the Department for Transport has its headquarters in Southampton?
15,Primarily in what is now Germany.,Germany,5.1633241176605225,1.0405418872833252,0.6526151895523071,0.2857142857142857,0.2857142857142857,What country started programs that led to the welfare state?
16,Hampshire.,Hampshire,0.2912137508392334,0.5426485538482666,0.9606670141220092,1.0,1.0,What ceremonial county does Southampton still belong to?
17,1923.,1923,0.3637208938598633,0.6183719635009766,0.9702735543251038,1.0,1.0,When did the first Yankee Stadium open?
18,"Student programs, such as Student Union Activities.",Student Union Activities,0.5711989402770996,0.897536039352417,0.867924153804779,0.6,0.6,What is the name of a potential recipient of funds from enterprises like the bookstore and dining centers at KU?
19,Dr. Alan Whitehead (Labour),Dr. Alan Whitehead,0.3290505409240722,0.8497295379638672,0.8765349984169006,0.8571428571428571,0.8571428571428571,Who is Southampton Test's member of parliament?
20,Most MIs occur due to coronary artery disease.,coronary artery disease,2.9183309078216557,0.7255020141601562,0.5302587151527405,0.5454545454545454,0.5454545454545454,How do most MIs come about?
21,2007,2007,0.771895170211792,0.6157329082489014,1.0000001192092896,1.0,1.0,When was 'The Grand Concourse' published?
22,5,5,0.3365094661712646,0.5683333873748779,1.0,1.0,1.0,"In how many season from 2003 to 2009 did the ""Big Four"" take all four top places in the UEFA Champions League?"
23,The first reform concerning the calendar was the reform of the Julian calendar as used prior to Pope Gregory XIII's time.,Julian calendar,0.3324446678161621,1.8149631023406985,0.6165309548377991,0.1666666666666666,0.1666666666666666,What was the first reform concerning the calendar?
24,They compromised so that both churches could celebrate on the same day.,compromise,0.4947664737701416,1.3139081001281738,0.2968708872795105,0.1538461538461538,0.1538461538461538,What did churches do to settle the date if there was a difference? 
25,"No, the Hanseatic League was not exclusively German, as it included towns outside the Holy Roman Empire and had a multi-ethnic and multi-lingual structure.",The Hanseatic League was not exclusively German,0.2759015560150146,2.348911762237549,0.8734564185142517,0.4242424242424242,0.4242424242424242,Was the Hanseatic league exclusively German?
26,"Yes, the School Plays have such good reputations that they are normally fully booked every night.",fully booked every night,0.3276324272155761,1.6097760200500488,0.5388400554656982,0.4,0.4,Do the plays sport high attendance rates?
27,HRH The Duchess of Cornwall.,HRH The Duchess of Cornwall,0.4124932289123535,1.0157058238983154,0.991064429283142,1.0,1.0,Who christened the Cunard ship Queen Victoria in December 2007?
28,30.3%,30.3,0.393096923828125,0.9161710739135742,0.7069361209869385,1.0,1.0,What percentage of Germans are Evangelical Protestants?
29,The Rhine.,12 BC,1.601396560668945,0.6552376747131348,0.2451634556055069,0.0,0.0,In what did Emperor Augustus order the conquest of the Germans? 
30,"Oppidan Scholarships are awarded to boys who consistently perform with distinction in School and external examinations, either by achieving three distinctions in a row or four throughout their career.",consistently performing with distinction in School and external examinations,0.4508142471313476,2.306671619415283,0.4098820090293884,0.4736842105263158,0.4736842105263158,Under what circumstances are Oppidan Scholarships awarded?
31,The Election Chamber.,"Parlour, Election Hall, and Election Chamber",0.3105952739715576,0.8717539310455322,0.74503093957901,0.4444444444444444,0.4444444444444444,"Where are 18th century ""leaving portraits"" kept at Eton?"
32,Cunard.,Royal Caribbean,0.3055024147033691,0.8627455234527588,0.3913045525550842,0.0,0.0,"Besides Carnival, what other major cruise line parks its record-breaking cruise ships in Southampton Water? "
33,Tobacco.,tobacco,0.3656105995178222,0.7628774642944336,0.9471733570098876,1.0,1.0,What was contained in warehouses that were notably burned by Confederates when evacuating Richmond?
34,2014.,2014,0.2837746143341064,0.863553524017334,0.9431241750717164,1.0,1.0,When did the number of boarding bridges at Brasilia's airport nearly double?
35,King Henry VI.,the school was founded by King Henry VI,0.4246678352355957,0.867241621017456,0.6326433420181274,0.5454545454545454,0.5454545454545454,"Where do ""King's Scholars"" get their name?"
36,The Battle of Königgrätz.,(Battle of Königgrätz,60.8314847946167,1.1346423625946045,0.934846043586731,0.9090909090909092,0.9090909090909092,in What conflict of the German war did the Prussians successfully create the North German Confederation?
37,Pop-Tanning.,"""Pop-Tanning""",0.5200421810150146,0.8738870620727539,0.922032356262207,1.0,1.0,What was the most severe form of physical punishment at Eton referred to as?
38,21 March.,21 March,0.4016063213348388,0.8662312030792236,0.9650287628173828,1.0,1.0,Where did the Church of Alexandria place the vernal equinox?
39,1891.,1891,0.3072829246520996,0.7181479930877686,0.96898090839386,1.0,1.0,In what year did an incident help introduce added time?
40,Southampton Docks company,Southern Railway Company,0.319507360458374,0.8606069087982178,0.3860681653022766,0.3333333333333333,0.3333333333333333,What company commissioned the program that created the Western Docks?
41,Roxbury Latin School.,Roxbury Latin School,0.386030912399292,0.7014930248260498,0.9813416600227356,1.0,1.0,"Which male private school in Boston, USA has Eton formed a relationship with?"
42,Emporia.,Emporia,0.9155220985412598,0.8156635761260986,0.9787183403968812,1.0,1.0,What competing city was next in line if Lawrence would have been unable to meet the requirements necessary to get KU built in its city?
43,"No, New Mexico has no official language, but Spanish is widely used and promoted in the state.",the state has no official language.,0.3141918182373047,1.5310664176940918,0.5183490514755249,0.5217391304347826,0.3478260869565218,Does New Mexico have an official language?
44,"The text does not mention the ""Savile club"" at Eton.",Rare Books and Manuscripts,0.3003334999084472,1.4046859741210938,0.0845066159963607,0.0,0.0,What is the interest of the Savile club at Eton?
45,1 spot.,one,0.3353893756866455,0.6582927703857422,0.4638720154762268,0.0,0.0,How many restaurants in the western style were present in Kathmandu circa 1955?
46,"Bill Self is the head coach of the men's basketball team, but the overall athletic director is Sheahon Zenger.",Sheahon Zenger,0.2657365798950195,1.9067943096160889,0.388081431388855,0.1818181818181818,0.1818181818181818,Who is in charge of all sports teams at KU?
47,"The culprit was summoned to appear in a pair of old trousers, as the caning would cut the cloth to shreds.",the caning would cut the cloth to shreds,0.2909674644470215,1.9130301475524905,0.7017157077789307,0.5517241379310345,0.5517241379310345,Why was a subject ordered to appear to Pop-Tanning in old trousers?
48,"£3,800.","£1,700",0.5691831111907959,0.9239010810852052,0.832465410232544,0.0,0.0,How far below the national average is the average annual salary in Southampton?
49,Aussiedler.,Aussiedler,0.3549821376800537,0.8721046447753906,0.9802640080451964,1.0,1.0,"Who are people of German ancestry but have lived in other parts of Europe, then returned to Germany?"
50,Bill Self.,Bill Self,0.2258715629577636,0.608372688293457,0.9688641428947448,1.0,1.0,Who is the head of men's basketball at KU?
51,Six million.,six million Spanish language students.,0.2447266578674316,0.5071799755096436,0.556219220161438,0.5714285714285715,0.5714285714285715,How many Spanish speaking students are there in the United States?
52,Tim Johnson.,Tim Johnson,0.2284739017486572,0.6081860065460205,0.9791494011878968,1.0,1.0,Who is the current Precentor?
53,1648.,1648,0.2576913833618164,0.8660199642181396,0.9706646203994752,1.0,1.0,In what year was the Academie royale de peinture et de sculpture founded?
54,The accumulated difference between the Julian calendar year (365.25 days) and the solar year (365.2425 days).,length of the year,0.4508812427520752,1.7346532344818115,0.5731083154678345,0.1818181818181818,0.1818181818181818,What did Lilius first propose to correct in the calendar?
55,16,16,0.691636323928833,0.7737953662872314,1.0,1.0,1.0,How many policing districts was Paris divided into?
56,AACSB.,AACSB,0.4342467784881592,0.3726711273193359,0.9822710752487184,1.0,1.0,By what acronym is the Association to Advance Collegiate Schools of Business known?
57,London.,London,0.5939822196960449,0.76603102684021,0.9624133110046388,1.0,1.0,In what city did the US and Russia conduct nuclear talks in 1955?
58,The Battle of the Teutoburg Forest.,Battle of the Teutoburg Forest,0.3217742443084717,0.8714504241943359,0.9778212904930116,0.9090909090909092,0.9090909090909092,The Romans suffered a horrible defeat in there conquest of the Germans in what battle? 
59,HMS Grace Dieu.,HMS Grace Dieu,0.2891914844512939,0.8927774429321289,0.9884202480316162,1.0,1.0,What's the name of the famed warship built in Southampton for Henry V?
60,The Teutonic Knights.,Catholic German Teutonic Knights,0.2621042728424072,0.6949598789215088,0.8366623520851135,0.5714285714285715,0.5714285714285715,What was the name of the group that waged war in the Baltic?
61,3,subtract one day,0.3622100353240967,0.5812370777130127,0.1755082458257675,0.0,0.0,How many days do you subtract to convert days from a calendar?
62,The Red Lion public house.,Red Lion,0.2756366729736328,0.9628102779388428,0.7220526337623596,0.5714285714285715,0.5714285714285715,What is the public house where the men from Southampton Plot were tried called now?
63,5,five,0.3588030338287353,0.769798755645752,0.9229784607887268,0.0,0.0,How many sectors make up the Kathmandu metropolitan area?
64,20 September 1582.,20 September 1582,0.2966585159301758,1.0243151187896729,0.9859449863433838,1.0,1.0,When were the rights to print the calendar withdrawn?
65,Southampton Central.,Southampton Central,0.2842881679534912,0.8132565021514893,0.9739577770233154,1.0,1.0,What's the name of the main train station in Southampton?
66,The M27 motorway.,the M27,0.5861034393310547,0.7939941883087158,0.7321831583976746,0.8,0.8,What motorway crosses the River Test to the North?
67,1417.,1417,0.2513289451599121,0.8650085926055908,0.9762625694274902,1.0,1.0,In what year was the God's House Tower built?
68,Southampton.,Winchester,0.7054266929626465,0.5983729362487793,0.3780044317245483,0.0,0.0,"Prior to the 11th century, what was Anglo-Saxon England's capital?"
69,£28 million.,£28 million,0.2828025817871094,0.8710641860961914,0.9704371690750122,1.0,1.0,What's the impressive budget of the SeaCity Museum?
70,"Unfortunately, the text does not provide information on the exact percentage of UK's passenger traffic handled by Southampton during the inter-war period.",half,0.3064992427825928,1.9641249179840088,0.2241263091564178,0.0,0.0,How much of the population depends on agriculture?
71,Sea City.,Sea City,0.2784442901611328,0.8214771747589111,0.9748167991638184,1.0,1.0,What Southampton festival culminates in the Boat Show?
72,2.5%,2.5,0.4064047336578369,0.9157967567443848,0.7069843411445618,1.0,1.0,What percent of the Seleucid empire were comprised of native elites?
73,2005.,2005,0.3030958175659179,0.8710098266601562,0.9588066935539246,1.0,1.0,When was this type of hunting introduced?
74,The Duke of Wellington.,Duke of Wellington,0.2831792831420898,0.8704001903533936,0.9686573147773744,0.8571428571428571,0.8571428571428571,"Who was incorrctly quoted in saying ""The Battle of Waterloo was won on the playing-fields of Eton""?"
75,Kids Can't Fly.,Kids Can't Fly,0.2332408428192138,0.7067015171051025,0.9852892160415648,1.0,1.0,What band that broke up in 2014 was formed in Southampton?
