idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, symphonie concertante,Motif,0.0005016326904296,0.8874838352203369,0.1596414446830749,0.0,0.0,Palladio was a composition for a string orchestra it was the work in three movements called concerto grosso or also called what?
1, Jackie Robinson,"Harold Peter Henry ""Pee Wee"" Reese",0.000507116317749,0.4359500408172607,0.2361334860324859,0.0,0.0,"The Boys of Summer is a 1972 non-fiction baseball book, in it he tracks the lives of which American professional baseball player? "
2, Austin,Boston,0.0005130767822265,0.3004472255706787,0.5155512094497681,0.0,0.0,Sheldon Gilgore served as president of a company that is about 50 miles west of what city?
3, David Ferrer,David Ferrer,0.0005121231079101,0.5607001781463623,1.0000001192092896,1.0,1.0,Who defeated American professional tennis player and former World No.1 in the sport?
4, Kal Ho Naa Ho,Kal Ho Naa Ho,0.0005221366882324,0.8430612087249756,1.0,1.0,1.0,Arjun Kapoor worked as an assistant on which film directed by Nikkhil Advani?
5, Woodstock (1970) was released earlier than Target for Tonight (1941).,Target for Tonight,0.0005078315734863,2.450712919235229,0.4141295850276947,0.4615384615384615,0.4615384615384615,"Which film was produced first, Target for Tonight or Amy?"
6, Tim Hamblin,Tim Hamblin,0.0005199909210205,0.6954867839813232,1.0,1.0,1.0,Who is the current principal of the public high school in the largest suburb of Wichita?
7, Ashland,Ashland,0.0005145072937011,0.4319038391113281,1.0,1.0,1.0,"What county seat of Clark County, Kansas, is also north of the Cimarron Redoubt?"
8, Yes.,yes,0.0005078315734863,0.4248559474945068,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
9," 8,966","8,966",0.000514268875122,0.6964523792266846,1.0,1.0,1.0,"Bloomfield, Montana is in the county that had a 2010 population of what?"
10," 2,956","2,956",0.0005104541778564,0.7039639949798584,0.9999999403953552,1.0,1.0,"How many hotel rooms are in the hotel where Wayne Newton performed his May 23, 1989 Pay-Per-View concert?"
11, Australia,Australia,0.000511884689331,0.2925055027008056,1.0000001192092896,1.0,1.0,"Queen Victoria Village, generally known as QV Melbourne or just QV, is a precinct in the central business district of Melbourne, Victoria, located directly opposite the State Library of Victoria is Melbourne Central, a large shopping centre, office, and public transport hub in the city of Melbourne, in which country?"
12, Citizens United Productions,Citizens United Productions,0.0005030632019042,0.565969705581665,1.0,1.0,1.0,A film director born in 1953 worked with David Bossie for which production company to produce Generation Zero?
13," Broken Bells has 2 members, while Redd Kross has 2 members.",Redd Kross,0.0005223751068115,2.584228754043579,0.5514099597930908,0.3076923076923077,0.3076923076923077,Which band has more members; Broken Bells or Redd Kross?
14, Alan Sokal,Alan Sokal,0.0005059242248535,0.5592465400695801,0.9999999403953552,1.0,1.0,What professor of mathematics authored the book Fashionable Nonsense?
15, 0.4%,0.4 percent,0.0005114078521728,0.8430135250091553,0.969854772090912,0.8,0.8,"According to Pew Research in 2015, what percentage of the U.S population self-identified with this Protestant Christian denomination that Lakeland University is affiliated with?"
