idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, 1958,1958,0.0004932880401611,0.5405943393707275,1.0000001192092896,1.0,1.0,People of the City is a novel by Cyprian Ekwensi that preempted the importance of a novel first published in what year?
1, Emma Goldman,Emma Goldman,0.0005130767822265,0.3614208698272705,1.0000001192092896,1.0,1.0,"Road to Freedom was a monthly anarchist political journal published by Hippolyte Havel, the journal is known as the successor to Mother Earth"" by which anarchist political activist and writer?"
2, King Claudius in Hamlet.,Hamlet,0.0005030632019042,0.9310483932495116,0.7842230200767517,0.4,0.4,"Valerio Binasco, played which character in the self-titled adaption directed by Carlo Cecchi in 1999?"
3, Film Stars Don't Die in Liverpool,Film Stars Don't Die in Liverpool,0.0004811286926269,0.9309918880462646,1.0,1.0,1.0,What film starting Frances Barber was based on a memoir by Peter Turner?
4, East Is East,East Is East,0.00050950050354,0.4849817752838135,1.0000001192092896,1.0,1.0,"Directed by Damien O'Donnell, what 1999 movie was written by one of the titular characters of ""Sammy and Rosie Get Laid""?"
5, Idaho and Montana.,Idaho and Montana,0.000493049621582,0.5883796215057373,0.9853710532188416,1.0,1.0,What states does the wilderness containing the Bad Luck Creek span?
6, The Hills Have Eyes (2006),The Hills Have Eyes,0.0005049705505371,1.05234956741333,0.8884730339050293,0.888888888888889,0.888888888888889,What horror film that was a remake of a 1977 Wes Craven film did Robert Joy act in?
7, Nur ul-Haq Ulumi,Nur ul-Haq Ulumi,0.0005147457122802,0.8174171447753906,1.0,1.0,1.0,Who is a former member of a Afghan party established in 1965?
8," 850,996","850,996",0.0005013942718505,0.5958261489868164,1.0,1.0,1.0,What is the population of the French island that the village of Quartier-Français is located?
9, Mata Hari,Mata Hari,0.0005097389221191,0.3604183197021484,1.0000001192092896,1.0,1.0,Georges Ladoux was famous for recruiting which exotic dancer as a French spy?
10, Chinese.,Nearly 1.2 billion people,0.000514268875122,0.3599514961242676,0.1842540502548217,0.0,0.0,How many people speak the same language as Wang Dong?
11, Newcastle United.,Newcastle United,0.0005114078521728,0.4738650321960449,0.971900463104248,1.0,1.0,Sports Direct is owned by an English billionaire that owns which football/soccer club?
12," Yes, they are both American.",yes,0.0005052089691162,0.930445432662964,0.2474090903997421,0.3333333333333333,0.3333333333333333,Can Fraxinus and Onoclea both be found in North America?
13, Christian Schneider,Christian Schneider,0.0004947185516357,0.3675870895385742,1.0,1.0,1.0,"Gummibar is most notable for a novelty dance song that was first released in Hungary, and was written by who?"
14, Scotter,Scotter,0.0005033016204833,0.3707466125488281,1.0000001192092896,1.0,1.0,What is the name of the large village situated bewteen Scunthorpe and Gainsborough that is near to the village of Scotton?
15, Richard Adams,Richard Adams,0.0005092620849609,0.3607122898101806,1.000000238418579,1.0,1.0,Bunnies & Burrows is an RPG inspired by the novel by which author?
