idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, 11,the eleventh,0.0004985332489013,0.4556574821472168,0.6740362644195557,0.0,0.0,"What number is the series of ""Oz"" books does the City of Thi appear in?"
1, Ontario Six Nations.,the Mohawk Valley,0.0004975795745849,0.6577188968658447,0.3418799340724945,0.0,0.0,Where was Janet Rogers' tribe historically based?
2, 2013,2013,0.0004878044128417,0.5352990627288818,1.0,1.0,1.0,When were the band that released the song Charlemagne formed ?
3," 1,275-965.","1,275-965",0.0005040168762207,1.0462417602539062,0.9852176904678344,1.0,1.0,What is the lifetime professional coaching record of the Hall of Fame coach that coached Tad Boyle in 2015?
4, United Airlines,Bingham Group,0.0004937648773193,0.4082710742950439,0.2319451570510864,0.0,0.0,What company did the executive who was onboard the September 11th flight to San Francisco work public relations for?
5, The Russian Space Agency.,Russian Space Agency,0.0004961490631103,0.8198308944702148,0.9730609655380248,0.8571428571428571,0.8571428571428571,"Interbol, is an international space project under the leadership of which organization, and the Space Research Institute of the Russian Academy of Sciences, the goal of the project is to study the correlations between which item, can simply be considered as a gaseous mixture of negatively charged electrons and highly charged positive ions, however, true plasma production is from the distinct separation of these ions and electrons that produces an electric field, which in turn, produces electric currents and magnetic fields, in the tail of the magnetosphere and in the Van Allen radiation belt?"
6, NBC.,NBC,0.0005035400390625,0.4352476596832275,0.9715014696121216,1.0,1.0,"The actress that played Lila Crane in the 1960 film ""Psycho"" also stars with Barbara Eden in a 1971 made-for-tv film that premiered on what network?"
7, Yes.,yes,0.0005085468292236,0.4016745090484619,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
8, Edwina Currie,Edwina Currie,0.0004975795745849,0.7929389476776123,1.0,1.0,1.0,What former British politician played in Beyond a Joke?
9, Women's magazines.,magazine,0.0005092620849609,0.6553938388824463,0.8122988939285278,0.5,0.5,"Moves and Heavy Metal, are which type of publication?"
10, 2010,2010,0.0004961490631103,0.529717206954956,1.0,1.0,1.0,The album Different Strokes was produced by an American rhythm-and-blues singer who died in which year?
11, Eugen Bleuler.,Eugen Bleuler,0.0004947185516357,0.8210625648498535,0.987130343914032,1.0,1.0,"The Roots of Coincidence is a 1972 book by Arthur Koestler, an introduction to theories of parapsychology, including extrasensory perception and psychokinesis, it is influenced by Carl Jung's concept of synchronicity, Jung, was a Swiss psychiatrist and psychoanalyst who founded analytical psychology, as a notable research scientist based at the famous Burghölzli hospital, under who?"
12, New York.,New York,0.0005064010620117,0.5297951698303223,0.964856505393982,1.0,1.0,"101 Park Avenue and 55 Water Street, are located in which state?"
13, 2 years and 126 days,"70 years, 126 days",0.0004937648773193,1.046581745147705,0.8337892293930054,0.6666666666666665,0.6666666666666665,The king during  the 166th year of the Rattanakosin Kingdom of Thailand served for how many years and days?
14, Yes.,yes,0.0004949569702148,0.4011871814727783,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
15," Eugene, Oregon",Oregon Coast,0.0005104541778564,0.5352497100830078,0.6887365579605103,0.5,0.5,"What is 50 mi east of the University of California, Berkeley's current American football coach's home town? "
