idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, American,American,0.2910563945770263,22.803812503814697,1.0,1.0,1.0,Kerry Remsen is the daughter of an actor with what ethnicity?
1, Savile Row,Savile Row,0.3561544418334961,23.142959117889404,1.0000001192092896,1.0,1.0,"Holland & Sherry is a fabric mill founded in London in 1836, on which street it the head office located, in Mayfair, central London?"
2, 1995,1995,0.3339571952819824,23.28076219558716,1.0,1.0,1.0,When was the indoor sports arena opened which is the home arena of the Vancouver Canucks of the National Hockey League team?
3, Taylor Momsen,The Pretty Reckless,0.3588142395019531,23.35943293571472,0.2036830782890319,0.0,0.0,"Which rock band has more members, Muse or The Pretty Reckless?"
4," Michael Corvin is a fictional character from the ""Underworld"" series, played by Scott Speedman.",Underworld,0.3408155441284179,27.212505102157596,0.4099450409412384,0.1333333333333333,0.1333333333333333,"Which band was formed first, Underworld or Zonic Shockum?"
5, No.,yes,0.3470215797424316,23.088664293289185,0.6049201488494873,0.0,0.0,Can Fraxinus and Onoclea both be found in North America?
6, 1993,1993,0.3587877750396728,23.279310703277588,1.0000001192092896,1.0,1.0,In what year was Bradley Orr's football playing nephew born?
7, South Korea,South Korea,0.362088680267334,22.95453953742981,1.0,1.0,1.0,"From which country hails the film director, who co-wrote 'Welcome to Dongmakgol' the 2005 critical and commercial hit?"
8, Franck Ribéry,Franck Henry Pierre Ribéry,0.3500039577484131,23.47561264038086,0.8732913732528687,0.7499999999999999,0.7499999999999999,"Olympique de Marseille extended their titleless run to 15 years - but had a decent season, where they qualified for the UEFA Champions League for the second year running, and won away from home in the 2007-08 tournament at Anfield against 2007 finalists Liverpool, having sold which French professional footballer who plays for German club Bayern Munich?"
9, RITA Award for Best Historical Romance.,RITA Award,0.3534755706787109,24.25025320053101,0.7978482246398926,0.5,0.5,What award did the historic romantic novel No Good Duke Goes Unpunished win in 2014?
10, InQuest Gamer,Wizard Entertainment,0.3579950332641601,23.32242155075073,0.2935390174388885,0.0,0.0,VTES 3rd Edition expansion won a magazine award in 2007 published by who?
11, Big Machine Records,Big Machine Records,0.3623003959655761,23.295066595077515,0.9999999403953552,1.0,1.0,What label released the album that was recorded by the person who Kanye West interrupted on stage at the MTV music awards in 2009?
12, John Travolta.,"Welcome Back, Kotter",0.3574109077453613,23.50201392173767,0.0617883205413818,0.0,0.0,Which TV series introduced the star who was paired with Robert De Niro in the film Killing Season ?
13, Unity Church,Unity Church,0.351668119430542,23.037357568740845,1.0,1.0,1.0,Sacred Heart Catholic Church was bought by which New Thought Christian organization?
14, Nicandra,Nicandra,0.3504059314727783,23.088366270065308,1.0,1.0,1.0,"Which plant was been adopted into the traditional medicine of countries far-removed from its original home, Nicandra or Sternbergia?"
15," Richard, the Earl of Cornwall",Germany,0.354691743850708,23.97251605987549,-0.0258130449801683,0.0,0.0,Ridderronde Maastricht is held in the country that  borders what country on the east?
16, 2015,2015,0.3444993495941162,23.29690647125244,1.0,1.0,1.0,Nick Bell is the Vice President of the company whose CEO was named youngest billionaire in the world in what year?
17, Geodesic domes.,geodesic dome,0.3877239227294922,23.896016836166385,0.9207158088684082,1.0,1.0,Triodetic domes are different than what thin-shell structure in that they lack full spheres?
18, Irshad Manji,Andrew Moodie,0.3519349098205566,23.70597529411316,0.2231740355491638,0.0,0.0,"Who succeeded the critic known as ""Osama bin Laden's worst nightmare""?"
19, Kate Pierson.,Kate Pierson,0.355304479598999,23.497299671173096,0.982607364654541,1.0,1.0,"Guitars and Microphones is the debut studio solo album by which American vocalist, lyricist, and one of the singers and founding members of The B-52's?"
20, Dogs,dogs,0.354121446609497,22.913716793060303,1.0000001192092896,1.0,1.0,Both the Pyrenean Mastiff and the Braque d'Auvergne are what?
21, Paul Brandt,Paul Brandt,0.3596594333648681,23.21336269378662,1.0,1.0,1.0,What country artist born as Paul Rennée Belobersycky released the album A Gift?
22, Harry Houdini,Erik Weisz,0.3470702171325683,23.49274969100952,0.3025445342063904,0.0,0.0,What was the birth name of the dead magician who Frances Farmer was trying to contact?
23, The United Kingdom.,United Kingdom,0.3451225757598877,23.480907201766968,0.8928201198577881,0.8,0.8,"No Turning Back is an album in a style of music with roots in blues rock and psychedelic/acid rock, that developed where?"
24, Woolgoolga,"Woolgoolga, New South Wales, Australia.",0.3601992130279541,23.52525949478149,0.7604231834411621,0.3333333333333333,0.3333333333333333,What town is located within the North Coast region and on the Pacific Highway?
25, Honister Pass.,Borrowdale,0.3472681045532226,23.43498420715332,0.1825190484523773,0.0,0.0,What civil parish links Seatoller to Gatesgarth?
26, The Moody Blues,The Moody Blues,0.3590788841247558,23.25638961791992,1.0000001192092896,1.0,1.0,"An album from 1967 and includes songs like ""Twilight Time"" is performed by what group?"
27, Music Icons,"""Music Icons""",0.3462131023406982,22.980700492858887,0.955531656742096,1.0,1.0,"Alamgir joined Meesha Shafi, Strings, Ali Azmat and Shahzad Hasan as a judge on which popular show?"
28, Yes.,Anne Spencer Lindbergh,0.3500862121582031,23.060713529586792,0.0874261707067489,0.0,0.0,"Highfields was the home of Charles and his wife, the famous aviators, she was an American author, as well?"
29, International Paper,International Paper,0.348400354385376,23.03006219863892,0.9999999403953552,1.0,1.0,"What is the name of this American pulp and paper company with approximately 55,000 employees, which acquired Temple-Inland in 2012?"
30, Yes.,no,0.3578798770904541,22.976235151290894,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?
31," Microsoft Windows, Nintendo Switch, PlayStation 4, and Xbox One.",near future New York City,0.3499963283538818,25.66281294822693,0.1101231426000595,0.0,0.0,What is the setting for the game engine Snowdrop?
