idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,Polarity.,Polarity,0.0014581680297851,2.5662622451782227,0.9502789974212646,1.0,1.0,"Which game has been published by more companies, Polarity or Flibbix?"
1,Three.,three Grammy Awards,0.0013432502746582,1.1613850593566897,0.4105435311794281,0.5,0.5,Cam de Leon created the early artwork of a band that has won how many Grammy Awards ?
2,"13 years, from 1922-1935.",one,0.0013630390167236,1.7324459552764893,0.1021979600191116,0.0,0.0,"How many awards did the ""A Girl Like Me"" singer win at the American Music Awards of 2012?"
3,Kitten Natividad.,Kitten Natividad,0.0012290477752685,1.3485522270202637,0.9836938381195068,1.0,1.0,"Which star in Beneath the Valley of the Ultra-Vixens is a Mexican American film actress, exotic dancer, and porn star?"
4,"Jackson Wang, the son of Wang Ruiji, is a Hong Kong rapper, singer, and dancer who is fluent in 6 languages.",Jackson Wang,0.0011911392211914,2.477259874343872,0.7477056980133057,0.1739130434782608,0.1739130434782608,What son of a Chinese fencer is an entertainer and is fluent in 6 languages?
5,The Affair.,Whitney Solloway,0.0013306140899658,1.2952868938446045,0.1990543603897094,0.0,0.0,What was the name of a character in the drama series created by Sarah Treem and Hagai Levi?
6,The public and society.,the public and society,0.0012614727020263,1.376633644104004,0.9770885109901428,1.0,1.0,This Serbian-American inventor was a person you lived in volantary seculsion from who?
7,"No, Paul Baloff was a thrash metal singer.",no,0.0011920928955078,1.7268078327178955,0.2179137170314788,0.2222222222222222,0.2222222222222222,Are Chris Marker and Yvonne Rainer American?
8,Nicktoons Network.,Nicktoons,0.0012485980987548,1.318037748336792,0.838874340057373,0.6666666666666666,0.6666666666666666,Kappa Mikey and Edgar & Ellen are both shows that play on what network?
9,London Weekend Television.,London Weekend Television,0.0012998580932617,1.2672829627990725,0.9842921495437622,1.0,1.0,"Who produced the comedy series that ""Unter einer Decke"" is based on ?"
10,1986,1986,0.0012288093566894,1.242825984954834,1.0000001192092896,1.0,1.0,"Alan Douglas Ruck, is an American actor, he played Cameron Frye, Bueller's hypochondriac best friend in John Hughes' ""Ferris Bueller's Day Off"", released in which year?"
11,1217,1123,0.0012598037719726,1.172534465789795,0.75947105884552,0.0,0.0,What year was the abbey established that elected Nicholas as Bishop of the Isles?
12,39650,39650 acre,0.0011970996856689,1.1474602222442627,0.5309562683105469,0.6666666666666666,0.6666666666666666,How many acres is the Horse Range that was established by Congress in Bighorn Canyon National Recreation Area?
13,Full Tilt Poker.,Full Tilt Poker,0.0013391971588134,1.378394603729248,0.982835054397583,1.0,1.0,Where is the online player specializing in a variant of poker that used to be the most widely played version of poker in home games playing predominantly?
14,Monfragüe.,Monfragüe,0.0012276172637939,1.2584266662597656,0.9697402715682985,1.0,1.0,"What Spanish national park is noted for its bird-life, Monfragüe or Picos de Europa National Park?"
15,The European debt crisis.,The European debt crisis,0.0012447834014892,1.357450246810913,0.9770410060882568,1.0,1.0,"During Which debt crises did PIGS  used to refer to the economies of Portugal, Ireland, Greece, and Spain, four EU member states"
