idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,Sponges typically feed by drawing in water through pores.,drawing in water through pores,0.227734088897705,2.742060661315918,0.5807777643203735,0.7142857142857143,0.7142857142857143,How do sponges typically feed?
1,1773.,1773,0.3722138404846191,0.8531484603881836,0.9729280471801758,1.0,1.0,When did Isaac Backus write against a state sanctioned religion?
2,"The Act of ""Nihil novi nisi commune consensu"" (Latin for ""I accept nothing new except by common consent"") granted the nobility the right to approve any new laws passed by the king, effectively transferring legislative power from the king to the Sejm.",forbade the king to pass any new law without the consent of the representatives of the nobility,0.2946898937225342,3.171238899230957,0.4205596148967743,0.4406779661016949,0.271186440677966,"What did The Act of ""Nihil novi nisi commune consensu"" Do"
3,J. Brent Walker.,J. Brent Walker,0.2517733573913574,0.797288179397583,0.9862083196640016,1.0,1.0,Who is the Executive Director of the Baptist Joint Committee?
4,"March 24 to August 8, 2008.",April 28.,0.3179478645324707,0.9432415962219238,0.6952589750289917,0.0,0.0,What date did the torch relay event take place?
5,The Silk Road.,Silk Road,0.3413357734680176,0.8418014049530029,0.9549000263214112,0.8,0.8,Which network was used to exchange goods with Rome?
6,"Olympia, Greece.","Olympia, Greece",0.2486791610717773,0.6553616523742676,0.9843223690986632,1.0,1.0,Where was the Olympic torch lit?
7,Museum of Contemporary Art Detroit.,Museum of Contemporary Art Detroit,0.3762707710266113,0.9618375301361084,0.989595115184784,1.0,1.0,What does MOCAD stand for?
8,The separation of church and state.,constitutional limitation on religious establishment,0.3436722755432129,1.0101203918457031,0.6398825645446777,0.0,0.0,What do scholars also disagree with about the way the Supreme Court has interpreted what?
9,Hereditary and privileged.,"formalized, hereditary",0.2854995727539062,0.7039802074432373,0.6432408690452576,0.4,0.4,What are two adjectives that best describe the szlachta?
10,Co-proprietors of Piast realms.,co-proprietors of Piast realms,0.2843227386474609,1.0872116088867188,0.976728081703186,1.0,1.0,What did some Mozni regard themselves with?
11,A religious dimension.,a religious dimension,0.2399308681488037,0.5592765808105469,0.9742680191993712,1.0,1.0,What has the separation of church and state failed to deny the political realm of?
12,Night blooming cereus.,cereus,0.4667925834655761,0.7447645664215088,0.7025151252746582,0.5,0.5,What is the name of the night blooming flower on St. Barts?
