idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,Whites and males.,whites and males,0.0013632774353027,2.392994880676269,0.9715855121612548,1.0,1.0,Studies showed that discrimination in both business sectors and education resulted in advantages for what group of people?
1,The academic computing department.,academic computing,0.0013270378112792,1.3025236129760742,0.8046208620071411,0.6666666666666666,0.6666666666666666,What division of the University of Kansas contributed to the development of the internet?
2,The Princeton Review.,Princeton Review,0.0012390613555908,1.300231695175171,0.9508841037750244,0.8,0.8,Who considered the business school of the University of Kansas among the best Midwestern business institutions?
3,Anthocyanin density in purple grape skin.,anthocyanins,0.001206636428833,1.4573848247528076,0.5482739210128784,0.2857142857142857,0.2857142857142857,What pigment is responsible for the color of leaves in fall?
4,"""Home on the Range""","""Kansas Song""",0.0012407302856445,1.3777761459350586,0.2463511526584625,0.0,0.0,What is the name of a song that references the state that KU serves?
5,Princeton University.,Office for Civil Rights,0.0012946128845214,1.293307542800903,0.1339511275291443,0.0,0.0,With which organization did Li file a civil rights complaint?
6,"The state of race relations, including the evacuation of Americans of Japanese descent during the war.",the state of race relations,0.0012562274932861,2.041795492172241,0.6191291809082031,0.4761904761904761,0.4761904761904761,What was the committee especially disturbed by as indicated in their report?
7,"President John F. Kennedy, who issued Executive Order 10925, which was the first federal policy to use the term ""affirmative action"".",Harold L. Ickes,0.0012300014495849,2.6475865840911865,0.1474273949861526,0.0,0.0,Who was the true backer of the cause of affirmative action?
8,Lower-class European Americans.,lower-class European Americans,0.0012609958648681,1.3723325729370115,0.9674360752105712,1.0,1.0,At who's expense other than Asian Americans are upper-class African Americans and Hispanic Americans supposedly benefiting?
9,Bill Self.,Bill Self,0.001194953918457,1.225804567337036,0.9688641428947448,1.0,1.0,Who is the head of men's basketball at KU?
10,The Education and Justice Departments.,Education and Justice Departments,0.0012257099151611,1.4216454029083252,0.9707198143005372,0.888888888888889,0.888888888888889,Who did the organizations file the complaints with?
11,Vitis vinifera.,Vitis vinifera,0.0012166500091552,1.2610394954681396,0.9830338358879088,1.0,1.0,What species of grape are grown by Black Monukka?
12,Wilt Chamberlain.,Wilt Chamberlain,0.0011963844299316,1.3732564449310305,0.9826033115386964,1.0,1.0,Who is considered the most famous basketball alumnus of KU?
13,"Alan Mulally, former President and CEO of Ford Motor Company, attended KU.",Alan Mulally,0.0012452602386474,1.9923694133758545,0.6088115572929382,0.2857142857142857,0.2857142857142857,What former leader of a car manufacturing company attended KU?
14,Crimson and royal blue.,crimson and royal blue,0.0012292861938476,1.327136754989624,0.9826592803001404,1.0,1.0,What colors are worn by KU's athletic teams?
15,June 1963.,June 1963,0.0012574195861816,1.3951311111450195,0.9795911312103271,1.0,1.0,When did President Kennedy issue Executive Order 11114?
16,"When an individual enters the service of the country, he necessarily surrenders some of the rights and privileges which are inherent in American citizenship, but the government undertakes to protect his integrity as an individual.",surrenders some of the rights and privileges,0.0012576580047607,3.0916318893432617,0.5604907274246216,0.3333333333333333,0.3333333333333333,What did the findings say occurred to an individual when he enters the armed services?
17,Richmond v. J.A. Croson Co.,Richmond v. J.A. Croson Co.,0.0012657642364501,1.6430771350860596,1.0,1.0,1.0,What is an example case that can help display where upholding a racial classification is beneficial?
18,"New Haven, Connecticut.","New Haven, Connecticut",0.0012514591217041,1.3837368488311768,0.9801520109176636,1.0,1.0,Where was the issue of White and Hispanic firefighters heard in the case based out of?
19,Red wine.,red wine,0.0012276172637939,1.2398982048034668,0.9667990803718568,1.0,1.0,What type of wine is fermented with grape skin?
20,1993.,1993,0.0011820793151855,1.259558916091919,0.9678646326065063,1.0,1.0,When did Nadelmann write about global policing?
21,"Overland Park, Kansas.",Overland Park,0.0012280941009521,1.4567999839782717,0.8808357119560242,0.8,0.8,In what city is the Edwards Campus located?
22,Table grapes.,table grapes,0.0011820793151855,1.1237351894378662,0.9789943099021912,1.0,1.0,What are grapes that are eaten raw classified as?
23,"The schools of architecture, music, arts, business, education, engineering, journalism, law, pharmacy, and social welfare charge additional fees.",additional fees,0.0012173652648925,2.4603450298309326,0.6156103014945984,0.1999999999999999,0.1999999999999999,What is charged at KU's specialized professional schools?
24,Nike.,Nike,0.0012149810791015,1.2168781757354736,0.9638914465904236,1.0,1.0,What manufacturer became Arsenal's uniform provider in 1994?
25,Vitis vinifera.,Vitis vinifera,0.0011961460113525,1.2698955535888672,0.9830338358879088,1.0,1.0,What species of grape are grown by Black Monukka?
26,Title VII of the Civil Rights Act aimed to end discrimination in all firms with 25 or more employees.,to end discrimination in all firms with 25 or more employees,0.0012032985687255,2.1708202362060547,0.6981199979782104,0.7333333333333334,0.7333333333333334,What was the purpose of Title VII of the Civil Rights Act?
27,"Princeton Dean of Admissions Janet Rapelye stated that Li was not admitted because ""many others had far better qualifications"" and his extracurricular activities were ""not all that outstanding"".",many others had far better qualifications,0.0012495517730712,3.034587144851685,0.4157679677009582,0.3529411764705882,0.3529411764705882,What did Princeton claim the real reasons for the rejection of Li's application was?
28,Shelby Steele believes that the true concept of affirmative action is enforcing equal opportunity.,enforcing equal opportunity,0.0012288093566894,1.9023010730743408,0.4943450093269348,0.3529411764705882,0.3529411764705882,What does Shelby Steele believe that the true concept of affirmative action is?
29,KU's engineering school was compared to other public engineering schools in the US.,national universities,0.0012383460998535,1.9291958808898928,0.3093489408493042,0.0,0.0,Against what other kinds of institutions was KU's engineering school compared?
30,The KU Endowment seeks to partner with donors.,donors,0.0012042522430419,1.602711200714111,0.5065339803695679,0.2222222222222222,0.2222222222222222,To whom does the KU Endowment seek to connect with?
31,The Kansas Jayhawks.,Kansas Jayhawks,0.0012061595916748,1.3155813217163086,0.935880720615387,0.8,0.8,What is the name of KU athletic teams?
32,131 colleges and universities participated in the V-12 Navy College Training Program.,131,0.0012252330780029,1.8945531845092771,0.3698021471500397,0.1428571428571428,0.1428571428571428,How many institutions participated in the V-12 program?
33,John F. Kennedy criticized President Eisenhower during the 1960 presidential election.,John F. Kennedy,0.0012459754943847,1.8901991844177248,0.4802888035774231,0.4285714285714285,0.4285714285714285,Who was the Democratic candidate for president in 1960?
