idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,"Liza Minnelli's Academy Award-winning role is Sally Bowles in the 1972 musical film ""Cabaret"".",Sally Bowles,0.0011157989501953,2.642451524734497,0.5221086144447327,0.2222222222222222,0.2222222222222222,What is the Academy Award-winning role of the actress who also starred Stepping Out?
1,"No, Black Stone Cherry is an American band, while Gene Loves Jezebel is a British band.",no,0.0011749267578125,1.347124099731445,0.2040168046951294,0.1176470588235294,0.1176470588235294,Are Chris Marker and Yvonne Rainer American?
2,Marlene Dietrich.,Marlene Dietrich,0.0010862350463867,0.6804611682891846,0.977912187576294,1.0,1.0,Inger Stender earned the description of being Denmark's version of what German actress?
3,1955,1955,0.0009522438049316,0.6518454551696777,0.9999999403953552,1.0,1.0,Google's rival santa tracker has existed since what year?
4,"No, Walk the Moon is from Cincinnati, Ohio, and After Midnight Project is from Los Angeles, California.",no,0.0009663105010986,1.4089536666870115,0.1846763491630554,0.1111111111111111,0.1111111111111111,Are Chris Marker and Yvonne Rainer American?
5,"No, they are not both located in the northeast US. Portsmouth International Airport at Pease is in New Hampshire, while Fort Smith Regional Airport is in Arkansas.",no,0.0009870529174804,1.81006383895874,0.0999514162540435,0.0714285714285714,0.0714285714285714,Are Chris Marker and Yvonne Rainer American?
6,"Over 3,000 employees.","over 3,000",0.0009601116180419,0.7959802150726318,0.6173616051673889,0.8571428571428571,0.8571428571428571,How many employees does Denise Coates's business have?
7,Osage County.,Osage County,0.0009632110595703,0.6743695735931396,0.984826385974884,1.0,1.0, U.S. Route 60 in Oklahoma runs through a city that is the county seat of what county?
8,Ron Weasley.,"Ronald Bilius ""Ron"" Weasley",0.0009808540344238,0.6474390029907227,0.7337749004364014,0.6666666666666666,0.6666666666666666,"Yūki Tokiwa (常盤 祐貴 , Tokiwa Yūki , born on August 16, 1991 in Hyōgo-ken) is a Japanese voice actor, he  is the official Japanese voice dub-over artist for actor: ""Rupert Grint"" as which fictional character in J. K. Rowling's ""Harry Potter"" series?"
9,"ABX Air, headquartered in Wilmington Air Park, contracts with Amazon Prime Air.",contracts through,0.0010874271392822,1.122145414352417,0.152299165725708,0.1428571428571428,0.1428571428571428,A airline headquartered in Wilmington Air Park does what for Amazon Prime Air?
10,"No, they do not. The Telescopes are an English band, while Ubiquitous Synergy Seeker is a Canadian band.",no,0.0009834766387939,1.645566701889038,0.0967369452118873,0.1052631578947368,0.1052631578947368,Are Chris Marker and Yvonne Rainer American?
11,1998.,1991,0.0009932518005371,0.678347110748291,0.5994592905044556,0.0,0.0,What year did the book come out that the film Dev Patel and Jeremy Irons starred in?
12,David Walliams.,David Walliams,0.0009562969207763,0.6178622245788574,0.9866042137145996,1.0,1.0,Who hosted Wall of Fame that the daughter of Bernie Ecclestone was featured in?
13,Russian.,Armenian and Russian descent.,0.0009515285491943,0.6008214950561523,0.5640657544136047,0.4,0.4,"What is the origin of the conductor of Where are You, my Brothers?"
14,The A160.,the A160,0.0009849071502685,0.6806449890136719,0.988386332988739,1.0,1.0,"Lindsey Oil Refinery lies to the north of a British oil refinery in South Killingholme, that is situated south of the railway line next to what?"
15,Robin Pingeton.,Robin Pingeton,0.0010833740234375,0.6782352924346924,0.987462282180786,1.0,1.0,Who was the coach of the Missouri Tigers women's basketball team that was hired in 2010?
