idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, No,no,0.0005114078521728,0.4083285331726074,1.0,1.0,1.0,Are Chris Marker and Yvonne Rainer American?
1, The Northern Great Plains of North America.,the Northern Great Plains of North America,0.0005450248718261,1.1461005210876465,0.9788336157798768,1.0,1.0,"Where are the group of people, which Dolly Akers belongs to, originally from?"
2, World War I,seven million,0.0005300045013427,0.5249993801116943,0.180635780096054,0.0,0.0,"How many civilians died in the war during which USS ""Felicia"" was acquired by the U.S. Navy?"
3, San Juan,San Juan,0.0005304813385009,0.395188570022583,1.0000001192092896,1.0,1.0,A Primera División team plays in which city that is located in the Cyuo region of Argentina?
4, Wild Man Blues (1997),Wild Man Blues,0.000544786453247,1.0167489051818848,0.7913011908531189,0.8571428571428571,0.8571428571428571,"Which documentary film came out first, Wild Man Blues or China Blue?"
5, Yes.,yes,0.0005269050598144,0.3927769660949707,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
6," 1,324,108","1,324,108",0.0005204677581787,0.893547534942627,0.9999999403953552,1.0,1.0,DeSoto County is located in a metropolitan area that had how many inhabitants in 2010 ?
7, Anushka Shetty,Anushka Shetty,0.0005297660827636,0.7699694633483887,1.0000001192092896,1.0,1.0,What Indian actor/actress born in 1981 had a lead role in Lakshyam?
8, Yes.,yes,0.000537633895874,0.4000334739685058,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
9, Senior officer.,senior officer,0.0005438327789306,0.5197854042053223,0.9751384258270264,1.0,1.0,Was the honoree of the Earl Haig memorial a junior or senior officer of the British Army?
10, Jeepers Creepers.,Jeepers Creepers,0.0005545616149902,0.9038593769073486,0.9873523712158204,1.0,1.0,"Victor Ronald Salva, the director of ""Powder"" also directed what horrow film based on a song from 1938 and set in rural Florida?"
11, The Living Desert (1953),The Living Desert,0.0005350112915039,1.0176489353179932,0.7904308438301086,0.8571428571428571,0.8571428571428571,"Which film is a documentary, The Last Flight of Noah's Ark or The Living Desert?"
12, Francesco Baracca,Count Francesco Baracca,0.0005180835723876,0.6422998905181885,0.8677473068237305,0.8,0.8,The Prancing Horse was used by which top Italian fighter ace?
13," Cethlenn is the wife of Balor, the king of the Fomorians.",wife,0.0005300045013427,2.5276095867156982,0.2805109620094299,0.1666666666666666,0.1666666666666666,What is the relation between Cethlenn (Old Irish) and the king of named Fomorians who is a interpreted as a god?
14, Rosie Cooper,Rosie Cooper,0.000542402267456,0.3945412635803222,1.000000238418579,1.0,1.0, Colin Pickthall was Labour Member of Parliament for a constituency currently represented by who?
15, Emmitt Smith,Emmitt Smith,0.0005354881286621,0.5178956985473633,1.0000001192092896,1.0,1.0,"What all-time leading NFL rusher was one of ""The Triplets""?"
