idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Norman Taurog,Norman Taurog,0.0495400428771972,8.720096111297607,1.0000001192092896,1.0,1.0,"Who has a star on the Hollywood Walk of Fame, Norman Taurog or Steve James, director of Hoop Dreams?"
1, Mohamed Al-Fayed.,Hôtel Ritz Paris,0.0510082244873046,8.805668592453003,0.0635626316070556,0.0,0.0,Samira Khashoggi was the first wife of a billionaire who owns which hotel in Paris ?
2, Shecky Greene,Shecky Greene,0.0574939250946044,8.668209075927734,0.9999998807907104,1.0,1.0,What Actor is known for his role in Love Machine and Tony Rome? 
3, 1903,September 1903,0.1166446208953857,8.566921710968018,0.8782346248626709,0.6666666666666666,0.6666666666666666,When did the hotel west of St Peter's Square in Manchester first open?
4," Audioslave was formed in 2001, while Dubstar was formed in 1992.",Dubstar,0.0902388095855712,10.815316677093506,0.5376327037811279,0.1666666666666666,0.1666666666666666,"Which band was formed first, Dubstar or Audioslave?"
5, Alfonso Cuarón,Alfonso Cuarón Orozco,0.0545651912689209,8.972103118896484,0.8661333322525024,0.8571428571428571,0.8571428571428571,"Which screenwriter is best known for his dramas ""A Little Princess"", Mike Hodges or Alfonso Cuarón?"
6, The Truth Beneath,The Truth Beneath,0.1030271053314209,8.714168071746826,1.0,1.0,1.0,Kim Eui-sung starred in what thriller film directed by Lee Kyoung-mi?
7, British Army,Army,0.0590722560882568,8.462338924407959,0.7653844356536865,0.6666666666666666,0.6666666666666666,George Drouillard was an interpreter in an expedition which also utilized a specially-established unit of which United States miltary branch?
8, 1993,1993,0.0921359062194824,8.59394121170044,1.0000001192092896,1.0,1.0,In what year was Bradley Orr's football playing nephew born?
9, Michelle Pfeiffer,Marie Pfeiffer,0.061408519744873,8.694792985916138,0.7732830047607422,0.5,0.5,Who is the actress that is the lead role in ImageMovers' first released movie?
10, Electronic music producers and singers.,an English singer,0.0581469535827636,8.918338298797607,0.460509330034256,0.25,0.25,Lil Silva and Damon Albarn are both which kind of singers?
11, Jeepers Creepers.,Jeepers Creepers,0.054253339767456,8.945560216903687,0.9873523712158204,1.0,1.0,"Victor Ronald Salva, the director of ""Powder"" also directed what horrow film based on a song from 1938 and set in rural Florida?"
12, Hurricane Charley.,Hurricane Charley,0.06209397315979,8.72215723991394,0.9588508605957032,1.0,1.0,"Which event caused limited damage in North Carolina and Massachusetts, which was the first hurricane to threaten the East Coast of the United States, since Hurricane Gloria the previous year?"
13, Marc Ecko,"Marc Louis ""Eckō"" Milecofsky",0.1179544925689697,8.599284887313843,0.8212113976478577,0.3333333333333333,0.3333333333333333,Droga5 has completed advertisement campaigns for what founder and Chief Creative Officer of Ecko Unlimited?
14, Vicente Calderón Stadium,Vicente Calderón Stadium,0.1446261405944824,8.852677345275879,1.0,1.0,1.0,"What stadium with a current seating capacity of 54,907, held he 110th staging of the Copa del Rey?"
15, M. Night Shyamalan,M. Night Shyamalan,0.0760796070098877,9.108985424041748,1.0000001192092896,1.0,1.0,"Which movie director, known for making movies with contemporary supernatural plots and surprise endings, co-wrote ""Stuart Little"" with Greg Brooker? "
