idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Zooey Deschanel,Zooey Deschanel,0.2877485752105713,22.809060096740723,0.9999999403953552,1.0,1.0,What ukulele player has Sheldon Gomberg worked with?
1," Shenandoah, Virginia","Muscle Shoals, Alabama",0.3359627723693847,22.84048342704773,0.3345299363136291,0.0,0.0,"""Somewhere in the Vicinity of the Heart"" is a song recorded by a country music band that was founded in what city and state?"
2, Syria,Soviet Union,0.3364448547363281,22.03455352783203,0.4492249488830566,0.0,0.0,"""Third World"" referred to countries that remained non-aligned with either NATO or a grouping of states aligned with who? "
3, David Bell,David Michael Bell,0.0707178115844726,22.07601761817932,0.9327584505081176,0.8,0.8,Buddy Bell is the father of which St. Louis Cardinals bench coach?
4, Albert Finney,Albert Finney,0.3399264812469482,22.46128511428833,1.0,1.0,1.0,"What is the name of the actor who played in the remake of ""Night Must Fall"" and ""Skyfall""? "
5," 2,700",945,0.3563973903656006,22.65371441841125,0.1795738190412521,0.0,0.0,What was the 2010 population on the city where Lave Tree State Monument is located?
6, Yes.,yes,0.0792779922485351,22.20102834701538,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
7, Netherlands,the Netherlands,0.0756082534790039,21.99209976196289,0.942940354347229,0.6666666666666666,0.6666666666666666,The company that owns the Brent field is headquartered in what country?
8, Captain Henry T. Elrod.,Henry T. Elrod,0.3359990119934082,23.28469657897949,0.8944409489631653,0.8571428571428571,0.8571428571428571,"What Yale alumni had an ""Oliver Hazard Perry""-class frigate named after him?"
9, England,Northern Ireland,0.0802211761474609,22.0225932598114,0.5877846479415894,0.0,0.0,"From where was the actor opposite which Maggie Grace appeared in ""Taken""?"
10, Film director.,film director,0.0757360458374023,22.3872172832489,0.9636179208755492,1.0,1.0,What is the occupation of Wang Quan'an and Donald Sawyer?
11, 2005,2005,0.3397345542907715,22.41561508178711,1.0,1.0,1.0,"In which year was this former Detroit City Council member, with whom Sheila Cockrel had a fractious relationship with, first elected to the council?"
12, 6072 ft,6072 ft,0.3119068145751953,22.602954387664795,1.0,1.0,1.0,How long is the roller coaster that sprawls across much of Paradise Pier?
13," No, Liberty University is in Virginia and Rutgers University is in New Jersey.",no,0.3419387340545654,24.94503402709961,0.1447844058275222,0.1428571428571428,0.1428571428571428,Are Chris Marker and Yvonne Rainer American?
14, Seven Mary Three has released more albums.,Seven Mary Three,0.3271279335021972,23.351009130477905,0.7919972538948059,0.6,0.6,"Which band has released more albums, Seven Mary Three or Django Django?"
