idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, District of Columbia v. Heller (2008),District of Columbia v. Heller,0.0488123893737793,10.14145803451538,0.9621018171310424,0.9090909090909092,0.9090909090909092,"Which was decided first, Graham v. Florida or District of Columbia v. Heller?"
1, 2003,1996,0.1158864498138427,9.201831579208374,0.7399219274520874,0.0,0.0,Master Gerhard was the first master mason of a cathedral that was declared a World Heritage Site in which year ?
2, Ballet Concerto in Miami.,Ballet Nacional de Cuba,0.0495595932006835,9.56220841407776,0.6882696151733398,0.25,0.25,Lydia Diaz Cruz trained with a prima ballerina who danced with what company?
3, China,People's Republic of China,0.0596406459808349,8.928819179534912,0.5955054759979248,0.3333333333333333,0.3333333333333333,"Yanzhou District and Yizheng, are in which country?"
4, Elstree,Hertfordshire,0.158017873764038,9.19618320465088,0.1149796694517135,0.0,0.0,"The Three Rivers district, including towns such as Abbots Langley, is in which English county?"
5, The United States Air Force.,United States Air Force,0.0818746089935302,9.5999174118042,0.9240896701812744,0.888888888888889,0.888888888888889,"The Pratt & Whitney J58 was a jet engine that powered a long-range, Mach 3+ strategic reconnaissance aircraft operated by who?"
6, Attack the Block (2011),Attack the Block,0.0542829036712646,9.712888717651367,0.8030383586883545,0.8571428571428571,0.8571428571428571,"What was the first film directed by Joe Cornish, writer of Ant-Man and TV comedy partner in crime with Adam Buxton?"
7, Actress.,actress,0.1165330410003662,9.068355798721312,0.934816300868988,1.0,1.0,What type of job do both Diane Keaton and Jennifer Dundas have in common?
8, The A4112 road.,the Welsh Marches region,0.0726747512817382,9.601094961166382,0.202247142791748,0.2857142857142857,0.2857142857142857,"What does the road that junctions with the road that Kimbolton, Herefordshire is on traverse?"
9, 1969,1969,0.0495448112487793,9.189212322235107,1.0000001192092896,1.0,1.0,"What year was Jack Noseworthy, who starred in The Sterling Chase, also known as ""Graduation Week"", born?"
10, Opera seria.,Opera seria,0.0516331195831298,9.195504903793337,0.9862328171730042,1.0,1.0,Which style of opera that predominated Europe from the 1710s to 1770 was one of the genres Giuseppe Scarlatti composed in?
11," No, Frou Frou is an electronic duo, while Starsailor is a post-Britpop band.",no,0.052152395248413,11.793377876281738,0.1900753229856491,0.1333333333333333,0.1333333333333333,Are Chris Marker and Yvonne Rainer American?
12, Robert Penn Warren,Robert Penn Warren,0.049511432647705,9.210541725158691,1.0,1.0,1.0,"Which of these American authors has won Pulitzer Prizes, Katherine Neville or Robert Penn Warren"
13," Xi'an District, Liaoyuan is located in Jilin, China, and Shouguang is located in Weifang Prefecture-level city, Shandong Province, China.",China,0.0561649799346923,13.796987056732178,0.3250230848789215,0.0909090909090909,0.0909090909090909,"What country does Yushu City, Qinghai and Zunhua have in common?"
14, Stephen Herek is an American film director.,George King,0.1263813972473144,9.989331007003784,0.2657848596572876,0.0,0.0,Who is English Stephen Herek or George King?
15," June 21, 1985","June 21, 1985",0.1559813022613525,9.748169898986816,1.0,1.0,1.0,"""Young Girls"" is a song by American singer-songwriter Bruno Mars, it's reminiscent of the individual known professionally, Lana Del Rey's work, the American singer, songwriter, and model, Elizabeth Woolridge Grant, was born on which date?"
