idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,"Primarily as a rear echelon support force, with officers doing most of the fighting.",primarily a rear echelon support force,0.3769664764404297,4.799310207366943,0.7605494856834412,0.6,0.6,How have the enlisted forces of the US Air Force been seen?
1,E-1 (Airman Basic),E-1 (entry level),0.3163738250732422,2.765255212783813,0.6833266019821167,0.5,0.5,What is the lowest pay grade in the USAF?
2,"The imperial family and Manchu nobility controlled the ""Inner Court"".",imperial family and Manchu nobility,0.3701233863830566,3.6412463188171382,0.8103435039520264,0.6666666666666666,0.6666666666666666,"Who controlled the ""Inner Court""?"
3,"The population explosion during the 18th century was due to a combination of factors, including a long period of peace and stability, the introduction of new crops from the Americas, and an improved food supply.",peace and stability in the 18th century and the import of new crops,0.315117597579956,5.691026926040649,0.6188223361968994,0.4583333333333333,0.3333333333333333,What were the reasons for the population explosion during the 18th century?
4,Wu Sangui and Dorgon.,Wu and Dorgon,0.3101785182952881,3.307746171951294,0.8483923077583313,0.8571428571428571,0.8571428571428571,Who beat Li Zicheng's army?
5,2007,2007,0.2773337364196777,2.5378427505493164,1.0000001192092896,1.0,1.0,When was 'The Grand Concourse' published?
6,Michael Wynne.,Michael Wynne,0.505342960357666,2.4954628944396973,0.98463773727417,1.0,1.0,What US Secretary of the Air Force resigned following a nuclear weapons problem ?
7,"Active defense is ""the employment of limited offensive action and counterattacks to deny a contested area or position to the enemy"" (JP 1-02).",employment of limited offensive action and counterattacks,0.4620180130004883,4.830607891082764,0.5136146545410156,0.4516129032258064,0.4516129032258064,"What is active defense, according to the functions of the DCA? "
8,"The 8 banners were differentiated by color, with the yellow, bordered yellow, and white banners known as the ""Upper Three Banners"" and the remaining 5 banners known as the ""Lower Five Banners"".",color,0.4804768562316894,5.713599443435669,0.2561741173267364,0.0606060606060606,0.0606060606060606,How were the 8 banners recognized?
9,The Uxbridge Blue dress uniform was developed at the former Bachman-Uxbridge Worsted Company.,former Bachman-Uxbridge Worsted Company,0.3667681217193603,3.645159959793091,0.6662857532501221,0.5263157894736842,0.5263157894736842,Where was the Uxbridge Blue dress uniform developed?
10,1971,1971,0.2516851425170898,2.5227303504943848,1.0,1.0,1.0,In what year was the Taragaon Museum built?
11,Silver.,silver,0.3170967102050781,2.839361906051636,0.9406763315200806,1.0,1.0,What did the Chinese get paid for their goods?
12,The immediate area of battlefield combat.,front of the battle,0.2713854312896728,2.7043704986572266,0.6072536706924438,0.4,0.2,What part of a battle line are the precision strike aircraft of the USAF deployed?
13,World War I and World War II.,Second World War,2.267497062683105,2.871415853500366,0.7871930599212646,0.4,0.4,France has become a more ethnically diverse country since the end of which war?
14,1947.,1947,0.3970119953155517,2.4859061241149902,0.9682352542877196,1.0,1.0,"When was the centrality of the ""separation"" concept to the Religion Clauses of the Constitution made explicit?"
15,September 1643.,September 1643,0.3037393093109131,3.0479626655578613,0.9809446334838868,1.0,1.0,When did Hong Taiji die?
16,8 years old.,eight,0.3567426204681396,3.0211784839630127,0.6039744019508362,0.0,0.0,How many rivers travel through Kathmandu?
17,The Yongying was paid for out of regional coffers and funds its commanders could muster.,provincial coffers,0.265465497970581,4.009960174560547,0.2951142489910126,0.1176470588235294,0.1176470588235294,Who paid for the Yongying?
18,1643,1520,0.4105732440948486,2.73267126083374,0.3662040829658508,0.0,0.0,In what year did the Stockholm Bloodbath take place?
19,October 26.,October 26,0.2365517616271972,2.3534927368164062,0.97698712348938,1.0,1.0,"In 2008, what month and day did Western Australia change their clocks?"
20,Peiwen Yunfu,Peiwen Yunfu,0.3081355094909668,2.632249355316162,1.0000001192092896,1.0,1.0,What was the rhyme dictionary called that was published by Kangxi?
21,2 years old.,two,0.2667360305786133,3.031733751296997,0.4510926008224487,0.0,0.0,How many types are Nepali works of art typically divided into?
22,Rural areas.,rural,0.4214766025543213,2.6456549167633057,0.846994161605835,0.6666666666666666,0.6666666666666666,Where does a majority of Namibia's people live?
23,Less than one-sixth.,one-sixth,0.3068547248840332,3.1419053077697754,0.891970157623291,0.6666666666666666,0.6666666666666666,What proportion of bannerman were Manchu by 1648?
24,Commissioned officers.,commissioned officers,0.3437464237213135,2.5119082927703857,0.9841893315315248,1.0,1.0,What are these enlisted positions in the USAF complimented by?
25,1995.,1995,0.4865596294403076,2.366933584213257,0.9562497138977052,1.0,1.0,When did Sheptycki write about global policing?
26,"Puyi, the last emperor, abdicated on February 12, 1912.",Fulin,0.3653573989868164,4.168698310852051,0.1249766200780868,0.0,0.0,Who became the emperor?
27,"""Daylight Slaving Time""",Daylight Slaving Time,0.3306746482849121,2.807034730911255,0.9195666909217834,1.0,1.0,What nickname have people in opposition to DST given it?
28,Manchuria and Inner Mongolia.,Manchuria,0.3261878490447998,2.787319660186768,0.8367534279823303,0.4,0.4,Where did Hans go to to find land?
