idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, The Babadook.,The Babadook,0.0005016326904296,0.8436737060546875,0.9869449138641356,1.0,1.0,Jennifer Kent created which 2014 Australian horror film?
1, Richard Attenborough,Kenneth Branagh,0.0005311965942382,0.6523513793945312,0.313838928937912,0.0,0.0,Which knight and actor played Iago in the 1995 film of Othello?
2," ""Telluride Sessions""",Telluride Sessions,0.0005021095275878,0.9000966548919678,0.9649248719215392,1.0,1.0,"What was the only album released by American Banjo player Bela Fleck's super group, Strength in Numbers?"
3, César Award.,Palme d'Or at the 2013,0.0004811286926269,0.767540693283081,0.1738013625144958,0.0,0.0,What award has one of Laure Gardette's films been nominated for?
4, Arthur Penn,"Arthur Hiller Penn (September 27, 1922 – September 28, 2010) was an American director and producer of film, television and theater.",0.0014283657073974,0.3929176330566406,0.6786243915557861,0.1818181818181818,0.1818181818181818,"Which director is American, Lino Brocka  or Arthur Penn?"
5, Cumbria.,204,0.0004777908325195,0.6541080474853516,0.1397546529769897,0.0,0.0,The village and civil parish Keisley is a hamlet in is mostly had a population of what in 2011?
6, Hebron Academy.,Hebron Academy,0.0004796981811523,0.6429386138916016,0.9894592761993408,1.0,1.0,Charles Andrews graduated from what college preparatory boys' school?
7," January 4, 1914","January 4, 1914",0.0014314651489257,1.019744634628296,1.0,1.0,1.0,When was the Detroit passenger rail depot near the Ste. Anne de Detroit Catholic Church formally dedicated?
8, Paul Heyse,Paul Johann Ludwig von Heyse,0.0008902549743652,0.5190649032592773,0.7304707169532776,0.5714285714285715,0.5714285714285715,"Who has received more critical acclaim, Conrad Aiken or Paul Heyse?"
9, Tony Schiavone,Tony Schiavone,0.0004918575286865,0.7698428630828857,0.9999998807907104,1.0,1.0,who is the American sports broadcaster whose commentary is featured on WCW Backstage Assault?
10, The Year Without a Santa Claus,The Year Without a Santa Claus,0.0004854202270507,0.901397943496704,1.0,1.0,1.0,"""Heat Miser"" is a character from which Christmas special based on Phyllis McGinley's 1974 book?"
11, The Colorado River.,Colorado River,0.0004937648773193,0.6529946327209473,0.9534531235694884,0.8,0.8,The Expedition that fought the Tiguex war also was the same expedition that marked the first European sightings of the Grand Canyon and what other notable American landmark?
12," She was a cousin of King Lunalilo, also known as ""The People's King"".",cousin,0.0004835128784179,2.5258355140686035,0.3360918164253235,0.1333333333333333,0.1333333333333333,How is Damon Stoudamire related to Terrence Jones?
13, English,English,0.0004937648773193,0.2728598117828369,1.0,1.0,1.0,What language is spoken at both Lipscomb University and University of Debrecen?
14, J.K. Rowling,J. K. Rowling,0.0005016326904296,0.6459252834320068,1.0,1.0,1.0,Who authored the book series whose movie version starred Shefali Chowdhury?
15, Altice USA.,Altice USA,0.0004892349243164,0.6436190605163574,0.9861181378364564,1.0,1.0,Who owns the news television channel who Andrew Ehinger is a reporter for?
