idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Yes,yes,0.0005354881286621,0.9474697113037108,1.0000001192092896,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
1, Concordia College,Immanuel College,0.0005421638488769,1.673372507095337,0.5309920310974121,0.5,0.5,"Stephen Williams is head coach of which Lutheran school located in Adelaide, South Australia?"
2, Liu Yifei,Liu Yifei,0.0005056858062744,2.07399320602417,1.0,1.0,1.0,"For Love or Money starred which actress known as ""Fairy Sister""?"
3, 1934,1934,0.0005240440368652,1.6694350242614746,0.9999999403953552,1.0,1.0,In what year was the writer of Let Us Compare Mythologies born?
4, Prouts Neck,Scarborough,0.0005044937133789,1.6708776950836182,0.1424159556627273,0.0,0.0,Lost on the Grand Banks depicts the lives of fisherman living in which town ?
5, Katy Perry,Katheryn Elizabeth Hudson,0.0005226135253906,1.2766501903533936,0.5477889180183411,0.0,0.0,"Dave Audé is a Grammy-winning producer, house DJ, and remixer, he has done production for artists such as which  American singer and songwriter?"
6, south,south,0.0005013942718505,0.8634018898010254,1.0,1.0,1.0, Yakutat Airport in Alaska and Muskegon County Airport in Michigan are located in what general direction relative to their city's central business district?
7, Shigofumi: Letters from the Departed,Shenea Booth,0.0004942417144775,4.490385055541992,0.1397454142570495,0.0,0.0,"Which American gymnast represented the United States of America at the 2001 international multi-sport event held in Akita, Japan?"
8, Comptonia,Comptonia,0.000525951385498,1.6680543422698977,1.0,1.0,1.0,"Which is native to North America, Comptonia or Caladium?"
9, Original Sin,Original Sin,0.0004987716674804,1.2694556713104248,1.0,1.0,1.0,What film was Joan Pringle in that starred Antonio Banderas and Angelina Jolie?
10, Joseph A. Walker,John Glenn,0.0005102157592773,2.0744776725769043,0.4097669124603271,0.0,0.0,Which member of the Mercury Seven became a Senator?
11, Dane County,Governor Wentworth Regional School District,0.0005052089691162,1.2697868347167969,0.2194677144289016,0.0,0.0,What is the school district of the city that the Powder Mill Fish Hatchery is located in?
12, T. S. Eliot,T. S. Eliot,0.0005061626434326,2.8852782249450684,1.0000001192092896,1.0,1.0,"Which British writer considered ""one of the twentieth century's major poets"" was introduced in the United States through the literary magazine ""The Little Review""?"
13, Martin McDonagh,Martin McDonagh,0.0005097389221191,1.6746041774749756,1.0,1.0,1.0,Who was the director of the 2008 British-American black comedy crime film in which Mark Donovan was a actor?
14, A. A. Fabbri,Ens. Charles W. Farmer,0.0005073547363281,3.2834718227386475,0.1503158509731292,0.0,0.0,"Who commissioned the second USS ""Rockport"" SP-738 in the center of summer tourist activity? "
15, Yes,yes,0.0005121231079101,0.8578803539276123,1.0000001192092896,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
16, Tamiami Canal,Tamiami Canal,0.0004963874816894,1.668241262435913,1.0,1.0,1.0,"Which is located in Florida, Tamiami Canal or Duluth Ship Canal?"
17," The cover art for the album ""White Shadows"" is a representation of a skull.",Baudot code,0.0004971027374267,7.318849325180054,0.035116784274578,0.0,0.0,"The cover art for the album caintain ""White Shadows"" was a representation of what?"
18, Deftones,Deftones,0.0005040168762207,1.6793336868286133,1.0,1.0,1.0,"Which band was sometimes dubbed as the Radiohead of metal, Spiritualized or Deftones?"
19, Marjorie Kinnan Rawlings,Marjorie Kinnan Rawlings,0.0005121231079101,3.696617126464844,1.0,1.0,1.0,Who wrote The Secret River and The Yearling?
20, AFI,Republica,0.000511884689331,1.2692360877990725,0.1768340468406677,0.0,0.0,"Which is from England, Republica or AFI?"
21, They are both film directors.,screenwriter and film director,0.0005130767822265,2.8983945846557617,0.791877269744873,0.4444444444444445,0.4444444444444445,"Hans Behrendt and Scott Sanders, have which mutual occupations?"
22, Taiwan,China,0.0005099773406982,0.8704574108123779,0.7252018451690674,0.0,0.0,"What country does Yushu City, Qinghai and Zunhua have in common?"
23, George Harrison,George Harrison,0.0004947185516357,1.280590295791626,1.0,1.0,1.0,"Who was the lead singer on the A-side of the record which reached No. 35 on the Billboard Hot 100, and had Thank You Girl as it's B-side ?"
24, 1850,1850,0.0004999637603759,1.6781368255615234,0.9999999403953552,1.0,1.0,When did Rudolf Clausius introduce the second law of thermodynamics?
25, The Trials of Life,The Trials of Life,0.0004942417144775,2.0830206871032715,1.0000001192092896,1.0,1.0,"Which documentary was produced first, The Trials of Life or Restrepo?"
26, James Runcie,James Runcie,0.000514268875122,2.089664936065674,1.000000238418579,1.0,1.0,Which professor from Bath Spa University wrote a collection of short stories that inspired an ITV drama called Grantchester?
