idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,"The enlisted forces of the US Air Force have been primarily seen as a rear echelon support force, with officers doing most of the fighting.",primarily a rear echelon support force,0.2702691555023193,3.955059766769409,0.6434999704360962,0.3870967741935484,0.3870967741935484,How have the enlisted forces of the US Air Force been seen?
1,E-1 (Airman Basic) is the lowest pay grade in the USAF.,E-1 (entry level),0.389324426651001,2.1217520236968994,0.6318941116333008,0.25,0.25,What is the lowest pay grade in the USAF?
2,"The imperial family and Manchu nobility controlled the ""Inner Court"".",imperial family and Manchu nobility,0.6259045600891113,1.8920881748199463,0.8103435039520264,0.6666666666666666,0.6666666666666666,"Who controlled the ""Inner Court""?"
3,"The population explosion during the 18th century was due to a long period of peace and stability, the import of new crops from the Americas, and the introduction of new species of rice from Southeast Asia.",peace and stability in the 18th century and the import of new crops,0.8156640529632568,3.345744371414185,0.6784549951553345,0.489795918367347,0.3673469387755102,What were the reasons for the population explosion during the 18th century?
4,"The Qing forces, led by the Green Standard Army, beat Li Zicheng's army.",Wu and Dorgon,0.3992698192596435,2.1605584621429443,0.2206816375255584,0.0,0.0,Who beat Li Zicheng's army?
5,2007.,2007,0.3082020282745361,1.3602683544158936,0.9553945660591124,1.0,1.0,When was 'The Grand Concourse' published?
6,Michael Wynne.,Michael Wynne,0.3014943599700928,1.1293830871582031,0.98463773727417,1.0,1.0,What US Secretary of the Air Force resigned following a nuclear weapons problem ?
7,"Active defense is ""the employment of limited offensive action and counterattacks to deny a contested area or position to the enemy"" (JP 1-02).",employment of limited offensive action and counterattacks,0.2882776260375976,2.799104690551758,0.5136146545410156,0.4516129032258064,0.4516129032258064,"What is active defense, according to the functions of the DCA? "
8,"The 8 banners were differentiated by color, with the yellow, bordered yellow, and white banners known as the ""Upper Three Banners"" and the remaining 5 banners known as the ""Lower Five Banners"".",color,0.2918782234191894,3.454774141311645,0.2561741173267364,0.0606060606060606,0.0606060606060606,How were the 8 banners recognized?
9,The Uxbridge Blue dress uniform was developed at the former Bachman-Uxbridge Worsted Company.,former Bachman-Uxbridge Worsted Company,0.4386801719665527,1.8160796165466309,0.6662857532501221,0.5263157894736842,0.5263157894736842,Where was the Uxbridge Blue dress uniform developed?
10,1971,1971,0.4061663150787353,1.3074853420257568,1.0,1.0,1.0,In what year was the Taragaon Museum built?
11,Silver.,silver,0.3136689662933349,1.2615454196929932,0.9406763315200806,1.0,1.0,What did the Chinese get paid for their goods?
12,The front of the battle line.,front of the battle,0.3087539672851562,1.533236026763916,0.8778273463249207,0.8,0.8,What part of a battle line are the precision strike aircraft of the USAF deployed?
13,World War I and World War II.,Second World War,0.2717044353485107,1.2829716205596924,0.7871930599212646,0.4,0.4,France has become a more ethnically diverse country since the end of which war?
14,1947.,1947,0.5910549163818359,1.2626566886901855,0.9682352542877196,1.0,1.0,"When was the centrality of the ""separation"" concept to the Religion Clauses of the Constitution made explicit?"
15,September 1643.,September 1643,0.9561216831207277,1.4151341915130615,0.9809446334838868,1.0,1.0,When did Hong Taiji die?
16,8 years old.,eight,0.3055455684661865,1.4074454307556152,0.6039744019508362,0.0,0.0,How many rivers travel through Kathmandu?
17,The Yongying was paid for out of regional coffers and funds its commanders could muster.,provincial coffers,0.3849914073944092,2.101958036422729,0.2951142489910126,0.1176470588235294,0.1176470588235294,Who paid for the Yongying?
18,1643.,1520,0.6962497234344482,1.2575435638427734,0.3711650967597961,0.0,0.0,In what year did the Stockholm Bloodbath take place?
19,October 26.,October 26,0.542522668838501,1.109452247619629,0.97698712348938,1.0,1.0,"In 2008, what month and day did Western Australia change their clocks?"
20,Peiwen Yunfu,Peiwen Yunfu,0.5459184646606445,1.127809762954712,1.0000001192092896,1.0,1.0,What was the rhyme dictionary called that was published by Kangxi?
21,The text does not mention Prince Chun.,two,0.658644437789917,1.5798664093017578,0.0287688989192247,0.0,0.0,How many types are Nepali works of art typically divided into?
22,Rural areas in Australia were generally more strongly opposed to DST.,rural,0.3104691505432129,1.7991728782653809,0.3741657733917236,0.1666666666666666,0.1666666666666666,Where does a majority of Namibia's people live?
23,Less than one-sixth.,one-sixth,0.2850685119628906,1.4793450832366943,0.891970157623291,0.6666666666666666,0.6666666666666666,What proportion of bannerman were Manchu by 1648?
24,Commissioned officers.,commissioned officers,0.2841429710388183,1.3783299922943115,0.9841893315315248,1.0,1.0,What are these enlisted positions in the USAF complimented by?
25,1995.,1995,0.3217198848724365,1.118567705154419,0.9562497138977052,1.0,1.0,When did Sheptycki write about global policing?
26,"Puyi, the last emperor, abdicated on February 12, 1912.",Fulin,0.4722912311553955,2.185109615325928,0.1249766200780868,0.0,0.0,Who became the emperor?
27,"""Daylight Slaving Time""",Daylight Slaving Time,0.3698883056640625,1.5145955085754397,0.9195666909217834,1.0,1.0,What nickname have people in opposition to DST given it?
28,Manchuria and Inner Mongolia.,Manchuria,0.2699949741363525,1.232534408569336,0.8367534279823303,0.4,0.4,Where did Hans go to to find land?
29,"Destroy, disrupt, or neutralize enemy aircraft, missiles, and their supporting structures and systems.",suppression/destruction of enemy air defense,0.3569979667663574,2.159903049468994,0.6292089223861694,0.1052631578947368,0.1052631578947368,What is one of the important functions of the OCA in dealing with attacks? 
30,Building Partnerships encourages trust-based relationships for mutual benefit.,cross-cultural,0.2615363597869873,1.614492654800415,0.1620655357837677,0.0,0.0,What sort of inter-personal relationships does Building Partnerships encourage? 
31,Winter.,winter,0.3064374923706054,1.2448995113372805,0.9490090608596802,1.0,1.0,Which season is the most dry in Oklahoma?
32,U.S. ground forces.,U.S. ground forces,0.3042387962341308,1.4823663234710691,0.9669700264930724,1.0,1.0,What are the ground-attack aircraft in the USAF usually deployed in support for? 
33,"The Romans called the third hour before sunrise ""hora tertia"".",hora tertia,0.4820790290832519,1.5210082530975342,0.5303472280502319,0.3333333333333333,0.3333333333333333,What did the Romans call the third hour before sunrise?
34,"By 1800, Han Chinese made up the majority in urban areas of Manchuria, and by the 1840s, they filled up most of Manchuria's towns.",80%,0.4149074554443359,3.1784439086914062,-0.0219190400093793,0.0,0.0,What percent of the population in Manchuria was Han?
35,The C-NAF coordinates with Joint Force Commanders (JFC) on ACEE missions.,JFC,0.2851805686950683,2.2332441806793213,0.349282443523407,0.1538461538461538,0.1538461538461538,Who does the C-NAFF coordinate with on ACEE missions?
36,They provide close air support.,rescue downed or isolated personnel,0.2638700008392334,1.4769108295440674,0.1899450272321701,0.0,0.0,What do some of these special missions in the USAF who deploy with the infantry do?
