idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,Yes.,yes,0.0013437271118164,2.7809627056121826,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
1,"The leader of the Great Locomotive Chase, James J. Andrews, was from Kentucky.",Kentucky,0.0014524459838867,2.045936346054077,0.3081914484500885,0.1428571428571428,0.1428571428571428,"William R. Vance, was the seventh mayor of Louisville, Kentucky from 1847 to 1850, during his administration, he conveyed the tract of land that became Cave Hill Cemetery, a Victorian era National Cemetery and arboretum located at 701 Baxter Avenue, Louisville, in which U.S. state?"
2,70 mph.,70 mph,0.0013680458068847,1.3094308376312256,0.9593270421028136,1.0,1.0,"The commerce of Zuber, Florida is supported by its proximity to an interstate that has what speed limit for its entire length in Florida?"
3,Ronnie McDowell.,Ronald Dean McDowell,0.0013444423675537,1.2803730964660645,0.7155768871307373,0.4,0.4,"Paul Kelly, was an American singer-songwriter, and is best known for the soul songs ""Stealing in the Name of the Lord"",  he also wrote ""Personally"", which has been widely covered, and was a hit for which American country music artist, that's best known for his 1977 song ""The King Is Gone""?"
4,No.,no,0.0013260841369628,1.199866533279419,0.8128341436386108,1.0,1.0,Are Chris Marker and Yvonne Rainer American?
5,Max Joseph.,Max Joseph,0.0012502670288085,1.1491572856903076,0.983503758907318,1.0,1.0,"The actress that rose to prominence after appearing in Robin Thicke's ""Blurred Lines"" video co-stars with Zac Efron in a 2015 film directed by who?"
6,Yes.,no,0.0012459754943847,1.0516843795776367,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?
7,B & M,B & M,0.0013408660888671,1.255326747894287,1.0,1.0,1.0,What company formed in 1978 has Simon Arora as its CEO?
8,"The Surface Transportation Board governs the size classification of railroads, including the Caldwell County Railroad.",Surface Transportation Board,0.0013742446899414,2.0517940521240234,0.4494770765304565,0.3333333333333333,0.3333333333333333,Who governs the size classification of Caldwell County Railroad?
9,"George Louis, Elector of Hanover, later King George I of Great Britain.",George I,0.0012381076812744,1.9167938232421875,0.5727002620697021,0.2857142857142857,0.2857142857142857,James Hudson belongs to an order created by what monarch?
10,Disney Cruises.,Magical Cruise Company Limited,0.0013098716735839,1.1994953155517578,0.5815247297286987,0.3333333333333333,0.3333333333333333,Tom McAlpin was the president of the company that was incorporated in 1996 as what?
11,The 1974 FIFA World Cup Final was between the Netherlands and West Germany.,final match,0.0013360977172851,1.823161602020264,0.4183954000473022,0.1333333333333333,0.1333333333333333,"What match was the 1974 FIFA World Cup Final, where Johan Neeskens played?"
12,Dan Simmons.,Dan Simmons,0.0013611316680908,1.2241482734680176,0.9712967872619628,1.0,1.0,"What is the name of the author who wrote a series of two science fiction novels, about beings who have taken on the roles of the Greek gods, which makes references to a novel written by a Russian author known by the pen name Vladimir Sirin?"
13,"November 18, 2011.","November 18, 2011",0.0013749599456787,1.451768398284912,0.983546018600464,1.0,1.0,"When does the does arbadian singer Rihanna's the album Talk That Talk released whose sound is similar to ""Unapologetic""?"
14,I Spy.,I Spy,0.0013849735260009,1.133596420288086,0.953377604484558,1.0,1.0,The 21st Primetime Emmy Awards were co-hosted by Merv Griffin and the man who landed a starring role in what 1960s television show?
15,"ESPN and Lake Buena Vista, Florida are both associated with Walt Disney World Resort.",Disney,0.0013799667358398,1.959181547164917,0.4560292363166809,0.1333333333333333,0.1333333333333333,What animation studio are both Susanne Blakeslee and the game Kingdom Hearts associated with?
