idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0," No, Altay City is in China, but Taipei is in Taiwan.",yes,0.0004892349243164,2.185659408569336,0.1018056124448776,0.0,0.0,Can Fraxinus and Onoclea both be found in North America?
1," February 2, 1977",2 February 1977,0.0005106925964355,1.0543572902679443,0.9663146138191224,1.0,0.6666666666666666,"What is the birthdate of the Colombian singer, songwriter, dancer, and record producer whose fourth concert tour was named the Oral Fixation Tour?"
2, Guardians of the Galaxy Vol. 2,Hacker's Game,0.0004794597625732,1.1736178398132324,0.1919376701116562,0.0,0.0,This superhero film written and directed by James Gunn stars an actress who appeared in what 2015 film?
3, 1603,1603,0.0007281303405761,0.5415699481964111,1.0,1.0,1.0,"In what year did the Union of the Crowns expand the personal union to include Scotland which was the year when Elizabeth I,Queen of England and Ireland, died?"
4," Shoshana Bean starred in the Broadway Rose production of ""Bye Bye Birdie.""",Tigard,0.0004849433898925,2.484179973602295,0.0888013541698455,0.0,0.0,Where did Shoshana Bean perform at the Broadway Rose Theatre Company?
5, Hermiston-McCauley Mine,Hermiston-McCauley Mine,0.0004637241363525,1.2196145057678225,1.0,1.0,1.0,"Which mine is closer to two lakes than one, Hermiston-McCauley Mine or Big Dan Mine?"
6, Illocutionary act.,performative utterances,0.0004699230194091,0.914849042892456,0.1788670122623443,0.0,0.0,What is one class of speech acts described by J.L. Austin?
7, Stanford Engineering Everywhere (SEE),Stanford Engineering Everywhere,0.0004661083221435,0.922264575958252,0.9788310527801514,0.8571428571428571,0.8571428571428571,What is the name of the initiative of Stanford University started by one of the co-founders of Coursera?
8, Volgograd,Tsaritsyn,0.0004761219024658,0.531196117401123,0.3048065900802612,0.0,0.0,What was the town formerly known as that Denis Dorozhkin was born in?
9, Yes,yes,0.0004706382751464,0.2751021385192871,1.0000001192092896,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
10, United States,United States,0.0004961490631103,0.406510591506958,1.0000001192092896,1.0,1.0,Where is the owner of Next big sound provides analytics for online music available?
11, Sports talk.,sports talk,0.0004715919494628,0.5328273773193359,0.9536871910095216,1.0,1.0,KFAN and its rebroadcasted sister station KFXN-FM broadcast what format?
12, Take That came first.,Take That,0.0006501674652099,0.7878243923187256,0.5866977572441101,0.6666666666666666,0.6666666666666666,Mark Owen is a member of what group that sang the song Hey Boy?
13, Betty Shabazz,Betty Shabazz,0.000474214553833,0.6812067031860352,0.9999999403953552,1.0,1.0,"Who was the wife of Malcom X, and mother to Attallah Shabazz?"
14, Christopher Darden,"Christopher Allen ""Chris"" Darden",0.0004885196685791,0.5404555797576904,0.8673514127731323,0.6666666666666666,0.6666666666666666,"The Trials of Nikki Hill is a legal thriller written by Dick Lochte and which American lawyer, author, actor, lecturer, and practicing attorney?"
15, Paganico Sabino,Paganico Sabino,0.0004775524139404,0.7955305576324463,1.0000001192092896,1.0,1.0,"Which comune is located in Latium, the city in Rome which grew to be the capital of the Roman Empire?"
