idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, The North Sea.,North Sea,76.82783913612366,81.43377637863159,0.9457703828811646,0.8,0.8,Krystkongres is usually held by members of the students who live near what body of water?
1, Slovenia.,Slovenia,76.98938035964966,80.7468364238739,0.9449217319488524,1.0,1.0,"In which country was the coach of ND Črnuče, during the mid 1900s, born?"
2, Franz Liszt,Franz Liszt,76.55870270729065,80.72942733764648,1.0,1.0,1.0,"Who was the 19th century Hungarian composer who wrote a rendition of ""Hungarian Rhapsody No. 2?"
3, German Pinscher,German Pinscher,76.80797815322876,80.98270678520203,1.0,1.0,1.0,In between German Pinscher and Berger Blanc Suisse who got the full acceptance to AKC in 2003?
4, The Blank Generation,The Blank Generation,76.61566829681396,80.79115152359009,1.0,1.0,1.0,"What is the earliest published D-I-Y ""home movies"" of New York punk's birth filmed by Amos Poe and Ivan Kral, Koyaanisqatsi or The Blank Generation?"
5, Jeremy Scott.,Moschino,76.8962345123291,81.01767587661743,0.3054633140563965,0.0,0.0,What fashion house is the person who redesigned the VMA trophies creative director of?
6, New York City.,New York City,76.95637917518616,81.5182421207428,0.9656890034675598,1.0,1.0,Q: Staten Island and 125 Greenwich Street are both places in which City? A: New York City
7, Halle Berry,Halle Maria Berry,76.62417125701904,80.8053662776947,0.94166100025177,0.8,0.8,"Who won the 2002 Academy Award for Best Actress for her performance in the romantic drama ""Monster's Ball"", and starred in a 1998 American political comedy film starring Warren Beatty ?"
8," Approximately 3,700 personnel.","3,700 personnel",76.47711706161499,82.28115916252136,0.8902680277824402,0.8571428571428571,0.8571428571428571,How many people are in the Royal Norwegian Navy?
9, Eddie Murphy,Eddie Murphy,76.86952948570251,80.62963819503784,1.0000001192092896,1.0,1.0,What comedian who starred on Saturday Night Live later appeared in A Thousand Words?
10, T. S. Eliot,Faber and Faber,77.25677061080933,82.63750958442688,0.184494137763977,0.0,0.0,"Etcetera is a fictional character in Cats, which is the musical play based on a collection of poems that was published by who?"
11, Rocky Mountain oysters.,prairie oysters,77.14888882637024,82.14394021034241,0.7451005578041077,0.4,0.4,"What is the other name in Canada for one of the dishes served in ""Rocky Mountain cuisine""?"
12, Gary Glitter,Paul Francis Gadd,76.90789699554443,81.03618335723877,0.3622776567935943,0.0,0.0,"What was the real name of the performer who released an album called ""Silver Star""?"
13, Hong Kong.,Hong Kong,76.94477462768555,81.1211941242218,0.9702165722846984,1.0,1.0,The artist who released the album Xposed is based in which city?
14, Shelby,Craig,77.16196203231812,80.50026082992554,0.4899273216724396,0.0,0.0,What is the middle name of successful candidate in The 2004 United States Senate election in Alabama ?
15, Yes.,no,77.00995874404907,80.76687908172607,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?
16, 15,15,77.18368625640869,80.94888353347778,1.0,1.0,1.0,"""Littlest Things"" is a song by an English singer who left school at what age?"
17, Ant-Man.,Scott Lang and Hank Pym,76.76052474975586,80.92844843864441,0.3142958879470825,0.0,0.0,Joe Cornish co-wrote a film based on what characters?
18, Sandra Dallas has written more non-fiction books.,"Sandra Dallas is an award-winning American author of 13 adult novels, 2 children's novels, and 7 non-fiction books.",76.80944228172302,83.4021327495575,0.7393421530723572,0.3448275862068965,0.3448275862068965,Has Judy Blume or Sandra Dallas written more non fiction books?
19, Brian Taylor,the Seven Network,76.56826996803284,80.33346843719482,0.1697997152805328,0.0,0.0,For whom does the commentator other than Dennis Cometti on AFL Live comment for on television?
20, Yes.,yes,76.53292441368103,80.23997163772583,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
21," Peter Schamoni directed 35 films, while Manish Gupta directed 6 films.",Peter Schamoni,76.87225937843323,87.35282278060913,0.4325152039527893,0.3076923076923077,0.3076923076923077,"Who has directed more films, Manish Gupta or Peter Schamoni?"
