idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,The Billboard Hot 100.,"Billboard"" Hot 100",0.0010657310485839,1.900717496871948,0.9411646127700806,0.8571428571428571,0.8571428571428571,808 peaked at number eight on what?
1,20 April 2014.,20 April 2014,0.0011467933654785,0.7977442741394043,0.9740078449249268,1.0,1.0,"The Fireworks incident, was a very serious case of Football hooliganism which took place on Easter Sunday, on which date, after a 30 minute recess in which marketing director Edwin van der Sar addressed the crowd?"
2,Lower Saxony.,North Rhine-Westphalia,0.0010662078857421,0.6441752910614014,0.596102237701416,0.0,0.0,Max Imdahl was born in a city that is located in what part of Germany?
3,The Bolsheviks.,Bolsheviks,0.0010859966278076,0.6353304386138916,0.9440060257911682,0.6666666666666666,0.6666666666666666,Which faction of the Marxist Russian Social Democratic Labour Party did Nikolai Krivoruchko join?
4,Hurricane Earl.,Hurricane Earl,0.0010054111480712,0.6305086612701416,0.9702579975128174,1.0,1.0,"What is the name of the hurricane that made landfall on Belize on August 4, 2016 and ultimately left 81 fatalities in Mexico?"
5,Plants.,genus,0.0010404586791992,0.5652480125427246,0.3638870120048523,0.0,0.0,Austrocylindropuntia and Ceratopteris are both examples of what taxonomic category?
6,Eamonn Walker and Christopher Eccleston.,Mekhi Phifer and Josh Hartnett,0.0010726451873779,0.8469913005828857,0.2909560203552246,0.2,0.2,"What two stars shared the screen with Andrew Keegan in the 2001 adaptation of William Shakespeare's ""Othello""?"
7,Virtus (bravery and military strength).,manliness,0.0010359287261962,0.8650503158569336,0.2975123524665832,0.0,0.0,Cincinnatus was named after a leader who exhibited what Roman virtue?
8,Film industry.,film,0.0009365081787109,0.5535717010498047,0.7330793738365173,0.6666666666666666,0.6666666666666666,"Food, Inc. and Triumph of the Will, are which form of entertainment?"
9,1959,1966,0.0009675025939941,0.6267669200897217,0.6518459916114807,0.0,0.0,"In which year was this American musician who wrote all songs of the album ""Brighten the Corners"" born?"
10,The Kentucky Colonels.,American Basketball Association,0.0010585784912109,0.7280542850494385,0.2467986047267913,0.0,0.0,"Which professional sports league, founded in 1967, did coach Lou Carnesecca work in before coaching the St. John's Redmen?"
11,"Maurice Johnson, of Ayscoughfee Hall, Spalding, Lincolnshire, England.",Maurice Johnson,0.0009589195251464,1.3242897987365725,0.6184897422790527,0.4,0.4,Who founded the central Spalding building that is a landmark on the fen tour?
12,Neither Sequoia nor Nandina is a type of category. They are both plant species.,genus,0.0010550022125244,1.335486888885498,0.2921301424503326,0.0,0.0,Austrocylindropuntia and Ceratopteris are both examples of what taxonomic category?
13,Massachusetts.,Massachusetts,0.0010266304016113,0.6082906723022461,0.9563392400741576,1.0,1.0,Boris Groysberg is the Richard P. Chapman Professor of Business Administration at Harvard business school in which state?
14,The Big 7 Conference.,Big 12 Conference,0.001070499420166,0.7767302989959717,0.7960186004638672,0.5714285714285715,0.5714285714285715,Stephen Todd Alexander played college football for a team that is a member of what conference ?
15,Anneke van Giersbergen.,Anneke van Giersbergen,0.0010864734649658,0.8041210174560547,0.988511562347412,1.0,1.0,"The Gentle Storm, is a Dutch musical project by which singer and lyricist, and composer and musician Arjen Anthony Lucassen, a Dutch singer, songwriter, multi-instrumentalist musician and producer?"
