idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,The Popes of the Roman Catholic Church wore red to symbolize the blood of Christ and the Christian martyrs.,to symbolize the blood of Christ and the Christian martyrs,0.001307725906372,2.7701427936553955,0.6843172311782837,0.6896551724137931,0.6896551724137931,Why did the Popes of the middle ages wear red?
1,1295.,1295,0.0012612342834472,0.6809413433074951,0.9551343321800232,1.0,1.0,In what year did cardinals in the Roman Catholic church start wearing red?
2,1968.,1968,0.0011005401611328,0.6936583518981934,0.9550771117210388,1.0,1.0,When was the Terry v. Ohio case?
3,The study of fluid flows in a high vacuum regime where the mean free path of residual gases is longer than the chamber or objects present.,study of fluid flows,0.000986099243164,1.6700468063354492,0.5312855243682861,0.2666666666666667,0.2666666666666667,What is particle gas dynamics?
4,Kyoto.,Kyoto,0.0010349750518798,0.6153032779693604,0.9672473669052124,1.0,1.0,Where was the military academy located?
5,Phase-two mode is enabled by a key switch located inside the elevator on the centralized control panel.,Phase-two mode can only be activated by a key switch located inside the elevator on the centralized control panel,0.0010194778442382,1.3277113437652588,0.8701796531677246,0.8421052631578948,0.8421052631578948,How is the Phase-two mode enabled?
6,"Red, Green, and Blue.","red, green and blue",0.0010225772857666,0.8186864852905273,0.949793577194214,1.0,1.0,Which colors are part of the RGB model?
7,"Increased performance in competitions, including professional sport and multiplayer video games.",increased performance,0.001117467880249,1.069767713546753,0.6351094245910645,0.3076923076923077,0.3076923076923077,"Wearing red is connected to what result in humans, in terms of sport?"
8,1853.,1853,0.001056432723999,0.698469877243042,0.9680261015892028,1.0,1.0,When did Washington University secure its charter?
9,Reduce air pressure by around 20%.,reduce air pressure by around 20%,0.0011317729949951,0.8614845275878906,0.8933592438697815,1.0,1.0,A typical vacuum cleaner produces enough suction to do what to air pressure?
10,"A red flag in the Middle Ages signaled that the defenders of a town or castle would fight to defend it, or that a warship would show no mercy to its enemy.",defenders of a town or castle would fight to defend it,0.0010352134704589,1.908585548400879,0.5459845066070557,0.5116279069767442,0.5116279069767442,What did a red flag signal in the Middle Ages?
11,A motor mechanic utilizing a system of toothed wheels.,a motor mechanic utilizing a system of toothed wheels,0.0010676383972167,0.9819910526275636,0.9857921004295348,1.0,1.0,What controlled the traction?
12,"Approximately 300,000.","300,000",0.0010056495666503,0.7828009128570557,0.7606668472290039,0.8,0.8,How many Super Famicoms were produced in the first run?
13,A tiny grain.,a tiny grain,0.0011982917785644,0.7047076225280762,0.9812091588974,1.0,1.0,What does Kokkos mean in english?
14,10 torr to 10−3 torr.,10 torr to 10−3 torr,0.0011160373687744,1.0409553050994873,0.9750394821166992,1.0,1.0,A Pirani gauge is accurate within what ranges?
15,Complicated programs could be developed and debugged in days rather than the weeks required for plugboarding the old ENIAC.,programs could be developed and debugged in days rather than the weeks,0.0010132789611816,1.5670602321624756,0.6864473819732666,0.7741935483870968,0.7741935483870968,What were advantages for programming new ENIAC?
16,Violet.,violet,0.0010251998901367,0.6136558055877686,0.9618127942085266,1.0,1.0,Which color is opposite of red on the visible spectrum?
17,The elevator will shut down.,"The doors then close after an adjustable time period and the car remains unusable until reset, usually by cycling the elevator main power switch",0.0010054111480712,0.7613401412963867,0.4296596646308899,0.1379310344827586,0.1379310344827586,"Once the passengers have exited, what happens?"
18,"His published works covered topics in mathematics, physics, economics, computing, and statistics.","60 in pure mathematics, 20 in physics, and 60 in applied mathematics",0.0010550022125244,1.255281686782837,0.4723451733589172,0.3333333333333333,0.3333333333333333,"Of his published works, what topics were they covering?"
19,"Red lake was made by mixing organic dyes, made from insects or plants, with white chalk or alum.","insects or plants, with white chalk or alum",0.001086950302124,1.443030834197998,0.5072212815284729,0.6153846153846153,0.6153846153846153,What was red lake composed of?
20,The ground state of matter.,the ground state of matter.,0.0010852813720703,0.7711689472198486,1.0000001192092896,1.0,1.0,The Vacuum state is considered what?
21,Einstein's field equations.,Einstein,0.0011322498321533,0.746917724609375,0.6223654747009277,0.4,0.4,Who's equations  helped to imply vanishing of the Ricci tensor?
22,Hot cathode and cold cathode.,hot cathode and cold cathode.,0.00111985206604,0.8656203746795654,1.0000001192092896,1.0,1.0,What are the two types of Ion gauges?
23,Tissues are elastic and porous enough to prevent rupture.,tissues are elastic and porous,0.0011463165283203,0.9866204261779784,0.8080534338951111,0.7142857142857143,0.7142857142857143,What prevents body rupture at low altitude when human body is bloated by gas bubbles?
24,The new ENIAC ran at one-sixth the speed of the old ENIAC.,new ENIAC ran at one-sixth the speed,0.0011103153228759,1.341114521026611,0.9434855580329896,0.761904761904762,0.761904761904762,What was the speed difference with new ENIAC?
25,Kermes lake was made from kermes insects.,kermes insects,0.0010957717895507,1.034581184387207,0.7790442705154419,0.4444444444444445,0.4444444444444445,What was kermes lake made from?
26,Nobles.,nobles,0.0010294914245605,0.6511862277984619,0.9659461975097656,1.0,1.0,Who painted their mansions red during the Song and Tang dynasties?
27,Protection against loss of all electrically powered instruments.,"protection against loss of all (electrically powered) instruments,",0.0011074542999267,0.9598405361175536,0.9835466742515564,1.0,1.0,Why are the Attitude indicator and heading indicator vacuum-powered?
28,Red and blue light at equal intensity.,red and blue,0.0010209083557128,0.8738362789154053,0.5370028018951416,0.6,0.6,What colors are used to create purple on a computer screen?
29,Cartesian mechanical philosophy.,Cartesian mechanical philosophy,0.0010311603546142,0.7079157829284668,0.9853569865226746,1.0,1.0,What philosophy combined with Descartes to push quantum activity in the 20th century?
30,"Vermilion, made from the mineral cinnabar.",vermilion,0.0010240077972412,0.9860527515411376,0.6770267486572266,0.2857142857142857,0.2857142857142857,What pigment was used to paint villas in ancient Rome?
31,The Cincinnati Red Stockings became the Atlanta Braves.,the Atlanta Braves,0.0010902881622314,0.9343481063842772,0.7116590738296509,0.5454545454545454,0.5454545454545454,What team did the Cincinnati Red Stockings become?
32,It would change color.,change color,0.0010173320770263,0.7337470054626465,0.6351834535598755,0.6666666666666666,0.6666666666666666,What would to the carmine pigment if not used diligently?
33,A white flag with four small and one big red cross.,one big red cross,0.0010552406311035,0.9805972576141356,0.7005842924118042,0.5333333333333333,0.5333333333333333,What is in the middle of the Georgian flag?
34,"The McLeod gauge can measure vacuums as high as 10−6 torr (0.1 mPa), the lowest direct measurement of pressure possible with current technology.",can measure vacuums as high as 10−6 torr,0.0010144710540771,2.02335262298584,0.7176012992858887,0.5294117647058824,0.5294117647058824,Why is the McLeod gauge special?
35,Casco Viejo station in the Bilbao Metro.,"The ""stretching room""",0.0010185241699218,0.983001947402954,0.1981555372476577,0.2,0.2,What is the name of area that is really an elevator?
36,I don't have information about elevators built in pairs.,"their cars always move synchronously in opposite directions,",0.0010042190551757,1.0298259258270264,0.2275571823120117,0.1111111111111111,0.1111111111111111,How do elevators built in pairs work?
37,A few seconds.,after a few seconds,0.0011303424835205,0.6996595859527588,0.7456517815589905,0.8571428571428571,0.8571428571428571,When will a person or animal lose consciousness  when exposed to a vacuum?
38,"Color was the central element in Matisse's paintings, chosen to evoke emotions.",the central element,0.0010936260223388,1.2500228881835938,0.2464828789234161,0.375,0.375,What part in the paintings of Matisse did color play?
39,The elevator is free-falling.,People in the remaining elevators may see an indicator light or hear a voice announcement informing them that the elevator will return to the lobby shortly,0.0010249614715576,0.8273370265960693,0.3902706205844879,0.1290322580645161,0.1290322580645161,What do any passengers experience at this point?
40,Momentum transfer pumps.,Momentum transfer pumps,0.0010883808135986,0.6769270896911621,0.959930956363678,1.0,1.0,What pump has a higher quality vacuum than a positive displacement pump?
41,They move forward.,ensure that the material moves forward,0.0009965896606445,0.6404542922973633,0.4490239024162292,0.4444444444444444,0.4444444444444444,What do the partians do on the conveyor?
42,Henry Pickering,Henry Pickering,0.0011012554168701,0.6503536701202393,1.0,1.0,1.0,Who stated that the character of a gas and free molecule were in ether?
43,Inaccuracy of the missile wouldn't be a problem with an H-bomb.,relative inaccuracy of the missile,0.0010120868682861,1.18528151512146,0.6611161828041077,0.4444444444444444,0.4444444444444444,What was the concern with longer range ICBM with Hbomb?
44,He argued that the problem of measure is essentially group-theoretic in character.,In a series of famous papers,0.0010569095611572,1.2029266357421875,0.2500582635402679,0.2105263157894736,0.1052631578947368,In what way did von Neumann make spectacular contributions to measure theory?
45,2004,2004,0.0010924339294433,0.6068294048309326,1.0,1.0,1.0,When did India and Pakistan begin serious peace talks?
46,"To provide expeditious service to passengers arriving at the building, typically in the morning as people arrive for work or at the conclusion of a lunch-time period.",people arrive for work or at the conclusion of a lunch-time period,0.0011038780212402,1.867626667022705,0.695309042930603,0.6341463414634146,0.6341463414634146,What are the reasons for up-peak mode early in the day?
47,"The elevators initially come to a halt, then one by one return to the lobby floor, open their doors, and shut down.","One by one, each car in the group will return to the lobby floor, open its doors and shut down",0.0011451244354248,1.658677101135254,0.6234630346298218,0.6666666666666666,0.6190476190476191,What sequence of events happens when the power shuts off in a traction elevator and the elevators all stop?
48,"16,777,216.","16,777,216",0.0010359287261962,0.826484203338623,0.98925518989563,1.0,1.0,What is the total number of possible sRGB colors?
49,13 kPa (100 Torr),"13 kPa (100 Torr),",0.0010619163513183,0.9108316898345948,0.9927351474761964,1.0,1.0,What amount of pressure drop can kill you if it occurs suddenly?
50,A corresponding smoke sensor or heat sensor in the building.,a corresponding smoke sensor or heat sensor in the building,0.0009849071502685,0.9943218231201172,0.9836164116859436,1.0,1.0,What initiates Phase one mode?
51,1523.,1523,0.001023530960083,0.6999917030334473,0.9790068864822388,1.0,1.0,When was the treatise that allowed a congregation to elect or remove a minister?
52,It parks with its doors open and the car buttons are disabled.,will remain in code-blue service until switched off in the car,0.0010023117065429,1.0813136100769043,0.3421031832695007,0.1666666666666666,0.1666666666666666,Once it arrives what does the elevator do
53,Suction pump.,suction pump,0.0010144710540771,0.6801695823669434,0.9287863373756408,1.0,1.0,What type of pump appeared in the 15th century?
54,1962.,1962,0.0009639263153076,0.6775381565093994,0.9593217968940736,1.0,1.0,When did the Supreme Court address the issue of officially sponsored prayer in public schools?
55,1740s.,the 1740s,0.0011186599731445,0.7440662384033203,0.8708820343017578,0.6666666666666666,0.6666666666666666,In what years did Turkey red begin to be used to dye cotton in England?
56,Cable-borne elevators.,cable-borne elevators,0.0010037422180175,0.7722170352935791,0.9821046590805054,1.0,1.0,What types of elevator hold the highest safety record?
57,Werner von Siemens built the first electric elevator in 1880 in Germany.,Werner von Siemens,0.0010852813720703,1.1420977115631104,0.5482778549194336,0.4,0.4,Who built the first electric elevator?
58,CAN/CSA B44 Safety Standard.,CAN/CSA B44 Safety Standard,0.0010294914245605,0.9125962257385254,0.9786862134933472,1.0,1.0,What is the equivilent to the US Standard A17.1 called in Canada?
59,City transportation.,city transportation,0.001039981842041,0.6585547924041748,0.9251629114151,1.0,1.0,The elevator located at the Casco Viejo station in the Bilbao Metro is also used for what?
60,"No, von Neumann's proof did not completely rule out hidden variable theories, according to Jeffrey Bub.",von Neumann did not claim that his proof completely ruled out hidden variable theories,0.0010128021240234,1.4625475406646729,0.8820357918739319,0.7096774193548386,0.6451612903225806,Did von Neumann rule hidden variable theories?
61,"Mathematician, Physicist, and Consultant.","pure and applied mathematician, physicist, inventor, computer scientist, and polymath",0.001117467880249,0.9263303279876708,0.7212990522384644,0.4285714285714285,0.4285714285714285,What were the occupations that Von Neuman held?
62,"A single panel door is referred to as a ""slab"" door.","""slab"" door",0.0010886192321777,1.1457064151763916,0.8027483224868774,0.3076923076923077,0.3076923076923077,What is a single panel door referred to as?
63,February 1848.,February 1848,0.0009882450103759,0.6970129013061523,0.9726898074150084,1.0,1.0,When was the Communist Manifesto first created?
64,The national flower of Nepal.,the national flower,0.0009593963623046,0.7304918766021729,0.7264196276664734,0.7499999999999999,0.7499999999999999,What does the red color in the Nepalese flag represent?
65,Red.,red,0.00108003616333,0.567746639251709,0.9193431735038756,1.0,1.0,The empress Eirene had what color hair?
66,Scarlet.,Scarlet,0.0010130405426025,0.6130669116973877,0.9603756070137024,1.0,1.0,What color gowns are generally worn by recent Doctors of Philosophy at Oxford?
67,Klaus Fuchs.,Klaus Fuchs,0.0011341571807861,0.697559118270874,0.982219099998474,1.0,1.0,With whom did von Neumann collaborate for further development of the hydrogen bomb?
68,A cylindrical design.,cylindrical,0.0011117458343505,0.701441764831543,0.8445520401000977,0.5,0.5,What design did Peter Cooper feel was the most efficient?
69,Spain.,Spain,0.0010850429534912,0.570159912109375,0.9543189406394958,1.0,1.0,Where in the year 77 BC was an uprising?
70,"Vacuum is generally measured by its absolute pressure, often in units such as pascals (Pa), torrs, or millimeters of mercury (mmHg).",its absolute pressure,0.0010974407196044,1.929424285888672,0.3987953066825866,0.25,0.25,How is vacuum generally measured?
71,Red.,Red,0.001124620437622,0.6097869873046875,0.9193431735038756,1.0,1.0,What LED has the flattest I/V curve above the knee?
72,"Metal, Wood, and Water.","metal, wood, water",0.00099778175354,0.8189704418182373,0.968339204788208,0.8571428571428571,0.8571428571428571,"Outside of Fire and Earth, what three other elements did Chinese philosophers say the world was composed from?"
