idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Jim Corr,James Steven Ignatius Corr,0.319551944732666,23.172452926635746,0.4897282123565674,0.3333333333333333,0.3333333333333333,"What Irish DJ was also guitar player for the family rock band from Dundalk, Ireland?"
1, Plasma Sources Science and Technology.,non-fusion,0.3523473739624023,23.800894021987915,0.346716433763504,0.0,0.0,An article detailing the Quantemol database and service was published in 2017 in an international journal dedicated solely to what aspects of plasma science?
2," Robert Foliot died in 1186, while Robert de Chesney died in December 1166.",Robert de Chesney,0.3519318103790283,27.040289402008057,0.5310338139533997,0.375,0.375,"Who died first, Robert Foliot or Robert de Chesney?"
3, vaudeville.,vaudeville,0.3401367664337158,23.450692415237427,0.9764316082000732,1.0,1.0,Heidi's Song is a 1982 American animated musical feature film whose voice cast included an American singer who at the age of three began his career in what?
4, Yes.,yes,0.3376758098602295,22.99903607368469,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
5, Rated R,Unapologetic,0.3387961387634277,23.064139127731323,0.2101242542266845,0.0,0.0,What album was recorded after Rihanna traveled for the Loud Tour? 
6, World War II,World War II,0.3770613670349121,23.212498426437374,1.0,1.0,1.0,"Battle of Tarawa and Operation Overlord, occurred during which event?"
7, 1992,1986,0.3459041118621826,23.18262529373169,0.6395271420478821,0.0,0.0,"Alan Douglas Ruck, is an American actor, he played Cameron Frye, Bueller's hypochondriac best friend in John Hughes' ""Ferris Bueller's Day Off"", released in which year?"
8, From the Westside with Love II,From the Westside with Love II,0.3608989715576172,23.98638653755188,0.9999998807907104,1.0,1.0,"The singer whose debut single was ""I Love College"" makes a guest appearance on what Dom Kennedy album?"
9, Ty Herndon,Ty Herndon,0.3604228496551513,23.203242540359497,1.0000001192092896,1.0,1.0,"""A Man Holdin' On(To a Woman Lettin'Go) and ""What Mattered Most"" was sung by which American country music singer? "
10, Formula 5000,Formula 5000,0.3474912643432617,23.30055022239685,1.0,1.0,1.0,Which single seater auto-racing formula did 1977 Can-Am season series used
11," A community center such as Tacoma School was used for public gatherings, social support, public information, and other purposes.","community tend to gather for group activities, social support, public information, and other purposes.",0.3460662364959717,27.62230086326599,0.6384682059288025,0.6060606060606061,0.5454545454545454,What was a Community centre such as Tacoma School used for?
12, Yes.,yes,0.3741867542266845,22.90694665908813,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
