idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,1997 (The Boxer),1997,0.0010342597961425,1.781137466430664,0.6513062715530396,0.5,0.5,"""Oranges Are Not The Only Fruit""  was written by an award winning writer who also wrote a novel about human relationships and physics in what year?"
1,Next of Kin.,Taken,0.0010437965393066,0.4926321506500244,0.076804295182228,0.0,0.0,What film did the Director of the Global Partnership to End Violence Against Children act in that is a 2008 English-language French action thriller film directed by Pierre Morel?
2,Ari Behn.,Ari Behn,0.000939130783081,0.4470686912536621,0.9832673668861388,1.0,1.0,"Who wrote the 1999 short stories collection, ""Trist som faen,"" and was also given two pieces of furniture by Liv Mildrid Gjernes to as a wedding gift from the Norwegian government?"
3,"Both cases were landmark Supreme Court decisions involving the power of the US government, with United States v. Nixon dealing with executive privilege and Lone Wolf v. Hitchcock dealing with Native American rights and government influence on reservations.",Supreme Court case,0.0008718967437744,1.9189953804016116,0.5714582800865173,0.1463414634146341,0.097560975609756,What do United States v. Nixon and Lone Wolf v. Hitchcock have in common?
4,"No, Peter Glenville was an actor and director, but the text does not mention him directing a film with Yasuzo Masumura.",yes,0.0008773803710937,1.3879575729370115,0.1135547682642936,0.0,0.0,Can Fraxinus and Onoclea both be found in North America?
5,Yes.,yes,0.0008776187896728,0.386871337890625,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
6,Ebbsfleet United.,Ebbsfleet United,0.0009465217590332,0.4796068668365478,0.989384949207306,1.0,1.0,"Daniel Trevor ""Danny"" Kedwell, is an English footballer who plays as a forward for which club, currently named the Vanarama National League for sponsorship reasons, is the top division of the National League in English football?"
7,The Very Best of Cher: The Video Hits Collection.,The Very Best of Cher: The Video Hits Collection,0.0009417533874511,0.7306864261627197,0.9888561964035034,1.0,1.0,Cher's title track from her 22nd album is featured in what video anthology?
8,Born to Run.,Born to Run,0.0009677410125732,0.4939100742340088,0.9661844968795776,1.0,1.0,"Tenth Avenue Freeze-Out  is the second song on which of Bruce Springsteen's breakthrough album, that is the third studio album by American singer-songwriter Bruce Springstee?"
9,2011.,2011,0.0009214878082275,0.4870963096618652,0.9571799039840698,1.0,1.0,"Ikemen desu ne, released in which year, is a Japanese television series, it is the Japanese remake of the Korean musical romantic comedy television drama ""You're Beautiful""?"
10,Thor.,Thor,0.0009117126464843,0.3892240524291992,0.9496771097183228,1.0,1.0,What did Vincente Colletta work on that is based on the Norse mythological deity of the same name?
11,"No, Halldór Laxness was Icelandic, and Daphne du Maurier was English.",no,0.0008547306060791,1.095496416091919,0.1364087462425232,0.1538461538461538,0.1538461538461538,Are Chris Marker and Yvonne Rainer American?
12,Kree.,Kree,0.0009493827819824,0.4027626514434814,0.9771640300750732,1.0,1.0,There is a recurring theme in two American comic books published by Marvel Comics. One has a character Doctor Minerva while the other has a character Rauul. What name do these two comics have in common?
13,American.,American,0.0008707046508789,0.3909668922424316,0.9135115146636964,1.0,1.0,Kerry Remsen is the daughter of an actor with what ethnicity?
14,Jan Švankmajer.,Jan Švankmajer,0.0009164810180664,0.5541825294494629,0.988473653793335,1.0,1.0,"Between Gillo Pontecorvo and Jan Švankmajer, who has more diverse job experience?"
15,"Chinua Achebe's ""Things Fall Apart"".",Chinua Achebe,0.0009036064147949,0.753319501876831,0.6617926359176636,0.5,0.5,"Pete Edochie, Nigerian actor, played the lead role in an NTA adaptation of what Nigerian novelist, poet, professor and critic's best selling novel?"
