idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, 1927,1927,0.0004928112030029,0.4747316837310791,1.0,1.0,1.0,"In what year was the university, at which John Joubert was a music academic, founded?"
1," Leslie Dixon, Bruna Papandrea, Arnon Milchan, Reese Witherspoon, Ceán Chaffin, and Joshua Donen.","John Marcus ""Scoot"" McNairy",0.0005135536193847,3.23618221282959,0.2580447793006897,0.0,0.0,The film that featured the character Nick Dunne was produced by whom?
2, Musician.,singer,0.0004951953887939,0.432513952255249,0.6593619585037231,0.0,0.0,Which other occupation is the American actress who stars as a Jewish-American girl who befriends a German prisoner of war in a made-for-television war drama?
3, The Todd Bertuzzi–Steve Moore incident.,The Todd Bertuzzi–Steve Moore incident,0.000504732131958,1.092231273651123,0.9854790568351746,1.0,1.0,Who event controversial event happened that included former Canadian professional ice hockey center Steve Moore?
4, Steve,Lester,0.0004935264587402,0.2331719398498535,0.3208656311035156,0.0,0.0,"What was the middle name of the actor who starred in ""Romolo e Remo"" opposite Gordon Scott and Virna Lisi?"
5, Vinny Appice.,Heaven & Hell,0.0005159378051757,0.649763822555542,0.1799639761447906,0.0,0.0,"Hangin' with Heaven and Hell is a video by heavy metal band Black Sabbath, the video features discusses the band's 2007 tour under which name, which were an English-American heavy metal band active from 2006 to 2010?"
6," No, they are not both from Great Britain. Gloria is a Croatian magazine, and Chat is a British magazine.",no,0.0005483627319335,2.506319284439087,0.1183975338935852,0.1,0.1,Are Chris Marker and Yvonne Rainer American?
7, Richard Hagopian,Richard Avedis Hagopian,0.0004932880401611,0.4313709735870361,0.8817086815834045,0.8,0.8,"Who was a musician, Richard Hagopian or Mark Saroyan?"
8, Max Brooks.,Max Brooks,0.0004975795745849,0.4341511726379394,0.9824567437171936,1.0,1.0,Who was the author of the 2006 novel that was adapted into a 2013 horror movie in which Shane Hart was an extra?
9," February 11, 1802",February 11,0.0005004405975341,0.8483753204345703,0.5787043571472168,0.8,0.8,What day was the editor of Incidents in the Life of a Slave Girl born?
10, Lamiaceae,Lamiaceae,0.0004909038543701,0.4389867782592773,1.0,1.0,1.0,"Veitchia is a flowering plan from the Arecaceae family, what family is the Lamium plant from?"
11, 1995,"November 6, 1979",0.0004913806915283,0.4422860145568847,0.434626966714859,0.0,0.0,when was the  American retired professional basketball player. which Shamel Jones played along side with born 
12, United States,Sweden,0.0004956722259521,0.3281793594360351,0.5180052518844604,0.0,0.0,The dish lutfisk is a traditional dish of which country which could be found at the Svensk Hyllningsfest?
13, Wonder Girls,Wonder Girls,0.0004942417144775,0.3351795673370361,1.0000001192092896,1.0,1.0,Full Moon is the debut extended play by a singer that was a former member of what South Korean girl group?
14, The Night Of,The Night Of,0.0005147457122802,0.432732343673706,1.0000001192092896,1.0,1.0,Jeannie Berlin appeared in what eight-part crime drama in 2016?
15, Yes.,yes,0.0005090236663818,0.3295807838439941,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?
