idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Stanley Clarke,Stanley Clarke,0.0004997253417968,0.4806344509124756,1.0,1.0,1.0,Which founding member of Return to Forever put out he album If This Bass Could Only Talk?
1, 29 May 1975,29 May 1975,0.000497817993164,0.9617657661437988,1.0,1.0,1.0,When was the English singer born who's second studio album is the L.A. State of Mind?
2, The Chicxulub crater.,The Chicxulub crater,0.0005016326904296,1.1059014797210691,0.9897939562797546,1.0,1.0,Adriana Ocampo has led six research expeditions to study what geological formation that is more than 180 km in diameter and 20 km in depth
3, Floor Jansen,Floor Jansen,0.0004968643188476,0.556666374206543,1.0000001192092896,1.0,1.0,"Who is the lead vocalist of Finnish symphonic metal band Nightwish, Marty Raybon or  Floor Jansen?"
4, Istanbul,Tokyo,0.0004944801330566,0.2914831638336181,0.4184059798717499,0.0,0.0,"Fukuzawa Yukichi, was a Japanese author, writer, teacher, translator, entrepreneur and journalist who founded Keio University, a Japanese private university located in Minato, in which city? "
5," 49,734","49,734",0.0005035400390625,0.7009761333465576,1.0000001192092896,1.0,1.0,Ridgedale Center is an enclosed shopping mall in a suburban city which at the 2010 census had a population of what?
6, The Nevada Test and Training Range (NTTR).,Nevada Test and Training Range,0.0004987716674804,1.51471209526062,0.8393121957778931,0.8333333333333333,0.8333333333333333,"The 98th Southern Range Support Squadron is responsible for the day-to-day support of Creech Air Force Base, the Point Bravo logistics site and which military training area used by the United States Air Force Warfare Center at Nellis Air Force Base in Nevada?"
7, 2012,2012,0.0004909038543701,0.5603823661804199,1.0000001192092896,1.0,1.0,What year was the 95th Air Base Wing in southern California inactivated?
8, The Irregular at Magic High School,The Irregular at Magic High School,0.0004961490631103,1.104996919631958,1.0,1.0,1.0,"Saori Hayami, a Japanese voice actress and singer, had a major voice role in what web novel series, also known in Japanese as Mahōka Kōkō no Rettōsei?"
9, Kwun Tong Maryknoll College,Kwun Tong Maryknoll College,0.000497817993164,1.1066322326660156,1.0,1.0,1.0,"Where dod tje Hong Kong film director, who redid the 1946 American Christmas fantasy comedy-drama film produced and directed by Frank Capra, attend college?"
10, Dunluce Castle,Dún Libhse,0.0004942417144775,0.6935148239135742,0.5851152539253235,0.0,0.0,What is the Irish name for the castle that was occupied by the MacDonnells?
11, Christer Fuglesang,Bertalan Farkas,0.0005042552947998,0.9623012542724608,0.3428877592086792,0.0,0.0,Who is older Reinhold Ewald or Bertalan Farkas ?
12, KU Leuven,KU Leuven,0.0005342960357666,0.8290703296661377,1.0,1.0,1.0,What university conducts teaching and research of sciences in which Patrik Verstreken was a professor at?
13, Lamps of Fire,The Inner Light,0.0005023479461669,0.6976687908172607,0.3899822235107422,0.0,0.0,Juan Mascaró created a book that was inspiration for which George Harrison-penned Beatles song?
14, Fatherson,Fatherson,0.0004959106445312,0.556992769241333,1.0000001192092896,1.0,1.0,"Which band formed in Europe, Finger Eleven or Fatherson?"
15, Marine Corps Air Station Yuma,Marine Corps Air Station Yuma,0.0005106925964355,0.9617462158203124,1.0,1.0,1.0,Marine Aircraft Group 13 is based at what air station that is a designated Superfund site?
